"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","H2S_mean","H2S_sd","H2S_cv","H2S_Conc_flag","H2S_cv_flag","Dilution","Analysis_rundate","Field_notes","Run_notes"
"1","COMPASS: Synoptic","CB","MSM","UP","LysB",45,"MSM_202409_UP_LYSB_45CM",2024,9,12,"13:45","EDT",0,0,0,"bdl","within range",1,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"2","COMPASS: Synoptic","CB","MSM","TR","LysC",45,"MSM_202409_TR_LYSC_45CM",2024,9,12,"13:14","EDT",0,0,0,"bdl","within range",1,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"3","COMPASS: Synoptic","CB","SWH","SW","B",0,"SWH_202409_SW_B",2024,9,25,"10:10","EDT",0,0,0,"bdl","within range",1,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"4","COMPASS: Synoptic","CB","SWH","SW","C",0,"SWH_202409_SW_C",2024,9,25,"10:10","EDT",0,0,0,"bdl","within range",1,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"5","COMPASS: Synoptic","CB","MSM","WC","LysA",10,"MSM_202409_WC_LYSA_10CM",2024,9,12,"11:41","EDT",1114.90350477173,65.0045189072427,5.83050628408888,"Within_Range","within range",50,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"6","COMPASS: Synoptic","CB","MSM","WC","LysA",20,"MSM_202409_WC_LYSA_20CM",2024,9,12,"11:41","EDT",1788.1270369133,164.870489168757,9.22028948532424,"Within_Range","within range",50,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"7","COMPASS: Synoptic","CB","MSM","WC","LysA",45,"MSM_202409_WC_LYSA_45CM",2024,9,12,"11:41","EDT",4.45204166848439,0.213874495085512,4.80396436087988,"Within_Range","within range",1,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"8","COMPASS: Synoptic","CB","MSM","WC","LysB",10,"MSM_202409_WC_LYSB_10CM",2024,9,12,"11:54","EDT",2063.53666369849,147.057746655886,7.12649061404673,"Within_Range","within range",50,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"9","COMPASS: Synoptic","CB","MSM","WC","LysB",20,"MSM_202409_WC_LYSB_20CM",2024,9,12,"11:54","EDT",1826.78101962,162.085756619722,8.87275239226202,"Within_Range","within range",50,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"10","COMPASS: Synoptic","CB","MSM","WC","LysC",20,"MSM_202409_WC_LYSC_20CM",2024,9,12,"11:35","EDT",2359.88386444981,214.037885345132,9.06984824844475,"Within_Range","within range",50,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"11","COMPASS: Synoptic","CB","MSM","WC","LysC",45,"MSM_202409_WC_LYSC_45CM",2024,9,12,"11:35","EDT",7.80282658042454,2.45992439625934,31.5260677769093,"Within_Range","High CV",1,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"12","COMPASS: Synoptic","CB","MSM","SW","A",0,"MSM_202409_SW_A",2024,9,12,"11:15","EDT",0,0,0,"bdl","within range",1,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"13","COMPASS: Synoptic","CB","MSM","SW","B",0,"MSM_202409_SW_B",2024,9,12,"11:15","EDT",0,0,0,"bdl","within range",1,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"14","COMPASS: Synoptic","CB","MSM","TR","LysA",10,"MSM_202409_TR_LYSA_10CM",2024,9,12,"12:51","EDT",0,0,0,"bdl","within range",1,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"15","COMPASS: Synoptic","CB","MSM","SW","C",0,"MSM_202409_SW_C",2024,9,12,"11:15","EDT",0.796792214836365,0.0683312332294261,8.57579077168307,"Within_Range","within range",1,"20241007","","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"16","COMPASS: Synoptic","CB","GCW","TR","LysA",20,"GCW_202409_TR_LYSA_20CM",2024,9,11,"13:23","EDT",0,0,0,"bdl","within range",1,"20241007","started collection on 9-10-24, but only got SO4 so left to sit overnight and collected some on 9-11-24 to get more water ","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"17","COMPASS: Synoptic","CB","GCW","TR","LysA",45,"GCW_202409_TR_LYSA_45CM",2024,9,11,"13:23","EDT",3.76309540873879,0.15400723829468,4.09256799434419,"Within_Range","within range",1,"20241007","started collection on 9-10-24, but only got SO4 so left to sit overnight and collected some on 9-11-24 to get more water ","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"18","COMPASS: Synoptic","CB","GCW","TR","LysB",10,"GCW_202409_TR_LYSB_10CM",2024,9,11,"13:29","EDT",0,0,0,"bdl","within range",1,"20241007","started collection on 9-10-24, but only got SO4 so left to sit overnight and collected some on 9-11-24 to get more water ","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
"19","COMPASS: Synoptic","CB","GCW","TR","LysB",20,"GCW_202409_TR_LYSB_20CM",2024,9,11,"13:29","EDT",0,0,0,"bdl","within range",1,"20241007","started collection on 9-10-24, but only got SO4 so left to sit overnight and collected some on 9-11-24 to get more water ","Some sample IDs are missing from metadata: GWI_202410_UP_LYSA_20CM, GWI_202410_TR_LYSC_45CM"
