Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	5.097 	0.4573 	6.48 	0.5739 	3.63 
6	Standard 2	Calibration Standard	5.150 	0.9857 	6.85 	1.2371 	7.50 
7	Standard 3	Calibration Standard	5.107 	1.9570 	6.95 	2.4562 	14.76 
8	Standard 4	Calibration Standard	5.090 	10.1538 	7.05 	12.7435 	68.57 
9	Standard 5	Calibration Standard	5.047 	19.9292 	6.93 	25.0123 	127.74 
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	1_MSM_202310_UP_LysA_20cm	Unknown	5.120 	156.4865 	3.97 	3.9280 	23.03 
13	2_MSM_202310_UP_LysA_45cm	Unknown	5.133 	139.8693 	4.60 	3.5109 	20.48 
14	3_MSM_202310_UP_LysB_10cm	Unknown	5.123 	52.6539 	3.67 	1.3217 	8.05 
15	4_MSM_202310_UP_LysB_45cm	Unknown	5.137 	161.8893 	6.01 	4.0636 	23.53 
16	5_MSM_202310_UP_LysC_10cm	Unknown	5.130 	80.3605 	4.58 	2.0171 	12.02 
17	6_MSM_202310_UP_LysC_20cm	Unknown	5.097 	119.0145 	7.40 	2.9874 	17.79 
18	7_MSM_202310_UP_LysC_45cm	Unknown	5.130 	147.6944 	5.08 	3.7073 	21.52 
19	8_MSM_202310_TR_LysA_10cm	Unknown	5.073 	702.8722 	7.00 	17.6429 	92.65 
