Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.927 	0.4941 	6.78 	0.5941 	3.77 
6	Standard 2	Calibration Standard	4.913 	1.0082 	6.92 	1.2123 	7.67 
7	Standard 3	Calibration Standard	4.903 	1.9835 	6.99 	2.3850 	14.69 
8	Standard 4	Calibration Standard	4.843 	10.1817 	7.04 	12.2428 	70.05 
9	Standard 5	Calibration Standard	4.827 	19.9105 	6.95 	23.9411 	123.69 
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	1_MSM_202308_UP_LysA_20cm	Unknown	4.930 	149.8293 	5.41 	3.6032 	22.07 
13	2_MSM_202308_UP_LysA_45cm	Unknown	4.940 	138.5500 	4.11 	3.3319 	20.17 
14	3_MSM_202308_UP_LysB_10cm	Unknown	4.933 	58.4528 	5.04 	1.4057 	8.86 
15	4_MSM_202308_UP_LysB_45cm	Unknown	4.913 	152.7034 	5.81 	3.6723 	22.57 
16	5_MSM_202308_UP_LysC_10cm	Unknown	4.923 	81.9546 	6.55 	1.9709 	12.15 
17	6_MSM_202308_UP_LysC_20cm	Unknown	4.900 	135.2160 	7.01 	3.2518 	20.11 
18	7_MSM_202308_UP_LysC_45cm	Unknown	4.883 	144.8163 	4.70 	3.4826 	21.51 
19	8_MSM_202308_TR_LysA_10cm	Unknown	4.877 	538.6268 	7.20 	12.9532 	71.99 
