Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	3.543 	0.0226 	6.28 	0.0287 	0.14 
2	Lab Blank	Unknown	3.540 	0.0096 	2.86 	0.0122 	0.10 
3	Lab Blank	Unknown	3.543 	0.0095 	2.81 	0.0120 	0.10 
4	Lab Blank	Unknown	3.543 	0.0099 	2.88 	0.0126 	0.11 
5	Standard 1	Calibration Standard	3.550 	5.0880 	90.34 	6.4594 	56.89 
6	Standard 2	Calibration Standard	3.550 	9.8032 	91.13 	12.4456 	108.66 
7	Standard 3	Calibration Standard	3.550 	19.8562 	92.18 	25.2084 	217.64 
8	Standard 4	Calibration Standard	3.543 	100.0011 	92.71 	126.9560 	1076.63 
9	Standard 5	Calibration Standard	3.550 	200.0215 	92.95 	253.9364 	2028.01 
10	Lab Blank	Unknown	3.523 	0.0432 	12.19 	0.0548 	0.34 
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	1_GCW_202306_UP_LysA_20cm	Unknown	3.520 	7.1807 	1.72 	0.1823 	1.80 
13	2_GCW_202306_UP_LysA_45cm	Unknown	3.557 	1.2722 	0.29 	0.0323 	0.38 
14	3_GCW_202306_UP_LysB_10cm	Unknown	3.557 	2.9259 	0.68 	0.0743 	0.79 
15	4_GCW_202306_UP_LysC_10cm	Unknown	3.557 	7.4212 	1.68 	0.1884 	1.88 
16	5_GCW_202306_UP_LysC_20cm	Unknown	3.557 	3.5742 	0.81 	0.0908 	0.95 
17	6_GCW_202306_TR_LysA_10cm	Unknown	3.553 	3.8924 	0.91 	0.0988 	1.03 
18	7_GCW_202306_TR_LysA_20cm	Unknown	3.553 	2.3446 	0.54 	0.0595 	0.65 
