Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
6	Standard 1	Calibration Standard	4.567 	5.0079 	93.30 	8.0534 	55.78 
7	Standard 2	Calibration Standard	4.570 	10.1650 	93.12 	16.3467 	112.37 
8	Standard 3	Calibration Standard	4.560 	20.2781 	92.97 	32.6099 	222.50 
9	Standard 4	Calibration Standard	4.567 	100.6953 	92.96 	161.9315 	1092.94 
10	Standard 5	Calibration Standard	4.573 	199.6161 	92.95 	321.0095 	2051.13 
11	Lab Blank	Unknown	4.533 	0.0385 	38.42 	0.0620 	0.38 
12	Lab Blank	Unknown	4.567 	0.0113 	16.40 	0.0181 	0.09 
13	1_MSM_202311_UP_LysA_20cm	Unknown	4.580 	2967.9003 	85.70 	95.4556 	647.21 
14	2_MSM_202311_UP_LysA_45cm	Unknown	4.537 	1881.8531 	80.10 	60.5254 	409.56 
15	3_MSM_202311_UP_LysB_10cm	Unknown	4.583 	1175.4960 	77.79 	37.8071 	242.58 
16	4_MSM_202311_UP_LysB_45cm	Unknown	4.587 	1831.7935 	78.66 	58.9154 	397.64 
17	5_MSM_202311_UP_LysC_10cm	Unknown	4.567 	1350.4021 	76.09 	43.4326 	294.53 
18	6_MSM_202311_UP_LysC_20cm	Unknown	4.557 	1055.1504 	73.14 	33.9365 	213.92 
19	7_MSM_202311_UP_LysC_45cm	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
