Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	n.a.	n.a.	n.a.	n.a.	n.a.
6	Standard 2	Calibration Standard	4.753 	0.9994 	6.87 	1.1465 	7.60 
7	Standard 3	Calibration Standard	4.787 	2.0003 	6.98 	2.2948 	14.57 
8	Standard 4	Calibration Standard	n.a.	n.a.	n.a.	n.a.	n.a.
9	Standard 5	Calibration Standard	n.a.	n.a.	n.a.	n.a.	n.a.
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	1_GCW_202309_UP_LysA_20cm	Unknown	4.787 	7.4516 	1.28 	0.1710 	0.54 
13	2_GCW_202309_TR_LysA_20cm	Unknown	4.767 	8.3848 	1.36 	0.1924 	0.59 
14	3_GCW_202309_TR_LysA_45cm	Unknown	4.793 	16.1585 	2.66 	0.3707 	1.69 
15	4_GCW_202309_TR_LysB_10cm	Unknown	4.773 	50.1758 	6.46 	1.1513 	7.57 
16	5_GCW_202309_TR_LysB_20cm	Unknown	4.800 	25.6920 	2.92 	0.5895 	2.94 
17	6_GCW_202309_TR_LysB_45cm	Unknown	4.780 	11.4937 	1.53 	0.2637 	0.98 
18	7_GCW_202309_TR_LysC_10cm	Unknown	4.783 	31.9036 	4.63 	0.7320 	4.85 
19	8_GCW_202309_TR_LysC_20cm	Unknown	4.773 	25.9022 	4.03 	0.5943 	3.04 
