Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
6	Standard 1	Calibration Standard	5.797 	0.4644 	6.54 	0.5648 	3.18 
7	Standard 2	Calibration Standard	5.797 	0.9819 	6.80 	1.1941 	6.62 
8	Standard 3	Calibration Standard	5.787 	2.0037 	6.95 	2.4369 	13.27 
9	Standard 4	Calibration Standard	5.743 	10.0689 	7.03 	12.2453 	62.33 
10	Standard 5	Calibration Standard	5.700 	19.9670 	7.03 	24.2829 	113.84 
11	Lab Blank	Unknown	5.830 	0.0146 	11.03 	0.0178 	0.03 
12	Lab Blank	Unknown	5.820 	0.0096 	10.55 	0.0117 	0.01 
13	1_MSM_202311_UP_LysA_20cm	Unknown	5.790 	200.7171 	4.38 	4.8820 	26.37 
14	2_MSM_202311_UP_LysA_45cm	Unknown	5.820 	144.9018 	4.66 	3.5244 	19.09 
15	3_MSM_202311_UP_LysB_10cm	Unknown	5.807 	59.7517 	2.99 	1.4533 	8.02 
16	4_MSM_202311_UP_LysB_45cm	Unknown	5.807 	174.2337 	5.66 	4.2379 	22.96 
17	5_MSM_202311_UP_LysC_10cm	Unknown	5.783 	114.4357 	4.88 	2.7834 	15.26 
18	6_MSM_202311_UP_LysC_20cm	Unknown	5.850 	118.3496 	6.20 	2.8786 	15.62 
19	7_MSM_202311_UP_LysC_45cm	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
