,1,2,3,4,5,6,7,8,9,10,11,12
A,0.053,0.052,0.053,0.079,0.082,0.075,0.119,0.13,0.117,0.208,0.235,0.166
B,0.135,0.13,0.106,0.209,0.24,0.223,0.057,0.056,0.054,1.734,1.978,1.507
C,0.212,0.24,0.204,0.067,0.063,0.067,0.13,0.123,0.123,0.372,0.391,0.346
D,0.368,0.404,0.361,0.065,0.067,0.063,0.395,0.412,0.405,0.324,0.252,0.358
E,0.694,0.521,0.568,0.269,0.261,0.32,0.072,0.071,0.069,0.226,0.225,0.276
F,1.095,0.856,1,0.226,0.2,0.238,0.177,0.17,0.166,0.057,0.058,0.057
G,1.002,0.955,0.934,0.209,0.36,0.336,0.137,0.138,0.147,0.421,0.291,0.395
H,1.056,1.025,0.962,0.089,0.09,0.087,0.164,0.19,0.181,0.688,0.581,0.656
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,81,81,81,89,89,89,94,94,94
B,Std 1,Std 1,Std 1,82,82,82,ChkStd 0,ChkStd 0,ChkStd 0,97,97,97
C,Std 2,Std 2,Std 2,83,83,83,89 Dup,89 Dup,89 Dup,96,96,96
D,Std 3,Std 3,Std 3,84,84,84,ChkStd 3,ChkStd 3,ChkStd 3,81 Spike,81 Spike,81 Spike
E,Std 4,Std 4,Std 4,85,85,85,90,90,90,90 Spike,90 Spike,90 Spike
F,Std 5,Std 5,Std 5,86,86,86,91,91,91,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,87,87,87,92,92,92,96 Dup,96 Dup,96 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,88,88,88,93,93,93,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
