Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	3.273 	0.0471 	100.00 	0.0531 	0.37 
2	Lab Blank	Unknown	3.280 	0.0472 	100.00 	0.0531 	0.38 
3	Standard 1	Unknown	3.280 	6.0990 	92.87 	6.8696 	47.28 
4	Blank	Unknown	3.273 	0.0480 	100.00 	0.0541 	0.39 
5	Standard 1	Calibration Standard	3.280 	6.0838 	92.90 	6.8525 	47.38 
6	Standard 2	Calibration Standard	3.280 	12.2230 	92.75 	13.7674 	94.28 
7	Standard 3	Calibration Standard	3.277 	23.4868 	92.54 	26.4544 	179.35 
8	Standard 4	Calibration Standard	3.267 	104.1006 	92.33 	117.2541 	775.96 
9	Standard 5	Calibration Standard	3.260 	198.2071 	92.32 	223.2513 	1483.40 
10	Lab Blank	Unknown	3.280 	0.0225 	100.00 	0.0254 	0.22 
11	Lab Blank	Unknown	3.280 	0.0513 	100.00 	0.0577 	0.41 
12	Standard 1	Check Standard	3.283 	6.0974 	92.93 	6.8678 	47.53 
13	Lab Blank	Unknown	3.283 	0.0477 	100.00 	0.0538 	0.39 
14	Lab Blank	Unknown	3.283 	0.0217 	100.00 	0.0244 	0.17 
15	1_202210_Gcrew_UP_LysA_20cm	Unknown	3.260 	14.4387 	6.55 	0.3253 	1.11 
16	2_202210_Gcrew_UP_LysB_10cm	Unknown	3.287 	13.0643 	5.97 	0.2943 	0.90 
17	3_202210_GCrew_UP_LysB_20cm	Unknown	3.287 	13.5171 	6.23 	0.3045 	0.95 
18	4_202210_GCrew_UP_LysB_45cm	Unknown	3.290 	1.4517 	0.47 	0.0327 	0.33 
19	5_202210_GCrew_UP_LysC_20cm	Unknown	3.260 	17.1166 	7.04 	0.3856 	1.32 
