Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	3.293 	6.0694 	93.08 	6.8202 	47.25 
2	Lab Blank	Unknown	3.297 	6.0646 	93.06 	6.8149 	47.26 
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	3.290 	0.0090 	100.00 	0.0101 	0.07 
5	Lab Blank	Unknown	3.300 	6.0747 	93.07 	6.8262 	47.33 
6	Standard 1	Calibration Standard	3.300 	12.2365 	92.93 	13.7503 	94.39 
7	Lab Blank	Unknown	3.303 	6.0915 	93.04 	6.8451 	47.70 
8	Lab Blank	Unknown	3.297 	0.0116 	100.00 	0.0130 	0.09 
9	1_202209_MSM_UP_LysA_20cm	Unknown	3.290 	2155.4837 	86.20 	48.4426 	324.31 
10	2_202209_MSM_UP_LysA_45cm	Unknown	3.290 	2904.6761 	88.57 	65.2801 	425.01 
11	3_202209_MSM_UP_LysB_10cm	Unknown	3.297 	787.0968 	76.16 	17.6893 	111.73 
12	4_202209_MSM_UP_LysB_20cm	Unknown	3.297 	940.4314 	77.76 	21.1354 	137.71 
13	5_202209_MSM_UP_LysB_45cm	Unknown	3.287 	2391.3201 	85.69 	53.7428 	347.81 
14	6_202209_MSM_TR_LysC_10cm	Unknown	3.297 	1078.2250 	79.70 	24.2322 	157.16 
15	7_202209_MSM_UP_LysC_20cm	Unknown	3.290 	1725.1963 	84.98 	38.7723 	251.10 
16	8_202209_MSM_UP_LysC_45cm	Unknown	3.287 	3051.8994 	86.14 	68.5888 	442.24 
17	9_202209_MSM_TR_LysA_10cm	Unknown	3.277 	5716.5885 	90.75 	128.4754 	827.51 
18	10_202209_MSM_TR_LysA_20cm	Unknown	3.283 	3550.8813 	85.84 	79.8030 	513.52 
