Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	3.347	0.0154	27.33	0.0171	0.04
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.35	4.7293	92.44	5.261	50.16
6	Standard 2	Calibration Standard	3.347	9.6433	93.29	10.7275	100.47
7	Standard 3	Calibration Standard	3.343	19.3951	92.91	21.5756	199.03
8	Standard 4	Calibration Standard	3.327	100.6824	92.74	112.002	992.17
9	Standard 5	Calibration Standard	3.327	199.7439	92.78	222.2008	1906.03
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	1_SWH_202410_UP_LYSA_10cm	Unknown	3.353	15.1353	3.07	0.3367	3.26
13	2_SWH_202410_UP_LYSA_20cm	Unknown	3.357	13.4196	2.87	0.2986	2.89
14	3_SWH_202410_UP_LYSA_45cm	Unknown	3.357	9.8588	2.19	0.2193	2.12
15	4_SWH_202410_UP_LYSB_10cm	Unknown	3.35	310.975	44.84	6.9188	65.52
16	5_SWH_202410_UP_LYSB_20cm	Unknown	3.353	172.6986	31.69	3.8423	36.86
17	6_SWH_202410_UP_LYSB_45cm	Unknown	3.353	35.8411	8.63	0.7974	7.74
18	7_SWH_202410_UP_LYSC_10cm	Unknown	3.353	236.9604	38.6	5.272	50.01
19	8_SWH_202410_UP_LYSC_20cm	Unknown	3.353	178.9103	32.73	3.9805	37.94
20	9_SWH_202410_UP_LYSC_45cm	Unknown	3.35	69.9287	15.59	1.5558	15.05
