Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	6.97	0.4462	6.31	0.6953	3.23
6	Standard 2	Calibration Standard	6.95	0.971	6.73	1.5131	6.88
7	Standard 3	Calibration Standard	6.93	1.9616	6.86	3.0568	13.66
8	Standard 4	Calibration Standard	6.947	10.0536	7.03	15.667	61.96
9	Standard 5	Calibration Standard	6.91	19.9798	7.05	31.1355	112.63
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	6.953	0.0081	31.49	0.0126	0.01
12	1_GCW_202404_UP_LysB_10cm	Unknown	6.99	3.2664	0.87	0.1018	0.42
13	2_GCW_202404_UP_LysB_20cm	Unknown	6.993	2.3298	0.54	0.0726	0.3
14	3_GCW_202404_TR_LysA_20cm	Unknown	7.01	7.7133	1.5	0.2404	1.08
15	4_GCW_202404_TR_LysA_45cm	Unknown	6.973	12.3547	2.63	0.3851	1.48
16	5_GCW_202404_TR_LysB_10cm	Unknown	6.967	20.456	3.85	0.6375	2.47
17	6_GCW_202404_TR_LysB_20cm	Unknown	6.963	22.3625	4.08	0.697	2.66
18	7_GCW_202404_TR_LysB_45cm	Unknown	6.967	6.526	1.06	0.2034	0.71
19	8_GCW_202404_TR_LysC_10cm	Unknown	6.957	18.7358	3.42	0.5839	2.16
20	9_GCW_202404_TR_LysC_20cm	Unknown	6.963	20.114	4.33	0.6269	2.56
