Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	5.323	0.0003	1.85	0.0006	0
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	5.337	0.0112	45.26	0.023	0.08
5	Standard 1	Calibration Standard	5.333	5.0082	93.49	10.2931	55.25
6	Standard 2	Calibration Standard	5.32	10.1838	93.13	20.9301	111.31
7	Standard 3	Calibration Standard	5.307	20.1907	93.11	41.4966	218.11
8	Standard 4	Calibration Standard	5.337	100.7412	92.96	207.0467	1062.76
9	Standard 5	Calibration Standard	5.34	199.6009	92.94	410.2268	2097.02
10	Lab Blank	Unknown	5.367	0.0217	100	0.0445	0.19
11	Lab Blank	Unknown	5.34	0.0066	33.86	0.0136	0.04
12	1_GCW_202404_UP_LysB_10cm	Unknown	5.317	3.3562	1.17	0.138	0.83
13	2_GCW_202404_UP_LysB_20cm	Unknown	5.313	2.2143	0.67	0.091	0.57
14	3_GCW_202404_TR_LysA_20cm	Unknown	5.3	63.2673	16.22	2.6006	14.35
15	4_GCW_202404_TR_LysA_45cm	Unknown	5.337	24.5947	6.9	1.011	5.86
16	5_GCW_202404_TR_LysB_10cm	Unknown	5.337	8.8521	2.19	0.3639	2.14
17	6_GCW_202404_TR_LysB_20cm	Unknown	5.333	4.7091	1.13	0.1936	1.18
18	7_GCW_202404_TR_LysB_45cm	Unknown	5.327	154.1659	33.06	6.3369	35.58
19	8_GCW_202404_TR_LysC_10cm	Unknown	5.327	7.0271	1.69	0.2888	1.72
20	9_GCW_202404_TR_LysC_20cm	Unknown	5.327	23.1144	6.56	0.9501	5.44
