Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	3.813 	0.0329 	5.17 	0.0536 	0.33 
2	Lab Blank	Unknown	3.827 	0.0380 	6.18 	0.0618 	0.39 
3	Lab Blank	Unknown	3.793 	0.0414 	6.76 	0.0674 	0.53 
4	Lab Blank	Unknown	3.827 	0.0448 	7.17 	0.0729 	0.58 
5	Standard 1	Calibration Standard	3.800 	4.8395 	93.39 	7.8835 	64.81 
6	Standard 2	Calibration Standard	3.827 	9.7556 	93.17 	15.8916 	130.12 
7	Standard 3	Calibration Standard	3.827 	18.9636 	93.00 	30.8912 	251.20 
8	Standard 4	Calibration Standard	3.830 	96.5569 	92.93 	157.2883 	1242.54 
9	Standard 5	Calibration Standard	3.837 	201.8414 	92.92 	328.7937 	2424.60 
10	Lab Blank	Unknown	3.750 	0.0361 	6.00 	0.0588 	0.47 
11	Lab Blank	Unknown	3.860 	0.0208 	3.60 	0.0339 	0.21 
12	1_GCW_202307_UP_LysA_20cm	Unknown	3.870 	1.2711 	0.30 	0.0414 	0.46 
13	2_GCW_202307_UP_LysB_10cm	Unknown	3.833 	0.5334 	0.13 	0.0174 	0.22 
14	3_GCW_202307_UP_LysB_20cm	Unknown	3.857 	0.2149 	0.05 	0.0070 	0.10 
15	4_GCW_202307_UP_LysC_20cm	Unknown	3.823 	0.1476 	0.04 	0.0048 	0.07 
16	5_GCW_202307_TR_LysA_20cm	Unknown	3.847 	62.6102 	14.33 	2.0398 	7.56 
17	6_GCW_202307_TR_LysA_45cm	Unknown	3.853 	4.8013 	1.11 	0.1564 	1.54 
18	7_GCW_202307_TR_LysB_10cm	Unknown	3.853 	117.9954 	25.39 	3.8442 	22.67 
