Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	3.700 	0.0065 	100.00 	0.0102 	0.07 
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.740 	4.9411 	93.38 	7.7044 	64.09 
6	Standard 2	Calibration Standard	3.767 	9.9736 	93.13 	15.5513 	127.45 
7	Standard 3	Calibration Standard	3.743 	19.5990 	92.98 	30.5598 	247.63 
8	Standard 4	Calibration Standard	3.777 	99.9106 	92.93 	155.7856 	1235.59 
9	Standard 5	Calibration Standard	3.743 	200.0876 	93.02 	311.9866 	2326.29 
10	Lab Blank	Unknown	3.777 	0.0417 	100.00 	0.0650 	0.51 
11	Lab Blank	Unknown	3.773 	0.0107 	100.00 	0.0166 	0.11 
12	1_GCW_202309_UP_LysA_20cm	Unknown	3.753 	3.3628 	0.79 	0.1049 	1.06 
13	2_GCW_202309_TR_LysA_20cm	Unknown	3.780 	63.3731 	13.92 	1.9763 	7.30 
14	3_GCW_202309_TR_LysA_45cm	Unknown	3.747 	59.8900 	13.38 	1.8677 	6.80 
15	4_GCW_202309_TR_LysB_10cm	Unknown	3.790 	201.0964 	35.20 	6.2712 	41.53 
16	5_GCW_202309_TR_LysB_20cm	Unknown	3.757 	267.8079 	41.34 	8.3516 	58.20 
17	6_GCW_202309_TR_LysB_45cm	Unknown	3.790 	181.1123 	32.82 	5.6480 	36.88 
18	7_GCW_202309_TR_LysC_10cm	Unknown	3.790 	90.9168 	17.95 	2.8352 	11.57 
