"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","Dilution","H2S_cv_flag"
"1","107",492.885428150593,8.12102112814906,1.64764885799542,"within range",25,"within range"
"2","111",1581.6499873826,37.3566971894857,2.36188142050983,"within range",25,"within range"
"3","43",24.9984519071073,0.909554366352696,3.63844277130658,"within range",1,"within range"
"4","43 Spike",32.7622160636561,3.05350394418405,9.3201996417189,"within range",1,"within range"
"5","108",1169.34357729368,111.491889818055,9.53457067563414,"within range",25,"within range"
"6","110",1783.40066344282,56.93216169301,3.19233713769646,"within range",25,"within range"
"7","113",219.934778756944,17.2552162830658,7.84560603856792,"within range",1,"within range"
"8","113 Spike",222.231750400893,13.8284052098721,6.22251554286302,"within range",1,"within range"
"9","113 x25",1963.33010888552,138.66430541547,7.06270966802331,"within range",25,"within range"
"10","114",218.985363810778,13.3241251540301,6.08448205038182,"within range",1,"within range"
"11","114  x25 Dup",1561.36007119438,47.316129128962,3.03044313748635,"within range",25,"within range"
"12","114 x25",1672.3803673186,145.327709569198,8.68987177852421,"within range",25,"within range"
"13","116",0,0,0,"bdl",1,"within range"
"14","117",0,0,0,"bdl",1,"within range"
"15","118",0,0,0,"bdl",1,"within range"
"16","14",5295.65531756486,97.0544137662365,1.83271772700769,"within range",50,"within range"
"17","20",3124.25145681805,216.50100107142,6.9296919298525,"within range",50,"within range"
"18","20 Dup",3066.06150850467,149.450326095847,4.87434207308955,"within range",50,"within range"
"19","44",302.61961031012,29.8900652191695,9.87710782805469,"within range",25,"within range"
"20","50",186.239713683352,9.18788657579751,4.93336592614126,"within range",25,"within range"
