"Project","Region","Year","Month","Day","Site","Plot","Sample_ID","Sampler_Type","Replicate","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","Salinity","H2S_mean_uM","H2S_sd_uM","H2S_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","NOx_mgL","NOx_uM","NOx_flag","FE_2_mean_uM","FE_2_sd_uM","FE_2_flag","FE_3_mean_uM","FE_3_sd_uM","FE_3_flag"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP","MSM_202210_UP_RHZ_6","Rhizon Sampler",6,73.0305,2.2779,NA,1284.8183,36.2431,NA,2.3217,NA,NA,"",0.240263,17.153434,"",0.008651,0.617633,"",NA,NA,"",244.018,32.651,"",37.678,31.124,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP","MSM_202210_UP_RHZ_7","Rhizon Sampler",7,90.8553,2.8339,NA,1708.1275,48.1841,NA,3.0866,NA,NA,"",0.163755,11.691191,"",0.011497,0.820821,"",0.007567,0.540241,"bdl",191.93,1.567,"",77.374,14.61,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP","MSM_202210_UP_RHZ_8","Rhizon Sampler",8,46.8253,1.4606,NA,740.3348,20.8839,NA,1.3378,NA,NA,"",0.068889,4.918289,"",0.005299,0.378319,"",0.001956,0.139647,"bdl",50.444,5.578,"",2.69,4.119,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_1","Rhizon Sampler",1,1595.2187,49.7573,NA,11600.1003,327.2243,NA,20.9614,NA,NA,"",0.666074,47.553956,"",0.013814,0.986242,"",NA,NA,"",41.578,4.614,"",2.619,3.539,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_2","Rhizon Sampler",2,1723.933,53.7721,NA,12598.8489,355.3977,NA,22.7661,NA,NA,"",0.517535,36.949103,"",0.016344,1.16687,"",NA,NA,"",592.443,21.61,"",142.18,41.17,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_3","Rhizon Sampler",3,1730.5644,53.9789,NA,12690.8815,357.9938,NA,22.9324,NA,NA,"",0.62967,44.954914,"",0.014547,1.038574,"",NA,NA,"",51.182,3.839,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_4","Rhizon Sampler",4,1754.3709,54.7215,NA,12897.7658,363.8298,NA,23.3063,NA,NA,"",0.401724,28.680846,"",-0.002168,-0.154783,"bdl",NA,NA,"",23.107,3.386,"",3.597,3.475,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_5","Rhizon Sampler",5,1859.5857,58.0033,NA,13590.6474,383.3751,NA,24.5583,NA,NA,"",0.569621,40.667752,"",0.0094,0.671107,"",NA,NA,"",199.688,6.269,"",15.996,13.347,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_6","Rhizon Sampler",6,1796.7537,56.0435,NA,13185.9468,371.959,NA,23.827,NA,NA,"",0.377311,26.937894,"",0.007441,0.531246,"",NA,NA,"",269.508,26.644,"",10.033,14.189,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_7","Rhizon Sampler",7,1751.4491,54.6304,NA,12966.2546,365.7618,NA,23.43,NA,NA,"",0.910381,64.996109,"",0.031474,2.247067,"",NA,NA,"",220.376,14.758,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_8","Rhizon Sampler",8,1790.76,55.8565,NA,13123.6888,370.2028,NA,23.7145,NA,NA,"",0.48715,34.779784,"",0.012612,0.900426,"",NA,NA,"",251.776,10.971,"",45.41,11.982,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_1","Rhizon Sampler",1,569.499,17.7635,NA,5003.6948,141.1479,NA,9.0417,NA,NA,"",0.204813,14.622502,"",0.0048,0.342693,"",NA,NA,"",23.107,1.28,"",4.073,1.761,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_2","Rhizon Sampler",2,429.0389,13.3824,NA,3843.8808,108.4311,NA,6.9459,NA,NA,"",0.308693,22.038953,"",0.014132,1.008946,"",-0.004359,0,"bdl",297.214,15.516,"",18.761,17.449,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_3","Rhizon Sampler",3,545.5446,17.0164,NA,4595.0657,129.621,NA,8.3033,NA,NA,"",0.247687,17.683466,"",0.022321,1.593594,"",0.002186,0.156068,"bdl",86.646,3.839,"",2.309,4,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_4","Rhizon Sampler",4,494.412,15.4215,NA,4207.6082,118.6913,NA,7.6032,NA,NA,"",0.115268,8.22949,"",-0.002274,-0.162351,"bdl",0.021239,1.516346,"bdl",19.412,1.28,"",0.857,1.485,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_5","Rhizon Sampler",5,534.0109,16.6566,NA,4572.3859,128.9813,NA,8.2623,NA,NA,"",0.775073,55.335875,"",0.023515,1.678839,"",-0.000832,0,"bdl",406.526,0,"",63.777,90.194,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_6","Rhizon Sampler",6,596.8407,18.6164,NA,5274.4697,148.7862,NA,9.531,NA,NA,"",0.226048,16.138562,"",0.015083,1.076842,"",NA,NA,"",80.736,19.365,"",12.695,9.154,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_7","Rhizon Sampler",7,579.5889,18.0783,NA,5276.3934,148.8404,NA,9.5345,NA,NA,"",0.270405,19.305404,"",0.016001,1.142382,"",0.006312,0.450641,"bdl",555.09,68.069,"",98.855,45.126,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_8","Rhizon Sampler",8,456.9286,14.2523,NA,4182.166,117.9737,NA,7.5572,NA,NA,"",0.334862,23.907273,"",0.009492,0.677676,"",0.0099,0.706805,"bdl",204.86,6.772,"",1.066,1.847,"bdl"
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_1","Rhizon Sampler",1,1641.0884,51.188,NA,12090.94,341.0702,NA,21.8484,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",73.591,4.827,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_2","Rhizon Sampler",2,1707.2599,53.252,NA,12460.5641,351.4969,NA,22.5163,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",436.239,28.169,"",93.999,21.366,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_3","Rhizon Sampler",3,1630.342,50.8528,NA,11877.1529,335.0396,NA,21.462,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",160.424,9.279,"",0.778,1.1,"bdl"
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_4","Rhizon Sampler",4,1709.7933,53.331,NA,12901.1828,363.9262,NA,23.3125,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",49.793,0.324,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_5","Rhizon Sampler",5,1600.4445,49.9203,NA,12075.9687,340.6479,NA,21.8213,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",268.4,25.077,"",33.791,29.121,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_6","Rhizon Sampler",6,1664.4226,51.9159,NA,12627.6936,356.2114,NA,22.8183,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",326.029,9.404,"",29.782,7.784,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_7","Rhizon Sampler",7,1710.3996,53.35,NA,12734.1181,359.2135,NA,23.0106,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",159.674,16.172,"",60.171,26.406,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_8","Rhizon Sampler",8,1793.7846,55.9509,NA,13317.6085,375.673,NA,24.0649,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",167.922,3.446,"",40.45,19.922,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_1","Rhizon Sampler",1,160.1495,4.9953,NA,1867.5578,52.6815,NA,3.3747,0,0,"bdl",0.076253,5.444037,"",0.012053,0.860517,"",NA,NA,"",70.756,4.688,"",26.532,16.913,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_2","Rhizon Sampler",2,72.3702,2.2573,NA,840.3162,23.7043,NA,1.5185,0,0,"bdl",0.038393,2.741045,"",0.0063,0.449785,"",-0.002157,0,"bdl",74.88,8.552,"",23.114,5.431,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_3","Rhizon Sampler",3,129.9066,4.052,NA,1244.7563,35.113,NA,2.2493,0,0,"bdl",0.073845,5.27212,"",0.009102,0.649832,"",0.00346,0.247025,"bdl",67.819,5.567,"",7.412,10.482,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_4","Rhizon Sampler",4,171.234,5.341,NA,2244.1587,63.3049,NA,4.0552,0,0,"bdl",0.082626,5.899034,"",-0.001125,-0.080319,"bdl",-0.000577,0,"bdl",118.416,8.958,"",8.143,7.781,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_5","Rhizon Sampler",5,110.7402,3.4542,NA,1498.2359,42.2634,NA,2.7073,0,0,"bdl",0.068373,4.88145,"",0.007159,0.511113,"",-0.001531,0,"bdl",27.54,2.559,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_6","Rhizon Sampler",6,170.6988,5.3244,NA,1554.6628,43.8551,NA,2.8093,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",37.883,3.839,"",2.977,4.792,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_7","Rhizon Sampler",7,198.741,6.199,NA,2618.2923,73.8587,NA,4.7313,0,0,"bdl",0.060661,4.330856,"",0.012484,0.891288,"",-0.004053,0,"bdl",294.259,7.784,"",19.356,32.014,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_8","Rhizon Sampler",8,112.6562,3.5139,NA,1686.8319,47.5834,NA,3.0481,0,0,"bdl",0.035162,2.51037,"",0.005476,0.390956,"",-0.000834,0,"bdl",20.151,2.217,"",2.287,3.962,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_1","Rhizon Sampler",1,1050.0653,32.7531,NA,6802.6877,191.8953,NA,12.2925,0,0,"bdl",0.266567,19.031392,"",0.014185,1.01273,"",-0.005755,0,"bdl",52.66,1.28,"",5.024,1.865,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_2","Rhizon Sampler",2,713.7607,22.2633,NA,5163.679,145.6609,NA,9.3308,0,0,"bdl",1.154787,82.44533,"",0.024387,1.741095,"",-0.005272,0,"bdl",127.652,23.51,"",3.355,4.745,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_3","Rhizon Sampler",3,784.62,24.4735,NA,5006.9179,141.2389,NA,9.0475,0,0,"bdl",0.183268,13.08431,"",0.02163,1.544261,"",-0.002978,0,"bdl",54.138,3.386,"",19.275,8.289,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_4","Rhizon Sampler",4,1162.8913,36.2723,NA,7482.5306,211.0728,NA,13.521,0,0,"bdl",0.319971,22.844139,"",-0.002586,-0.184626,"bdl",-0.003595,0,"bdl",12.024,1.28,"",3.24,0.454,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_6","Rhizon Sampler",6,971.6282,30.3066,NA,6315.7343,178.1589,NA,11.4126,0,0,"bdl",0.213005,15.207365,"",0.014877,1.062135,"",-0.003992,0,"bdl",57.832,4.433,"",6.145,5.361,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_7","Rhizon Sampler",7,910.9009,28.4124,NA,6120.4549,172.6503,NA,11.0597,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",116.939,8.392,"",15.575,17.292,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_1","Rhizon Sampler",1,1908.023,59.5141,NA,11067.5891,312.2028,NA,19.9992,75.671,3.509,"",0.157261,11.227555,"",0.009565,0.682887,"",-0.007173,0,"bdl",14.489,0.659,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_3","Rhizon Sampler",3,1909.5426,59.5615,NA,10678.9236,301.239,NA,19.2968,27.726,1.908,"",0.236922,16.914905,"",0.009608,0.685957,"",-0.009462,0,"bdl",8.262,0.317,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_2","Rhizon Sampler",2,1374.6764,42.8782,NA,9790.4072,276.1751,NA,17.6913,119.266,11.016,"adl",0.239367,17.089464,"",0.019662,1.403757,"",-0.00639,0,"bdl",9.634,0.183,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_5","Rhizon Sampler",5,1894.4221,59.0899,NA,11140.7654,314.267,NA,20.1314,67.91,2.924,"",0.2407,17.184633,"",-0.001246,-0.088957,"bdl",-0.010245,0,"bdl",9.423,0.659,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_4","Rhizon Sampler",4,1514.1302,47.228,NA,10224.7704,288.4279,NA,18.4762,163.253,4.379,"adl",0.251509,17.956335,"",0.010512,0.750498,"",-0.008619,0,"bdl",13.75,0.484,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_6","Rhizon Sampler",6,1787.4021,55.7518,NA,11210.9408,316.2466,NA,20.2582,151.169,13.751,"adl",0.396902,28.336582,"",0.032412,2.314035,"",-0.003637,0,"bdl",0.979,0,"",0.929,0.204,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_7","Rhizon Sampler",7,1499.1157,46.7597,NA,10370.657,292.5432,NA,18.7398,172.446,1.954,"adl",0.492043,35.129117,"",0.046992,3.354966,"",-0.001565,0,"bdl",12.167,0.797,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_8","Rhizon Sampler",8,1502.9591,46.8796,NA,10156.4014,286.4993,NA,18.3526,104.396,4.357,"adl",0.519624,37.098246,"",0.022575,1.611729,"",-0.008165,0,"bdl",10.9,0.484,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_1","Rhizon Sampler",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.87044,62.144545,"",0.00772,0.551165,"",0.00646,0.461208,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_2","Rhizon Sampler",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.130721,9.332748,"",0.012828,0.915847,"",0.007967,0.568799,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_3","Rhizon Sampler",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.166662,11.898734,"",0.015372,1.097475,"",0.012566,0.897142,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_4","Rhizon Sampler",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.159745,11.404899,"",0.091208,6.511741,"",0.004466,0.318847,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_5","Rhizon Sampler",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.691209,49.348455,"",0.00951,0.678961,"",0.014081,1.005305,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_6","Rhizon Sampler",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.127663,9.114424,"",0.005538,0.395382,"",0.00875,0.624701,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_7","Rhizon Sampler",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.467968,33.410297,"",0.008415,0.600784,"",0.007266,0.518752,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","TR","MSM_202206_TR_RHZ_8","Rhizon Sampler",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.153901,10.98767,"",0.030456,2.174388,"",0.003935,0.280937,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_1","Rhizon Sampler",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.041191,2.940807,"",0.130997,9.352453,"",0.012339,0.880936,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_2","Rhizon Sampler",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.068379,4.881878,"",0.079738,5.692847,"",0.004457,0.318205,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_3","Rhizon Sampler",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.05149,3.676098,"",1.205821,86.088872,"",0.00096,0.068539,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_4","Rhizon Sampler",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.030104,2.149257,"",0.029684,2.119271,"",0.008134,0.580722,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_5","Rhizon Sampler",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.050967,3.638759,"",0.067123,4.792207,"",0.000368,0.026273,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_6","Rhizon Sampler",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.065198,4.654772,"",0.067407,4.812483,"",0.001942,0.138648,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_7","Rhizon Sampler",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.258812,18.477729,"",0.03844,2.744401,"",0.000137,0.009781,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,6,6,"MSM","UP","MSM_202206_UP_RHZ_8","Rhizon Sampler",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.076591,5.468169,"",1.29891,92.734905,"",0.005207,0.371751,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,9,18,"MSM","TR","MSM_202209_TR_RHZ_1","Rhizon Sampler",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.245785,17.547674,"",0.025798,1.841833,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_8","Rhizon Sampler",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.206545,14.746157,"",0.01633,1.165871,"",NA,NA,"",NA,NA,"",NA,NA,""
