[Header]	
System	TOCL TNML ASIL 24ML	
S/W Version	1.00	
User	sjw	
Date/Time	10/21/2025 10:37:56 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 4:59:38 PM	1	1	IC	2.720	1.511	IC:1.510mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:02:00 PM	1	2	IC	2.517	1.500	IC:1.510mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:04:20 PM	1	3	IC	2.592	1.504	IC:1.510mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:06:45 PM	1	4	IC	2.784	1.514	IC:1.510mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:11:26 PM	1	1	IC	2.416	1.495	IC:1.498mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:13:47 PM	1	2	IC	2.616	1.505	IC:1.498mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:16:09 PM	1	3	IC	2.219	1.484	IC:1.498mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:18:30 PM	1	4	IC	2.560	1.502	IC:1.498mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:20:51 PM	1	5	IC	2.448	1.496	IC:1.498mg/L	0	150	
Unknown	IC	Chk_Std_100mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:28:17 PM	1	1	IC	1799	96.32	IC:97.54mg/L	0	150	
Unknown	IC	Chk_Std_100mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:32:53 PM	1	2	IC	1835	98.22	IC:97.54mg/L	0	150	
Unknown	IC	Chk_Std_100mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:37:29 PM	1	3	IC	1832	98.07	IC:97.54mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:44:03 PM	1	1	IC	3.817	1.569	IC:1.475mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:46:26 PM	1	2	IC	2.067	1.476	IC:1.475mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:48:48 PM	1	3	IC	2.000	1.473	IC:1.475mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20241002.2024_10_02_15_59_11.cal	1.00		10/4/2024 5:51:12 PM	1	4	IC	2.084	1.477	IC:1.475mg/L	0	150	
Standard	IC	CalCurve_IC	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20241004.2024_10_04_17_51_12.cal		1.00		10/4/2024 5:57:03 PM	1	1	IC	0.4129	0.000	 	0	150	
