,1,2,3,4,5,6,7,8,9,10,11,12
A,0.06,0.064,0.063,0.067,0.074,0.07,0.059,0.062,0.062,0.074,0.075,0.067
B,0.136,0.121,0.133,0.092,0.085,0.085,0.066,0.064,0.059,0.089,0.087,0.088
C,0.247,0.219,0.232,0.084,0.094,0.087,0.06,0.059,0.066,0.266,0.192,0.248
D,0.5,0.48,0.433,0.109,0.085,0.081,0.362,0.418,0.405,0.284,0.358,0.269
E,0.796,0.716,0.627,0.095,0.07,0.072,0.062,0.062,0.059,0.276,0.293,0.282
F,0.987,1.159,1.403,0.11,0.115,0.119,0.067,0.067,0.066,0.065,0.069,0.078
G,1.277,1.316,1.136,0.106,0.109,0.121,0.09,0.095,0.089,0.283,0.253,0.227
H,1.145,1.324,1.208,0.067,0.061,0.063,0.16,0.159,0.205,0.832,0.753,0.736
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,65,65,65,73,73,73,78,78,78
B,Std 1,Std 1,Std 1,66,66,66,ChkStd 0,ChkStd 0,ChkStd 0,79,79,79
C,Std 2,Std 2,Std 2,67,67,67,73 Dup,73 Dup,73 Dup,80,80,80
D,Std 3,Std 3,Std 3,68,68,68,ChkStd 3,ChkStd 3,ChkStd 3,65 Spike,65 Spike,65 Spike
E,Std 4,Std 4,Std 4,69,69,69,74,74,74,74 Spike,74 Spike,74 Spike
F,Std 5,Std 5,Std 5,70,70,70,75,75,75,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,71,71,71,76,76,76,80 Dup,80 Dup,80 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,72,72,72,77,77,77,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
