Year,Month,Day,Site,Transect Location,Lysimeter,Depth_cm,Time (24hr),Time Zone_EDT/EST,    DIC     (if >50mL),SO4,FE,DOC,NUTR,GHG Shake,GHG Fill,Temp_c,pH,Conductivity_uScm,DO_mgL,Field Notes
2025,5,15,MSM,Transition,B,10,13:16,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Transition,B,20,13:20,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Transition,B,45,13:25,EDT,,x,x,x,x,,,,,,,
2025,5,15,MSM,Transition,C,10,13:28,EDT,,,,,,,,,,,,
2025,5,15,MSM,Transition,C,20,13:30,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Transition,C,45,13:33,EDT,,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,A,10,12:01,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,A,20,12:07,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,A,45,12:09,EDT,,x,x,,x,,,,,,,
2025,5,15,MSM,Wetland,B,10,12:13,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,B,20,12:18,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,B,45,,EDT,,,,,,,,,,,,Tubing broken 
2025,5,15,MSM,Wetland,C,10,12:21,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,C,20,12:24,EDT,x,x,x,x,x,,,,,,,
2025,5,15,MSM,Wetland,C,45,12:27,EDT,,x,,,x,,,,,,,
2025,5,15,MSM,Surface Water,A,0,10:45,EDT,x,x,x,x,x,x,,,,,,
2025,5,15,MSM,Surface Water,B,0,10:45,EDT,x,x,x,x,x,x,,,,,,
2025,5,15,MSM,Surface Water,C,0,10:45,EDT,x,x,x,x,x,x,,,,,,
2025,5,20,GWI,Upland,A,10,14:02,EDT,,x,,,,,,,,,,
2025,5,20,GWI,Upland,A,20,13:45,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,A,45,13:48,EDT,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,B,10,13:51,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,B,20,13:53,EDT,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,B,45,13:55,EDT,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,C,10,,,,,,,,,,,,,,
2025,5,20,GWI,Upland,C,20,13:41,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Upland,C,45,,,,,,,,,,,,,,
2025,5,20,GWI,Transition,A,10,13:08,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Transition,A,20,13:10,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Transition,A,45,13:11,EDT,,,,,,,,,,,,
2025,5,20,GWI,Transition,B,10,13:13,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Transition,B,20,13:20,EDT,,x,x,x,,,,,,,,
2025,5,20,GWI,Transition,B,45,,,,x,x,x,x,,,,,,,
2025,5,20,GWI,Transition,C,10,13:00,EDT,,x,x,x,,,,,,,,
2025,5,20,GWI,Transition,C,20,13:02,EDT,,x,x,x,x,,,,,,,
2025,5,20,GWI,Transition,C,45,,,,,,,,,,,,,,
2025,5,20,GWI,Wetland,A,10,,,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,A,20,,,,x,x,x,,,,,,,,
2025,5,20,GWI,Wetland,A,45,,,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,B,10,,,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,B,20,,,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,B,45,,,,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,C,10,,,x,x,x,x,x,,,,,,,
2025,5,20,GWI,Wetland,C,20,,,,,,,,,,,,,,Lysimeter broken 
2025,5,20,GWI,Wetland,C,45,,,x,x,x,x,,,,,,,,
2025,5,20,GWI,Surface Water,A,0,,,x,x,x,x,x,x,,,,,,
2025,5,20,GWI,Surface Water,B,0,,,x,x,x,x,x,x,,,,,,
2025,5,20,GWI,Surface Water,C,0,,,x,x,x,x,x,x,,,,,,
2025,5,21,SWH,Upland,A,10,10:20,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,A,20,10:24,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,A,45,10:26,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,B,10,10:28,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,B,20,10:31,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,B,45,10:34,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,C,10,10:36,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,C,20,10:39,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Upland,C,45,10:43,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,A,10,11:29,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,A,20,11:34,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,A,45,11:36,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,B,10,11:37,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,B,20,11:40,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,B,45,11:42,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,C,10,11:48,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,C,20,11:51,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,SWAMP,C,45,11:53,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,A,10,10:21,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,A,20,10:29,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,A,45,10:35,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,B,10,10:42,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,B,20,10:50,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,B,45,10:55,EDT,x,x,x,x,x,,,,,,,"Two samples (FE, NUTR) not checked off on the datasheet, but I think they were taken "
2025,5,21,SWH,Transition,C,10,11:19,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Transition,C,20,11:25,EDT,x,x,x,x,x,,,,,,,NUTR label came off and had to get a new vial and label 
2025,5,21,SWH,Transition,C,45,11:30,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,A,10,11:56,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,A,20,11:59,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,A,45,12:02,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,B,10,12:04,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,B,20,12:06,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,B,45,12:09,EDT,,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,C,10,12:12,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,C,20,12:14,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Wetland,C,45,12:20,EDT,x,x,x,x,x,,,,,,,also collected a DIC dup
2025,5,21,SWH,Surface Water,A,0,10:25,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Surface Water,B,0,10:30,EDT,x,x,x,x,x,,,,,,,
2025,5,21,SWH,Surface Water,C,0,10:38,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Upland,A,10,,,,,,,,,,,,,,
2025,7,16,GCW,Upland,A,20,13:39,EDT,,x,x,,x,,,,,,,
2025,7,16,GCW,Upland,A,45,,,,,,,,,,,,,,
2025,7,16,GCW,Upland,B,10,10:40,EDT,,x,,,x,,,,,,,
2025,7,16,GCW,Upland,B,20,13:43,EDT,,x,,x,,,,,,,,
2025,7,16,GCW,Upland,B,45,,,,,,,,,,,,,,
2025,7,16,GCW,Upland,C,10,,,,,,,,,,,,,,
2025,7,16,GCW,Upland,C,20,,,,,,,,,,,,,,
2025,7,16,GCW,Upland,C,45,,,,,,,,,,,,,,
2025,7,16,GCW,Transition,A,10,,,,,,,,,,,,,,no water
2025,7,16,GCW,Transition,A,20,12:56,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Transition,A,45,12:59,EDT,,x,x,,,,,,,,,
2025,7,16,GCW,Transition,B,10,13:01,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Transition,B,20,13:04,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Transition,B,45,13:07,EDT,,x,,,x,,,,,,,
2025,7,16,GCW,Transition,C,10,13:10,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Transition,C,20,13:13,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Transition,C,45,13:15,EDT,,x,,,,,,,,,,
2025,7,16,GCW,Wetland,A,10,10:10,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Wetland,A,20,10:16,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Wetland,A,45,10:22,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Wetland,B,10,10:30,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Wetland,B,20,10:35,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Wetland,B,45,10:44,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Wetland,C,10,10:53,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Wetland,C,20,10:59,EDT,x,x,x,x,x,,,,,,,
2025,7,16,GCW,Wetland,C,45,11:01,EDT,,x,x,x,x,,,,,,,
2025,7,16,GCW,Surface Water,A,0,10:30,EDT,x,x,x,x,x,x,,,,,,
2025,7,16,GCW,Surface Water,B,0,10:54,EDT,x,x,x,x,x,x,,,,,,
2025,7,16,GCW,Surface Water,C,0,10:35,EDT,x,x,x,x,x,x,,,,,,
2025,7,15,MSM,Upland,A,10,,,,x,,,x,,,,,,,
2025,7,15,MSM,Upland,A,20,,,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Upland,A,45,13:42,EDT,,x,,x,x,,,,,,,
2025,7,15,MSM,Upland,B,10,13:38,EDT,x,x,x,,x,,,,,,,
2025,7,15,MSM,Upland,B,20,13:40,EDT,x,x,x,,x,,,,,,,
2025,7,15,MSM,Upland,B,45,,,,x,x,,,,,,,,,
2025,7,15,MSM,Upland,C,10,,,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Upland,C,20,,,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Upland,C,45,,,,x,x,x,,,,,,,,
2025,7,15,MSM,Transition,A,10,12:14,EDT,x,x,x,x,x,,,,,,,dic duplicate
2025,7,15,MSM,Transition,A,20,12:16,EDT,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Transition,A,45,12:18,EDT,,x,x,x,,,,,,,,
2025,7,15,MSM,Transition,B,10,12:20,EDT,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Transition,B,20,12:22,EDT,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Transition,B,45,12:23,EDT,x,x,,x,,,,,,,,
2025,7,15,MSM,Transition,C,10,,,,,,,,,,,,,,no water
2025,7,15,MSM,Transition,C,20,12:26,EDT,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Transition,C,45,12:27,EDT,,x,x,x,x,,,,,,,
2025,7,15,MSM,Wetland,A,10,11:30,EDT,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Wetland,A,20,11:32,EDT,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Wetland,A,45,11:35,EDT,,x,,x,x,,,,,,,
2025,7,15,MSM,Wetland,B,10,11:17,EDT,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Wetland,B,20,11:22,EDT,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Wetland,B,45,,,,,,,,,,,,,,no water
2025,7,15,MSM,Wetland,C,10,11:07,EDT,x,x,x,x,x,,,,,,,dic duplicate
2025,7,15,MSM,Wetland,C,20,11:11,EDT,x,x,x,x,x,,,,,,,
2025,7,15,MSM,Wetland,C,45,,,,,,,,,,,,,,no water
2025,7,15,MSM,Surface Water,A,0,10:15,EDT,x,x,x,x,x,x,,,,,,
2025,7,15,MSM,Surface Water,B,0,10:15,EDT,x,x,x,x,x,x,,,,,,
2025,7,15,MSM,Surface Water,C,0,10:15,EDT,x,x,x,x,x,x,,,,,,
2025,7,23,GWI,Upland,A,10,,,,,,,,,,,,,,no water
2025,7,23,GWI,Upland,A,20,12:42,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Upland,A,45,12:44,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Upland,B,10,12:46,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Upland,B,20,12:48,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Upland,B,45,12:50,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Upland,C,10,,,,,,,,,,,,,,no water
2025,7,23,GWI,Upland,C,20,12:52,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Upland,C,45,12:54,EDT,,x,,,x,,,,,,,
2025,7,23,GWI,Transition,A,10,11:44,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Transition,A,20,11:45,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Transition,A,45,11:46,EDT,,,,,x,,,,,,,
2025,7,23,GWI,Transition,B,10,11:50,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Transition,B,20,11:51,EDT,,x,x,x,x,,,,,,,
2025,7,23,GWI,Transition,B,45,11:52,EDT,,x,x,x,x,,,,,,,
2025,7,23,GWI,Transition,C,10,11:56,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Transition,C,20,11:58,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Transition,C,45,,,,,,,,,,,,,,
2025,7,23,GWI,Wetland,A,10,10:58,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Wetland,A,20,,,,,,,,,,,,,,no water
2025,7,23,GWI,Wetland,A,45,10:00,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Wetland,B,10,10:52,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Wetland,B,20,10:53,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Wetland,B,45,10:54,EDT,,x,x,x,x,,,,,,,
2025,7,23,GWI,Wetland,C,10,10:48,EDT,x,x,x,x,x,,,,,,,
2025,7,23,GWI,Wetland,C,20,,,,,,,,,,,,,,broken
2025,7,23,GWI,Wetland,C,45,10:45,EDT,,,,,x,,,,,,,
2025,7,23,GWI,Surface Water,A,0,10:00,EDT,x,x,x,x,x,x,,,,,,
2025,7,23,GWI,Surface Water,B,0,10:00,EDT,x,x,x,x,x,x,,,,,,
2025,7,23,GWI,Surface Water,C,0,10:00,EDT,x,x,x,x,x,x,,,,,,
2025,7,21,SWH,Upland,A,10,15:21,EDT,,x,x,x,x,,,,,,,
2025,7,21,SWH,Upland,A,20,12:23,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Upland,A,45,15:25,EDT,,x,,x,x,,,,,,,
2025,7,21,SWH,Upland,B,10,15:26,EDT,,x,x,,,,,,,,,
2025,7,21,SWH,Upland,B,20,15:28,EDT,,x,x,x,x,,,,,,,
2025,7,21,SWH,Upland,B,45,15:29,EDT,,x,x,,,,,,,,,
2025,7,21,SWH,Upland,C,10,15:31,EDT,,x,x,,x,,,,,,,
2025,7,21,SWH,Upland,C,20,15:33,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Upland,C,45,15:35,EDT,,x,x,x,x,,,,,,,
2025,7,21,SWH,SWAMP,A,10,,,x,x,x,x,x,,,,,,,
2025,7,21,SWH,SWAMP,A,20,,,x,x,x,x,x,,,,,,,dic duplicate
2025,7,21,SWH,SWAMP,A,45,15:57,EDT,,x,x,x,x,,,,,,,
2025,7,21,SWH,SWAMP,B,10,,,x,x,x,x,x,,,,,,,
2025,7,21,SWH,SWAMP,B,20,,,,x,x,x,x,,,,,,,
2025,7,21,SWH,SWAMP,B,45,,,,x,x,x,x,,,,,,,
2025,7,21,SWH,SWAMP,C,10,,,x,x,x,x,x,,,,,,,
2025,7,21,SWH,SWAMP,C,20,,,x,x,x,x,x,,,,,,,
2025,7,21,SWH,SWAMP,C,45,,,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Transition,A,10,12:45,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Transition,A,20,12:47,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Transition,A,45,12:43,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Transition,B,10,12:51,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Transition,B,20,12:53,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Transition,B,45,12:55,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Transition,C,10,13:00,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Transition,C,20,13:02,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Transition,C,45,13:05,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Wetland,A,10,13:20,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Wetland,A,20,13:23,EDT,,x,x,,x,,,,,,,
2025,7,21,SWH,Wetland,A,45,13:25,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Wetland,B,10,13:26,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Wetland,B,20,13:28,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Wetland,B,45,13:31,EDT,,x,x,,x,,,,,,,
2025,7,21,SWH,Wetland,C,10,13:35,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Wetland,C,20,13:37,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Wetland,C,45,13:39,EDT,x,x,x,x,x,,,,,,,
2025,7,21,SWH,Surface Water,A,0,12:00,EDT,x,x,x,x,x,x,,,,,,
2025,7,21,SWH,Surface Water,B,0,12:00,EDT,x,x,x,x,x,x,,,,,,
2025,7,21,SWH,Surface Water,C,0,12:00,EDT,x,x,x,x,x,x,,,,,,
2025,9,9,GCW,Upland,A,10,,,,,,,,,,,,,,no water
2025,9,9,GCW,Upland,A,20,,,,,,,,,,,,,,no water
2025,9,9,GCW,Upland,A,45,,,,,,,,,,,,,,no water
2025,9,9,GCW,Upland,B,10,,,,,,,,,,,,,,no water
2025,9,9,GCW,Upland,B,20,,,,,,,,,,,,,,no water
2025,9,9,GCW,Upland,B,45,,,,,,,,,,,,,,no water
2025,9,9,GCW,Upland,C,10,,,,,,,,,,,,,,no water
2025,9,9,GCW,Upland,C,20,,,,,,,,,,,,,,no water
2025,9,9,GCW,Upland,C,45,,,,,,,,,,,,,,no water
2025,9,9,GCW,Transition,A,10,,,,,,,,,,,,,,
2025,9,9,GCW,Transition,A,20,12:52,EDT,,x,x,x,x,,,,,,,
2025,9,9,GCW,Transition,A,45,12:56,EDT,,x,x,,,,,,,,,
2025,9,9,GCW,Transition,B,10,12:09,EDT,x,x,x,x,x,,,,,,,
2025,9,9,GCW,Transition,B,20,13:09,EDT,,x,,,x,,,,,,,
2025,9,9,GCW,Transition,B,45,13:10,EDT,,x,x,,,,,,,,,
2025,9,9,GCW,Transition,C,10,13:13,EDT,,x,x,,,,,,,,,
2025,9,9,GCW,Transition,C,20,13:15,EDT,,x,x,x,x,,,,,,,
2025,9,9,GCW,Transition,C,45,13:16,EDT,,x,,,,,,,,,,
2025,9,9,GCW,Wetland,A,10,10:22,EDT,x,x,x,x,x,,,,,,,
2025,9,9,GCW,Wetland,A,20,10:22,EDT,x,x,x,x,x,,,,,,,
2025,9,9,GCW,Wetland,A,45,10:22,EDT,x,x,x,x,x,,,,,,,
2025,9,9,GCW,Wetland,B,10,10:32,EDT,x,x,x,x,x,,,,,,,
2025,9,9,GCW,Wetland,B,20,10:32,EDT,x,x,x,x,x,,,,,,,
2025,9,9,GCW,Wetland,B,45,10:32,EDT,x,x,x,x,x,,,,,,,
2025,9,9,GCW,Wetland,C,10,10:43,EDT,x,x,x,x,x,,,,,,,
2025,9,9,GCW,Wetland,C,20,10:43,EDT,x,x,x,x,x,,,,,,,
2025,9,9,GCW,Wetland,C,45,10:43,EDT,x,x,x,x,,,,,,,,
2025,9,9,GCW,Surface Water,A,0,9:45,EDT,x,x,x,x,x,x,,,,,,
2025,9,9,GCW,Surface Water,B,0,9:45,EDT,x,x,x,x,x,x,,,,,,
2025,9,9,GCW,Surface Water,C,0,9:45,EDT,x,x,x,x,x,x,,,,,,
2025,9,11,MSM,Upland,A,10,,,,,,,,,,,,,,no water
2025,9,11,MSM,Upland,A,20,14:14,EDT,,x,x,x,,,,,,,,
2025,9,11,MSM,Upland,A,45,14:15,EDT,,x,,,,,,,,,,
2025,9,11,MSM,Upland,B,10,14:07,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Upland,B,20,14:09,EDT,,x,x,,,,,,,,,
2025,9,11,MSM,Upland,B,45,14:10,EDT,,x,x,x,x,,,,,,,
2025,9,11,MSM,Upland,C,10,13:55,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Upland,C,20,13:57,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Upland,C,45,13:59,EDT,,x,x,,x,,,,,,,cloudy; leak or crack??
2025,9,11,MSM,Transition,A,10,12:23,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Transition,A,20,12:25,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Transition,A,45,12:30,EDT,,x,x,,x,,,,,,,
2025,9,11,MSM,Transition,B,10,12:32,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Transition,B,20,12:35,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Transition,B,45,12:40,EDT,,x,x,x,x,,,,,,,
2025,9,11,MSM,Transition,C,10,,,,,,,,,,,,,,no water
2025,9,11,MSM,Transition,C,20,12:42,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Transition,C,45,12:43,EDT,,x,x,x,x,,,,,,,
2025,9,11,MSM,Wetland,A,10,11:15,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Wetland,A,20,11:17,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Wetland,A,45,11:21,EDT,,x,x,,x,,,,,,,debris in water; leak?
2025,9,11,MSM,Wetland,B,10,11:09,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Wetland,B,20,11:12,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Wetland,B,45,,,,,,,,,,,,,,no suction; hole in tubing?
2025,9,11,MSM,Wetland,C,10,11:04,EDT,x,x,x,x,x,,,,,,,
2025,9,11,MSM,Wetland,C,20,11:23,EDT,x,x,x,x,x,,,,,,,replace stopcock and luer
2025,9,11,MSM,Wetland,C,45,,,,,,,,,,,,,,
2025,9,11,MSM,Surface Water,A,0,10:30,EDT,x,x,x,x,x,x,,,,,,
2025,9,11,MSM,Surface Water,B,0,10:30,EDT,x,x,x,x,x,x,,,,,,
2025,9,11,MSM,Surface Water,C,0,10:30,EDT,x,x,x,x,x,x,,,,,,
2025,9,17,GWI,Upland,A,10,12:32,EDT,,x,x,x,x,,,,,,,
