Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.049,0.056,0.053,1.483,1.382,1.35,0.052,0.052,0.05,0.052,0.053,0.053
B,0.168,0.131,0.134,1.407,1.136,1.319,0.054,0.054,0.054,0.072,0.054,0.054
C,0.311,0.324,0.267,0.057,0.051,0.05,0.188,0.158,0.173,0.138,0.136,0.125
D,0.422,0.481,0.461,0.058,0.055,0.051,0.055,0.057,0.055,0.056,0.061,0.057
E,0.784,0.858,0.863,0.058,0.056,0.056,0.057,0.052,0.058,0.123,0.096,0.098
F,1.264,1.397,1.432,0.053,0.05,0.056,0.058,0.056,0.054,0.107,0.105,0.105
G,1.343,1.319,1.267,0.054,0.051,0.053,0.323,0.347,0.328,0.055,0.052,0.053
H,1.3,1.265,1.384,0.183,0.19,0.17,0.56,0.536,0.446,0.052,0.05,0.052
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,S,8,9,10,11,12
A,Std 0,Std 0,Std 0,GCW_WC_LysC_20cm,GCW_WC_LysC_20cm,GCW_WC_LysC_20cm,SWH_UPCON_LysB_10cm,SWH_UPCON_LysB_10cm,SWH_UPCON_LysB_10cm,SWH_UP_LysA_10cm,SWH_UP_LysA_10cm,SWH_UP_LysA_10cm
B,Std 1,Std 1,Std 1,GCW_WC_LysC_45cm,GCW_WC_LysC_45cm,GCW_WC_LysC_45cm,SWH_UPCON_LysB_20cm,SWH_UPCON_LysB_20cm,SWH_UPCON_LysB_20cm,SWH_UP_LysA_20cm,SWH_UP_LysA_20cm,SWH_UP_LysA_20cm
C,Std 2,Std 2,Std 2,GCW_SW_A,GCW_SW_A,GCW_SW_A,SWH_UPCON_LysB_45cm,SWH_UPCON_LysB_45cm,SWH_UPCON_LysB_45cm,SWH_UP_LysA_45cm,SWH_UP_LysA_45cm,SWH_UP_LysA_45cm
D,Std 3,Std 3,Std 3,GCW_SW_B,GCW_SW_B,GCW_SW_B,SWH_UPCON_LysC_10cm,SWH_UPCON_LysC_10cm,SWH_UPCON_LysC_10cm,SWH_UP_LysB_10cm,SWH_UP_LysB_10cm,SWH_UP_LysB_10cm
E,Std 4,Std 4,Std 4,GCW_SW_C,GCW_SW_C,GCW_SW_C,SWH_UPCON_LysC_20cm,SWH_UPCON_LysC_20cm,SWH_UPCON_LysC_20cm,SWH_UP_LysB_20cm,SWH_UP_LysB_20cm,SWH_UP_LysB_20cm
F,Std 5,Std 5,Std 5,SWH_UPCON_LysA_10cm,SWH_UPCON_LysA_10cm,SWH_UPCON_LysA_10cm,SWH_UPCON_LysC_20cm_dup,SWH_UPCON_LysC_20cm_dup,SWH_UPCON_LysC_20cm_dup,SWH_UP_LysB_45cm,SWH_UP_LysB_45cm,SWH_UP_LysB_45cm
G,MC: 10ppt,MC: 10ppt,MC: 10ppt,SWH_UPCON_LysA_20cm,SWH_UPCON_LysA_20cm,SWH_UPCON_LysA_20cm,SWH_UPCON_LysC_45cm,SWH_UPCON_LysC_45cm,SWH_UPCON_LysC_45cm,SWH_UP_LysC_10cm,SWH_UP_LysC_10cm,SWH_UP_LysC_10cm
H,MC: 20ppt,MC: 20ppt,MC: 20ppt,SWH_UPCON_LysA_45cm,SWH_UPCON_LysA_45cm,SWH_UPCON_LysA_45cm,SWH_UPCON_LysC_45cm_spk,SWH_UPCON_LysC_45cm_spk,SWH_UPCON_LysC_45cm_spk,SWH_UP_LysC_20cm,SWH_UP_LysC_20cm,SWH_UP_LysC_20cm
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,25,25,25,1,1,1,1,1,1
B,1,1,1,25,25,25,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
