,Project,Region,Site,Zone,Replicate,Depth_cm,Sample_ID,Year,Month,Day,Time,Time_Zone,SO4_ppm,SO4_Conc_mM,SO4_Conc_flag,SO4_QAQC_flag,Cl_ppm,Cl_Conc_mM,Cl_Conc_flag,Cl_QAQC_flag,salinity,Analysis_rundate,Run_notes,Field_notes
1,COMPASS: Synoptic,CB,GCW,TR,B,45,GCW_202509_TR_LYSB_45CM,2025,9,9,13:10,EDT,8.2731,0.25805053,Within_Range,,353.8576,9.981878702,Within_Range,,0.639446683,11/18/2025,"Spk 71 had low percent recovery, but >80% of spks had good recovery. 
  All sample IDs are present in metadata. 
  ",
2,COMPASS: Synoptic,CB,GCW,TR,B,20,GCW_202509_TR_LYSB_20CM,2025,9,9,13:09,EDT,28.8957,0.901300686,Within_Range,,693.382,19.55943583,Within_Range,,1.252967274,11/18/2025,"Spk 71 had low percent recovery, but >80% of spks had good recovery. 
  All sample IDs are present in metadata. 
  ",
3,COMPASS: Synoptic,CB,GCW,TR,B,10,GCW_202509_TR_LYSB_10CM,2025,9,9,12:09,EDT,302.2874,9.428802246,Within_Range,,2711.1142,76.47712835,Within_Range,,4.899009359,11/18/2025,"Spk 71 had low percent recovery, but >80% of spks had good recovery. 
  All sample IDs are present in metadata. 
  ",
4,COMPASS: Synoptic,CB,GCW,TR,A,45,GCW_202509_TR_LYSA_45CM,2025,9,9,12:56,EDT,15.5329,0.484494697,Within_Range,,189.8518,5.355480959,Within_Range,,0.343088203,11/18/2025,"Spk 71 had low percent recovery, but >80% of spks had good recovery. 
  All sample IDs are present in metadata. 
  ",
5,COMPASS: Synoptic,CB,GCW,TR,A,20,GCW_202509_TR_LYSA_20CM,2025,9,9,12:52,EDT,11.8962,0.371060512,Within_Range,,231.6573,6.534761636,Within_Range,,0.418630741,11/18/2025,"Spk 71 had low percent recovery, but >80% of spks had good recovery. 
  All sample IDs are present in metadata. 
  ",
6,COMPASS: Synoptic,CB,GCW,WC,A,20,GCW_202509_WC_LYSA_20CM,2025,9,9,10:22,EDT,137.8943,4.301132252,Within_Range,,5812.039,163.9503244,Within_Range,,10.50238047,11/18/2025,"Spk 71 had low percent recovery, but >80% of spks had good recovery. 
  All sample IDs are present in metadata. 
  ",
7,COMPASS: Synoptic,CB,GCW,WC,A,10,GCW_202509_WC_LYSA_10CM,2025,9,9,10:22,EDT,31.6015,0.98569869,Within_Range,,6043.0791,170.4676756,Within_Range,,10.91986993,11/18/2025,"Spk 71 had low percent recovery, but >80% of spks had good recovery. 
  All sample IDs are present in metadata. 
  ",
8,COMPASS: Synoptic,CB,GCW,TR,C,45,GCW_202509_TR_LYSC_45CM,2025,9,9,13:16,EDT,46.0185,1.435386775,Within_Range,,774.5324,21.84858674,Within_Range,,1.399606047,11/18/2025,"Spk 71 had low percent recovery, but >80% of spks had good recovery. 
  All sample IDs are present in metadata. 
  ",
9,COMPASS: Synoptic,CB,GCW,TR,C,20,GCW_202509_TR_LYSC_20CM,2025,9,9,13:15,EDT,76.8295,2.396428571,Within_Range,,1271.4205,35.8651763,Within_Range,,2.297482844,11/18/2025,"Spk 71 had low percent recovery, but >80% of spks had good recovery. 
  All sample IDs are present in metadata. 
  ",
10,COMPASS: Synoptic,CB,GCW,TR,C,10,GCW_202509_TR_LYSC_10CM,2025,9,9,13:13,EDT,106.4247,3.319547723,Within_Range,,1825.1122,51.48412412,Within_Range,,3.298003745,11/18/2025,"Spk 71 had low percent recovery, but >80% of spks had good recovery. 
  All sample IDs are present in metadata. 
  ",
