,1,2,3,4,5,6,7,8,9,10,11,12
A,0.053,0.057,0.055,0.207,0.227,0.223,0.097,0.089,0.084,0.059,0.059,0.059
B,0.129,0.122,0.116,0.062,0.056,0.06,0.06,0.057,0.056,0.063,0.059,0.059
C,0.235,0.257,0.216,0.064,0.058,0.061,0.081,0.08,0.081,0.349,0.373,0.328
D,0.405,0.4,0.456,0.06,0.057,0.06,0.394,0.471,0.367,0.244,0.255,0.246
E,0.679,0.561,0.663,0.072,0.075,0.074,0.069,0.072,0.068,0.141,0.104,0.098
F,1.152,1.103,0.885,0.132,0.12,0.117,0.055,0.056,0.057,0.056,0.057,0.059
G,1.133,1.104,1.03,0.085,0.121,0.078,0.054,0.055,0.061,0.38,0.367,0.355
H,1.032,1.045,1.009,0.091,0.09,0.092,0.053,0.055,0.057,0.752,0.752,0.68
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,51,51,51,59,59,59,64,64,64
B,Std 1,Std 1,Std 1,52,52,52,ChkStd 0,ChkStd 0,ChkStd 0,65,65,65
C,Std 2,Std 2,Std 2,53,53,53,59 Dup,59 Dup,59 Dup,66,66,66
D,Std 3,Std 3,Std 3,54,54,54,ChkStd 3,ChkStd 3,ChkStd 3,51 Spike,51 Spike,51 Spike
E,Std 4,Std 4,Std 4,55,55,55,60,60,60,60 Spike,60 Spike,60 Spike
F,Std 5,Std 5,Std 5,56,56,56,61,61,61,ChkStd 0,ChkStd 0,ChkStd 0
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,57,57,57,62,62,62,66 Dup,66 Dup,66 Dup
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,58,58,58,63,63,63,ChkStd 4,ChkStd 4,ChkStd 4
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
