RUNSTARTED,1751899537,7/7/2025 10:45,,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.084444,0.084444,0,0,0,0,mg N/L,Vanadium NOx,1751901724,7/7/2025 11:22
RESULT,-2,S90,Standard 90,1,0.125459,0.125459,0,0,0,0,mg N/L,Vanadium NOx,1751901805,7/7/2025 11:23
RESULT,-2,S91,Standard 91,2,0.135632,0.135632,0,0,0,0,mg N/L,Vanadium NOx,1751901885,7/7/2025 11:24
RESULT,-2,S92,Standard 92,3,0.171323,0.171323,0,0,0,0,mg N/L,Vanadium NOx,1751901966,7/7/2025 11:26
RESULT,-2,S93,Standard 93,4,0.28497,0.28497,0,0,0,0,mg N/L,Vanadium NOx,1751902047,7/7/2025 11:27
RESULT,-2,S94,Standard 94,5,0.505592,0.505592,0,0,0,0,mg N/L,Vanadium NOx,1751902128,7/7/2025 11:28
RESULT,-2,S95,Standard 95,6,0.692705,0.692705,0,0,0,0,mg N/L,Vanadium NOx,1751902209,7/7/2025 11:30
RESULT,-2,S96,Standard 96,7,0.959447,0.959447,0,0,0,0,mg N/L,Vanadium NOx,1751902290,7/7/2025 11:31
RESULT,-1,S0,Standard 0,8,0.087754,0.087754,0,0,0,0,mg N/L,Vanadium NOx,1751902370,7/7/2025 11:32
CALIBRATION,Vanadium NOx,1751902370,7/7/2025 11:32,,,,,,,,,,,
RESULT,-3,C11,CCV,9,0.518958,0.5075,0,0,0,0,mg N/L,Vanadium NOx,1751902451,7/7/2025 11:34
QCPRORESULT,NORMAL,0,1751902451,,,,,,,,,,,
QCPRODECISION,IN,1751902451,,,,,,,,,,,,
RESULT,-3,C12,CCB,10,-0.008009,0.09095,0,0,0,0,mg N/L,Vanadium NOx,1751902533,7/7/2025 11:35
QCPRORESULT,NORMAL,0,1751902533,,,,,,,,,,,
QCPRODECISION,IN,1751902533,,,,,,,,,,,,
RESULT,5,U1,MSM_202409_UP_LysA_45cm,11,0.687645,0.654986,0,0,0,0,mg N/L,Vanadium NOx,1751902614,7/7/2025 11:36
RESULT,6,U2,MSM_202409_UP_LysC_20cm,12,1.477179,1.504624,0,0,0,19,mg N/L,Vanadium NOx,1751902696,7/7/2025 11:38
AUTODILUTION,APPROVED,1751902696,,,,,,,,,,,,
AUTODILUTION,ADDED,1751902696,,,,,,,,,,,,
RESULT,7,U3,MSM_202409_TR_LysA_10cm,13,0.15451,0.213295,0,0,0,0,mg N/L,Vanadium NOx,1751902777,7/7/2025 11:39
RESULT,8,U4,MSM_202409_TR_LysA_20cm,14,-0.000084,0.096806,0,0,0,0,mg N/L,Vanadium NOx,1751902858,7/7/2025 11:40
RESULT,9,U5,MSM_202409_TR_LysB_10cm,15,0.049928,0.134013,0,0,0,0,mg N/L,Vanadium NOx,1751902938,7/7/2025 11:42
RESULT,10,U6,MSM_202409_TR_LysB_20cm,16,0.001184,0.097744,0,0,0,0,mg N/L,Vanadium NOx,1751903020,7/7/2025 11:43
RESULT,10,C13,Duplicate,17,0.00393,0.099776,0,0,0,0,mg N/L,Vanadium NOx,1751903100,7/7/2025 11:45
QCPRORESULT,DUPLICATE,107.407761,1751903100,,,,,,,,,,,
QCPRODECISION,OUT,1751903100,,,,,,,,,,,,
QCPROACTION,CONTINUE,1751903100,,,,,,,,,,,,
RESULT,11,U7,MSM_202409_TR_LysB_45cm,18,0.002696,0.098863,0,0,0,0,mg N/L,Vanadium NOx,1751903182,7/7/2025 11:46
RESULT,11,C14,Auto Spike,19,0.477376,0.458453,0,0,0,0,mg N/L,Vanadium NOx,1751903263,7/7/2025 11:47
QCPRORESULT,AUTO SPIKE,94.935852,1751903263,,,,,,,,,,,
QCPRODECISION,IN,1751903263,,,,,,,,,,,,
RESULT,12,U8,MSM_202409_TR_LysC_10cm,20,0.017175,0.109596,0,0,0,0,mg N/L,Vanadium NOx,1751903345,7/7/2025 11:49
RESULT,-3,C11,CCV,21,0.512711,0.50219,0,0,0,0,mg N/L,Vanadium NOx,1751903425,7/7/2025 11:50
QCPRORESULT,NORMAL,0,1751903425,,,,,,,,,,,
QCPRODECISION,IN,1751903425,,,,,,,,,,,,
RESULT,-3,C12,CCB,22,-0.009607,0.089771,0,0,0,0,mg N/L,Vanadium NOx,1751903507,7/7/2025 11:51
QCPRORESULT,NORMAL,0,1751903507,,,,,,,,,,,
QCPRODECISION,IN,1751903507,,,,,,,,,,,,
RESULT,13,U9,MSM_202409_TR_LysC_20cm,23,0.002845,0.098973,0,0,0,0,mg N/L,Vanadium NOx,1751903590,7/7/2025 11:53
RESULT,14,U10,MSM_202409_TR_LysC_45cm,24,-0.004737,0.093366,0,0,0,0,mg N/L,Vanadium NOx,1751903670,7/7/2025 11:54
RESULT,15,U11,MSM_202409_WC_LysA_10cm,25,0.01465,0.107721,0,0,0,0,mg N/L,Vanadium NOx,1751903752,7/7/2025 11:55
RESULT,16,U12,MSM_202409_WC_LysA_20cm,26,0.001972,0.098326,0,0,0,0,mg N/L,Vanadium NOx,1751903832,7/7/2025 11:57
RESULT,17,U13,MSM_202409_WC_LysB_10cm,27,0.002666,0.09884,0,0,0,0,mg N/L,Vanadium NOx,1751903914,7/7/2025 11:58
RESULT,18,U14,MSM_202409_WC_LysB_20cm,28,0.00604,0.101339,0,0,0,0,mg N/L,Vanadium NOx,1751903995,7/7/2025 11:59
RESULT,19,U15,MSM_202409_WC_LysC_20cm,29,0.01445,0.107573,0,0,0,0,mg N/L,Vanadium NOx,1751904076,7/7/2025 12:01
RESULT,20,U16,MSM_202409_WC_LysC_45cm,30,0.025599,0.115858,0,0,0,0,mg N/L,Vanadium NOx,1751904157,7/7/2025 12:02
RESULT,20,C13,Duplicate,31,0.028347,0.117903,0,0,0,0,mg N/L,Vanadium NOx,1751904238,7/7/2025 12:03
QCPRORESULT,DUPLICATE,10.185095,1751904238,,,,,,,,,,,
QCPRODECISION,OUT,1751904238,,,,,,,,,,,,
QCPROACTION,CONTINUE,1751904238,,,,,,,,,,,,
RESULT,21,U17,MSM_202409_SW_A,32,0.002074,0.098402,0,0,0,0,mg N/L,Vanadium NOx,1751904320,7/7/2025 12:05
RESULT,21,C14,Auto Spike,33,0.490445,0.469016,0,0,0,0,mg N/L,Vanadium NOx,1751904401,7/7/2025 12:06
QCPRORESULT,AUTO SPIKE,97.674301,1751904401,,,,,,,,,,,
QCPRODECISION,IN,1751904401,,,,,,,,,,,,
RESULT,-3,C11,CCV,34,0.494099,0.486433,0,0,0,0,mg N/L,Vanadium NOx,1751904484,7/7/2025 12:08
QCPRORESULT,NORMAL,0,1751904484,,,,,,,,,,,
QCPRODECISION,IN,1751904484,,,,,,,,,,,,
RESULT,-3,C12,CCB,35,-0.006423,0.092121,0,0,0,0,mg N/L,Vanadium NOx,1751904565,7/7/2025 12:09
QCPRORESULT,NORMAL,0,1751904565,,,,,,,,,,,
QCPRODECISION,IN,1751904565,,,,,,,,,,,,
RESULT,22,U18,MSM_202409_SW_B,36,-0.003763,0.094086,0,0,0,0,mg N/L,Vanadium NOx,1751904648,7/7/2025 12:10
RESULT,23,U19,MSM_202409_SW_C,37,0.003102,0.099163,0,0,0,0,mg N/L,Vanadium NOx,1751904729,7/7/2025 12:12
RESULT,24,U20,GCW_202409_TR_LysA_20cm,38,-0.006342,0.092181,0,0,0,0,mg N/L,Vanadium NOx,1751904810,7/7/2025 12:13
