"","TIMESTAMP","Plot","Site","wx_tempavg15"
"39","2022-04-08 01:00:00","W","GWI",10.46
"40","2022-04-08 02:00:00","W","GWI",10.47
"41","2022-04-08 03:00:00","W","GWI",10.3
"42","2022-04-08 04:00:00","W","GWI",9.28
"43","2022-04-08 05:00:00","W","GWI",8.3
"44","2022-04-08 06:00:00","W","GWI",8.24
"45","2022-04-08 07:00:00","W","GWI",9.19
"46","2022-04-08 08:00:00","W","GWI",11.21
"47","2022-04-08 09:00:00","W","GWI",12.21
"48","2022-04-08 10:00:00","W","GWI",13.41
"49","2022-04-08 11:00:00","W","GWI",13.89
"50","2022-04-08 12:00:00","W","GWI",14.39
"51","2022-04-08 13:00:00","W","GWI",13.82
"52","2022-04-08 14:00:00","W","GWI",10.88
"53","2022-04-08 15:00:00","W","GWI",10.05
"54","2022-04-08 16:00:00","W","GWI",11.42
"55","2022-04-08 17:00:00","W","GWI",11.46
"56","2022-04-08 18:00:00","W","GWI",11.33
"57","2022-04-08 19:00:00","W","GWI",11.65
"58","2022-04-08 20:00:00","W","GWI",10.34
"59","2022-04-08 21:00:00","W","GWI",11.02
"60","2022-04-08 22:00:00","W","GWI",11.08
"61","2022-04-08 23:00:00","W","GWI",10.8
"62","2022-04-09 00:00:00","W","GWI",10.66
"63","2022-04-09 01:00:00","W","GWI",10.73
"64","2022-04-09 02:00:00","W","GWI",10.29
"65","2022-04-09 03:00:00","W","GWI",9.83
"66","2022-04-09 04:00:00","W","GWI",9.23
"67","2022-04-09 05:00:00","W","GWI",8.85
"68","2022-04-09 06:00:00","W","GWI",8.41
"69","2022-04-09 07:00:00","W","GWI",8.38
"70","2022-04-09 08:00:00","W","GWI",8.63
"71","2022-04-09 09:00:00","W","GWI",9.82
"72","2022-04-09 10:00:00","W","GWI",11.39
"73","2022-04-09 11:00:00","W","GWI",12.68
"74","2022-04-09 12:00:00","W","GWI",13.63
"75","2022-04-09 13:00:00","W","GWI",13.96
"76","2022-04-09 14:00:00","W","GWI",13.94
"77","2022-04-09 15:00:00","W","GWI",13.64
"78","2022-04-09 16:00:00","W","GWI",13.67
"79","2022-04-09 17:00:00","W","GWI",13.52
"80","2022-04-09 18:00:00","W","GWI",12.57
"81","2022-04-09 19:00:00","W","GWI",11.94
"82","2022-04-09 20:00:00","W","GWI",11.32
"83","2022-04-09 21:00:00","W","GWI",10.8
"84","2022-04-09 22:00:00","W","GWI",10.46
"85","2022-04-09 23:00:00","W","GWI",10.46
"86","2022-04-10 00:00:00","W","GWI",10.27
"87","2022-04-10 01:00:00","W","GWI",9.36
"88","2022-04-10 02:00:00","W","GWI",8.83
"89","2022-04-10 03:00:00","W","GWI",8.41
"90","2022-04-10 04:00:00","W","GWI",7.86
"91","2022-04-10 05:00:00","W","GWI",7.377
"92","2022-04-10 06:00:00","W","GWI",6.552
"93","2022-04-10 07:00:00","W","GWI",6.54
"94","2022-04-10 08:00:00","W","GWI",7.727
"95","2022-04-10 09:00:00","W","GWI",8.97
"96","2022-04-10 10:00:00","W","GWI",9.94
"97","2022-04-10 11:00:00","W","GWI",10.3
"98","2022-04-10 12:00:00","W","GWI",10.56
"99","2022-04-10 13:00:00","W","GWI",11.21
"100","2022-04-10 14:00:00","W","GWI",12.77
"101","2022-04-10 15:00:00","W","GWI",13.2
"102","2022-04-10 16:00:00","W","GWI",14.41
"103","2022-04-10 17:00:00","W","GWI",14.91
"104","2022-04-10 18:00:00","W","GWI",14.86
"105","2022-04-10 19:00:00","W","GWI",13.75
"106","2022-04-10 20:00:00","W","GWI",11.25
"107","2022-04-10 21:00:00","W","GWI",9.82
"108","2022-04-10 22:00:00","W","GWI",9.19
"109","2022-04-10 23:00:00","W","GWI",9.38
"110","2022-04-11 00:00:00","W","GWI",9.56
"111","2022-04-11 01:00:00","W","GWI",8.38
"112","2022-04-11 02:00:00","W","GWI",7.428
"113","2022-04-11 03:00:00","W","GWI",6.898
"114","2022-04-11 04:00:00","W","GWI",5.7
"115","2022-04-11 05:00:00","W","GWI",6.212
"116","2022-04-11 06:00:00","W","GWI",6.372
"117","2022-04-11 07:00:00","W","GWI",9.03
"118","2022-04-11 08:00:00","W","GWI",11.02
"119","2022-04-11 09:00:00","W","GWI",11.23
"120","2022-04-11 10:00:00","W","GWI",11.67
"121","2022-04-11 11:00:00","W","GWI",12.05
"122","2022-04-11 12:00:00","W","GWI",12.17
"123","2022-04-11 13:00:00","W","GWI",11.95
"124","2022-04-11 14:00:00","W","GWI",12.76
"125","2022-04-11 15:00:00","W","GWI",12.71
"126","2022-04-11 16:00:00","W","GWI",12.51
"127","2022-04-11 17:00:00","W","GWI",12.46
"128","2022-04-11 18:00:00","W","GWI",12.54
"129","2022-04-11 19:00:00","W","GWI",12.45
"130","2022-04-11 20:00:00","W","GWI",12.5
"131","2022-04-11 21:00:00","W","GWI",12.65
"132","2022-04-11 22:00:00","W","GWI",12.77
"133","2022-04-11 23:00:00","W","GWI",14.98
"134","2022-04-12 00:00:00","W","GWI",17.21
"135","2022-04-12 01:00:00","W","GWI",17.82
"136","2022-04-12 02:00:00","W","GWI",18.03
"137","2022-04-12 03:00:00","W","GWI",17.91
"138","2022-04-12 04:00:00","W","GWI",17.71
"139","2022-04-12 05:00:00","W","GWI",18.12
"140","2022-04-12 06:00:00","W","GWI",18.13
"141","2022-04-12 07:00:00","W","GWI",18.09
"142","2022-04-12 08:00:00","W","GWI",18.41
"143","2022-04-12 09:00:00","W","GWI",18.93
"144","2022-04-12 10:00:00","W","GWI",19.2
"145","2022-04-12 11:00:00","W","GWI",19.21
"146","2022-04-12 12:00:00","W","GWI",21.08
"147","2022-04-12 13:00:00","W","GWI",23.94
"148","2022-04-12 14:00:00","W","GWI",25.78
"149","2022-04-12 15:00:00","W","GWI",26.32
"150","2022-04-12 16:00:00","W","GWI",26.64
"151","2022-04-12 17:00:00","W","GWI",25.1
"152","2022-04-12 18:00:00","W","GWI",23.22
"153","2022-04-12 19:00:00","W","GWI",21.36
"154","2022-04-12 20:00:00","W","GWI",18.54
"155","2022-04-12 21:00:00","W","GWI",18.72
"156","2022-04-12 22:00:00","W","GWI",17.98
"157","2022-04-12 23:00:00","W","GWI",18.06
"158","2022-04-13 00:00:00","W","GWI",18
"159","2022-04-13 01:00:00","W","GWI",18.54
"160","2022-04-13 02:00:00","W","GWI",17.76
"161","2022-04-13 03:00:00","W","GWI",16.89
"162","2022-04-13 04:00:00","W","GWI",18.54
"163","2022-04-13 05:00:00","W","GWI",18.55
"164","2022-04-13 06:00:00","W","GWI",18.21
"165","2022-04-13 07:00:00","W","GWI",18.39
"166","2022-04-13 08:00:00","W","GWI",19.89
"167","2022-04-13 09:00:00","W","GWI",21.77
"168","2022-04-13 10:00:00","W","GWI",23.63
"169","2022-04-13 11:00:00","W","GWI",25.95
"170","2022-04-13 12:00:00","W","GWI",27.51
"171","2022-04-13 13:00:00","W","GWI",28.11
"172","2022-04-13 14:00:00","W","GWI",28.5
"173","2022-04-13 15:00:00","W","GWI",28.61
"174","2022-04-13 16:00:00","W","GWI",28.47
"175","2022-04-13 17:00:00","W","GWI",27.98
"176","2022-04-13 18:00:00","W","GWI",26.77
"177","2022-04-13 19:00:00","W","GWI",25.47
"178","2022-04-13 20:00:00","W","GWI",24.46
"179","2022-04-13 21:00:00","W","GWI",23.92
"180","2022-04-13 22:00:00","W","GWI",23.61
"181","2022-04-13 23:00:00","W","GWI",23.09
"182","2022-04-14 00:00:00","W","GWI",22.32
"183","2022-04-14 01:00:00","W","GWI",21.55
"184","2022-04-14 02:00:00","W","GWI",20.73
"185","2022-04-14 03:00:00","W","GWI",20.64
"186","2022-04-14 04:00:00","W","GWI",20.68
"187","2022-04-14 05:00:00","W","GWI",20.82
"188","2022-04-14 06:00:00","W","GWI",20.62
"189","2022-04-14 07:00:00","W","GWI",20.61
"190","2022-04-14 08:00:00","W","GWI",21.22
"191","2022-04-14 09:00:00","W","GWI",22.34
"192","2022-04-14 10:00:00","W","GWI",23.83
"193","2022-04-14 11:00:00","W","GWI",25.06
"194","2022-04-14 12:00:00","W","GWI",26.55
"195","2022-04-14 13:00:00","W","GWI",27.42
"196","2022-04-14 14:00:00","W","GWI",27.13
"197","2022-04-14 15:00:00","W","GWI",26.63
"198","2022-04-14 16:00:00","W","GWI",26.62
"199","2022-04-14 17:00:00","W","GWI",26.55
"200","2022-04-14 18:00:00","W","GWI",25.14
"201","2022-04-14 19:00:00","W","GWI",22.34
"202","2022-04-14 20:00:00","W","GWI",20.67
"203","2022-04-14 21:00:00","W","GWI",16.63
"204","2022-04-14 22:00:00","W","GWI",15.23
"205","2022-04-14 23:00:00","W","GWI",14.99
"206","2022-04-15 00:00:00","W","GWI",14.13
"207","2022-04-15 01:00:00","W","GWI",13.84
"208","2022-04-15 02:00:00","W","GWI",13.97
"209","2022-04-15 03:00:00","W","GWI",13.46
"210","2022-04-15 04:00:00","W","GWI",13.27
"211","2022-04-15 05:00:00","W","GWI",12.39
"212","2022-04-15 06:00:00","W","GWI",11.83
"213","2022-04-15 07:00:00","W","GWI",12.96
"214","2022-04-15 08:00:00","W","GWI",15.21
"215","2022-04-15 09:00:00","W","GWI",17.22
"216","2022-04-15 10:00:00","W","GWI",17.96
"217","2022-04-15 11:00:00","W","GWI",18.07
"218","2022-04-15 12:00:00","W","GWI",18.38
"219","2022-04-15 13:00:00","W","GWI",18.2
"220","2022-04-15 14:00:00","W","GWI",19.38
"221","2022-04-15 15:00:00","W","GWI",19.2
"222","2022-04-15 16:00:00","W","GWI",18.41
"223","2022-04-15 17:00:00","W","GWI",17.11
"224","2022-04-15 18:00:00","W","GWI",16.57
"225","2022-04-15 19:00:00","W","GWI",15.96
"226","2022-04-15 20:00:00","W","GWI",15.33
"227","2022-04-15 21:00:00","W","GWI",14.93
"228","2022-04-15 22:00:00","W","GWI",14.61
"229","2022-04-15 23:00:00","W","GWI",14.1
"230","2022-04-16 00:00:00","W","GWI",13.49
"231","2022-04-16 01:00:00","W","GWI",13.27
"232","2022-04-16 02:00:00","W","GWI",13.47
"233","2022-04-16 03:00:00","W","GWI",13.26
"234","2022-04-16 04:00:00","W","GWI",12.85
"235","2022-04-16 05:00:00","W","GWI",12.32
"236","2022-04-16 06:00:00","W","GWI",12.75
"237","2022-04-16 07:00:00","W","GWI",12.77
"238","2022-04-16 08:00:00","W","GWI",13.52
"239","2022-04-16 09:00:00","W","GWI",14.87
"240","2022-04-16 10:00:00","W","GWI",16.47
"241","2022-04-16 11:00:00","W","GWI",16.97
"242","2022-04-16 12:00:00","W","GWI",17.98
"243","2022-04-16 13:00:00","W","GWI",19.91
"244","2022-04-16 14:00:00","W","GWI",21.41
"245","2022-04-16 15:00:00","W","GWI",22.95
"246","2022-04-16 16:00:00","W","GWI",23.09
"247","2022-04-16 17:00:00","W","GWI",22.9
"248","2022-04-16 18:00:00","W","GWI",22.53
"249","2022-04-16 19:00:00","W","GWI",21.59
"250","2022-04-16 20:00:00","W","GWI",20.29
"251","2022-04-16 21:00:00","W","GWI",19.78
"252","2022-04-16 22:00:00","W","GWI",20.08
"253","2022-04-16 23:00:00","W","GWI",19.83
"254","2022-04-17 00:00:00","W","GWI",19.3
"255","2022-04-17 01:00:00","W","GWI",17.91
"256","2022-04-17 02:00:00","W","GWI",14.98
"257","2022-04-17 03:00:00","W","GWI",14.42
"258","2022-04-17 04:00:00","W","GWI",14.41
"259","2022-04-17 05:00:00","W","GWI",14
"260","2022-04-17 06:00:00","W","GWI",13.56
"261","2022-04-17 07:00:00","W","GWI",13.41
"262","2022-04-17 08:00:00","W","GWI",13.5
"263","2022-04-17 09:00:00","W","GWI",13.67
"264","2022-04-17 10:00:00","W","GWI",13.62
"265","2022-04-17 11:00:00","W","GWI",13.17
"266","2022-04-17 12:00:00","W","GWI",13.48
"267","2022-04-17 13:00:00","W","GWI",13.68
"268","2022-04-17 14:00:00","W","GWI",14.74
"269","2022-04-17 15:00:00","W","GWI",14.67
"270","2022-04-17 16:00:00","W","GWI",14.42
"271","2022-04-17 17:00:00","W","GWI",13.94
"272","2022-04-17 18:00:00","W","GWI",13.11
"273","2022-04-17 19:00:00","W","GWI",12.44
"274","2022-04-17 20:00:00","W","GWI",12.09
"275","2022-04-17 21:00:00","W","GWI",11.31
"276","2022-04-17 22:00:00","W","GWI",11.03
"277","2022-04-17 23:00:00","W","GWI",10.98
"278","2022-04-18 00:00:00","W","GWI",10.48
"279","2022-04-18 01:00:00","W","GWI",9.87
"280","2022-04-18 02:00:00","W","GWI",9.41
"281","2022-04-18 03:00:00","W","GWI",9.48
"282","2022-04-18 04:00:00","W","GWI",9.61
"283","2022-04-18 05:00:00","W","GWI",9.56
"284","2022-04-18 06:00:00","W","GWI",9.59
"285","2022-04-18 07:00:00","W","GWI",9.9
"286","2022-04-18 08:00:00","W","GWI",10.32
"287","2022-04-18 09:00:00","W","GWI",10.53
"288","2022-04-18 10:00:00","W","GWI",10.87
"289","2022-04-18 11:00:00","W","GWI",11.46
"290","2022-04-18 12:00:00","W","GWI",11.14
"291","2022-04-18 13:00:00","W","GWI",10.71
"292","2022-04-18 14:00:00","W","GWI",11.33
"293","2022-04-18 15:00:00","W","GWI",11.39
"294","2022-04-18 16:00:00","W","GWI",11.93
"295","2022-04-18 17:00:00","W","GWI",11.93
"296","2022-04-18 18:00:00","W","GWI",11.72
"297","2022-04-18 19:00:00","W","GWI",11.44
"298","2022-04-18 20:00:00","W","GWI",9.55
"299","2022-04-18 21:00:00","W","GWI",8.56
"300","2022-04-18 22:00:00","W","GWI",8.82
"301","2022-04-18 23:00:00","W","GWI",8.41
"302","2022-04-19 00:00:00","W","GWI",7.298
"303","2022-04-19 01:00:00","W","GWI",7.183
"304","2022-04-19 02:00:00","W","GWI",6.815
"305","2022-04-19 03:00:00","W","GWI",7.237
"306","2022-04-19 04:00:00","W","GWI",7.345
"307","2022-04-19 05:00:00","W","GWI",6.758
"308","2022-04-19 06:00:00","W","GWI",6.043
"309","2022-04-19 07:00:00","W","GWI",6.478
"310","2022-04-19 08:00:00","W","GWI",8.11
"311","2022-04-19 09:00:00","W","GWI",9.36
"312","2022-04-19 10:00:00","W","GWI",10.35
"313","2022-04-19 11:00:00","W","GWI",10.48
"314","2022-04-19 12:00:00","W","GWI",10.46
"315","2022-04-19 13:00:00","W","GWI",10.82
"316","2022-04-19 14:00:00","W","GWI",10.89
"317","2022-04-19 15:00:00","W","GWI",11.74
"318","2022-04-19 16:00:00","W","GWI",12.52
"319","2022-04-19 17:00:00","W","GWI",12.57
"320","2022-04-19 18:00:00","W","GWI",12.12
"321","2022-04-19 19:00:00","W","GWI",11.48
"322","2022-04-19 20:00:00","W","GWI",10.29
"323","2022-04-19 21:00:00","W","GWI",10.19
"324","2022-04-19 22:00:00","W","GWI",9.25
"325","2022-04-19 23:00:00","W","GWI",9.24
"326","2022-04-20 00:00:00","W","GWI",9.15
"327","2022-04-20 01:00:00","W","GWI",9.03
"328","2022-04-20 02:00:00","W","GWI",8.81
"329","2022-04-20 03:00:00","W","GWI",8.19
"330","2022-04-20 04:00:00","W","GWI",7.298
"331","2022-04-20 05:00:00","W","GWI",6.523
"332","2022-04-20 06:00:00","W","GWI",6.28
"333","2022-04-20 07:00:00","W","GWI",7.542
"334","2022-04-20 08:00:00","W","GWI",9.04
"335","2022-04-20 09:00:00","W","GWI",10.27
"336","2022-04-20 10:00:00","W","GWI",11.38
"337","2022-04-20 11:00:00","W","GWI",12.13
"338","2022-04-20 12:00:00","W","GWI",12.51
"339","2022-04-20 13:00:00","W","GWI",12.39
"340","2022-04-20 14:00:00","W","GWI",12.92
"341","2022-04-20 15:00:00","W","GWI",12.78
"342","2022-04-20 16:00:00","W","GWI",13.39
"343","2022-04-20 17:00:00","W","GWI",13.39
"344","2022-04-20 18:00:00","W","GWI",12.92
"345","2022-04-20 19:00:00","W","GWI",11.73
"346","2022-04-20 20:00:00","W","GWI",11.12
"347","2022-04-20 21:00:00","W","GWI",10.4
"348","2022-04-20 22:00:00","W","GWI",9.93
"349","2022-04-20 23:00:00","W","GWI",9.65
"350","2022-04-21 00:00:00","W","GWI",9.26
"351","2022-04-21 01:00:00","W","GWI",9.01
"352","2022-04-21 02:00:00","W","GWI",8.74
"353","2022-04-21 03:00:00","W","GWI",8.59
"354","2022-04-21 04:00:00","W","GWI",8.43
"355","2022-04-21 05:00:00","W","GWI",7.232
"356","2022-04-21 06:00:00","W","GWI",6.668
"357","2022-04-21 07:00:00","W","GWI",9.37
"358","2022-04-21 08:00:00","W","GWI",11.89
"359","2022-04-21 09:00:00","W","GWI",14.28
"360","2022-04-21 10:00:00","W","GWI",15.41
"361","2022-04-21 11:00:00","W","GWI",14.13
"362","2022-04-21 12:00:00","W","GWI",14.32
"363","2022-04-21 13:00:00","W","GWI",14.7
"364","2022-04-21 14:00:00","W","GWI",15.06
"365","2022-04-21 15:00:00","W","GWI",14.95
"366","2022-04-21 16:00:00","W","GWI",15.17
"367","2022-04-21 17:00:00","W","GWI",14.93
"368","2022-04-21 18:00:00","W","GWI",15.85
"369","2022-04-21 19:00:00","W","GWI",15.8
"370","2022-04-21 20:00:00","W","GWI",15.6
"371","2022-04-21 21:00:00","W","GWI",15.69
"372","2022-04-21 22:00:00","W","GWI",16.06
"373","2022-04-21 23:00:00","W","GWI",16.33
"374","2022-04-22 00:00:00","W","GWI",16.41
"375","2022-04-22 01:00:00","W","GWI",15.53
"376","2022-04-22 02:00:00","W","GWI",15.1
"377","2022-04-22 03:00:00","W","GWI",14.9
"378","2022-04-22 04:00:00","W","GWI",14.69
"379","2022-04-22 05:00:00","W","GWI",14.38
"380","2022-04-22 06:00:00","W","GWI",14.33
"381","2022-04-22 07:00:00","W","GWI",14.82
"382","2022-04-22 08:00:00","W","GWI",15.82
"383","2022-04-22 09:00:00","W","GWI",17.38
"384","2022-04-22 10:00:00","W","GWI",19.61
"385","2022-04-22 11:00:00","W","GWI",20.54
"386","2022-04-22 12:00:00","W","GWI",20.76
"387","2022-04-22 13:00:00","W","GWI",20.8
"388","2022-04-22 14:00:00","W","GWI",21.27
"389","2022-04-22 15:00:00","W","GWI",20.91
"390","2022-04-22 16:00:00","W","GWI",20.73
"391","2022-04-22 17:00:00","W","GWI",20.99
"392","2022-04-22 18:00:00","W","GWI",19.62
"393","2022-04-22 19:00:00","W","GWI",17.92
"394","2022-04-22 20:00:00","W","GWI",16.39
"395","2022-04-22 21:00:00","W","GWI",15.45
"396","2022-04-22 22:00:00","W","GWI",15.21
"397","2022-04-22 23:00:00","W","GWI",14.93
"398","2022-04-23 00:00:00","W","GWI",14.7
"399","2022-04-23 01:00:00","W","GWI",13.79
"400","2022-04-23 02:00:00","W","GWI",13.01
"401","2022-04-23 03:00:00","W","GWI",11.83
"402","2022-04-23 04:00:00","W","GWI",12.16
"403","2022-04-23 05:00:00","W","GWI",11.59
"404","2022-04-23 06:00:00","W","GWI",12.75
"405","2022-04-23 07:00:00","W","GWI",14.19
"406","2022-04-23 08:00:00","W","GWI",16.31
"407","2022-04-23 09:00:00","W","GWI",17.33
"408","2022-04-23 10:00:00","W","GWI",17.72
"409","2022-04-23 11:00:00","W","GWI",17.68
"410","2022-04-23 12:00:00","W","GWI",18.15
"411","2022-04-23 13:00:00","W","GWI",18.06
"412","2022-04-23 14:00:00","W","GWI",17.86
"413","2022-04-23 15:00:00","W","GWI",17.89
"414","2022-04-23 16:00:00","W","GWI",18.14
"415","2022-04-23 17:00:00","W","GWI",17.65
"416","2022-04-23 18:00:00","W","GWI",17.24
"417","2022-04-23 19:00:00","W","GWI",17.56
"418","2022-04-23 20:00:00","W","GWI",17.43
"419","2022-04-23 21:00:00","W","GWI",17.63
"420","2022-04-23 22:00:00","W","GWI",17.92
"421","2022-04-23 23:00:00","W","GWI",18.01
"422","2022-04-24 00:00:00","W","GWI",18.7
"423","2022-04-24 01:00:00","W","GWI",18.81
"424","2022-04-24 02:00:00","W","GWI",18.64
"425","2022-04-24 03:00:00","W","GWI",18.41
"426","2022-04-24 04:00:00","W","GWI",18.09
"427","2022-04-24 05:00:00","W","GWI",17.8
"428","2022-04-24 06:00:00","W","GWI",17.68
"429","2022-04-24 07:00:00","W","GWI",18.56
"430","2022-04-24 08:00:00","W","GWI",20.24
"431","2022-04-24 09:00:00","W","GWI",22.78
"432","2022-04-24 10:00:00","W","GWI",24.96
"433","2022-04-24 11:00:00","W","GWI",26.88
"434","2022-04-24 12:00:00","W","GWI",28.16
"435","2022-04-24 13:00:00","W","GWI",28.47
"436","2022-04-24 14:00:00","W","GWI",29.07
"437","2022-04-24 15:00:00","W","GWI",26.78
"438","2022-04-24 16:00:00","W","GWI",24.06
"439","2022-04-24 17:00:00","W","GWI",23.26
"440","2022-04-24 18:00:00","W","GWI",22.16
"441","2022-04-24 19:00:00","W","GWI",20.04
"442","2022-04-24 20:00:00","W","GWI",17.96
"443","2022-04-24 21:00:00","W","GWI",16.52
"444","2022-04-24 22:00:00","W","GWI",15.68
"445","2022-04-24 23:00:00","W","GWI",15.53
"446","2022-04-25 00:00:00","W","GWI",14.99
"447","2022-04-25 01:00:00","W","GWI",14.57
"448","2022-04-25 02:00:00","W","GWI",14.55
"449","2022-04-25 03:00:00","W","GWI",14.05
"450","2022-04-25 04:00:00","W","GWI",14.08
"451","2022-04-25 05:00:00","W","GWI",14.01
"452","2022-04-25 06:00:00","W","GWI",13.83
"453","2022-04-25 07:00:00","W","GWI",15.84
"454","2022-04-25 08:00:00","W","GWI",19.3
"455","2022-04-25 09:00:00","W","GWI",22.46
"456","2022-04-25 10:00:00","W","GWI",24.46
"457","2022-04-25 11:00:00","W","GWI",25.51
"458","2022-04-25 12:00:00","W","GWI",25.51
"459","2022-04-25 13:00:00","W","GWI",23.06
"460","2022-04-25 14:00:00","W","GWI",21.26
"461","2022-04-25 15:00:00","W","GWI",20.29
"462","2022-04-25 16:00:00","W","GWI",19.52
"463","2022-04-25 17:00:00","W","GWI",20.28
"464","2022-04-25 18:00:00","W","GWI",20.32
"465","2022-04-25 19:00:00","W","GWI",19.5
"466","2022-04-25 20:00:00","W","GWI",18.74
"467","2022-04-25 21:00:00","W","GWI",18.51
"468","2022-04-25 22:00:00","W","GWI",18.37
"469","2022-04-25 23:00:00","W","GWI",18.29
"470","2022-04-26 00:00:00","W","GWI",19.06
"471","2022-04-26 01:00:00","W","GWI",19.7
"472","2022-04-26 02:00:00","W","GWI",19.59
"473","2022-04-26 03:00:00","W","GWI",19.43
"474","2022-04-26 04:00:00","W","GWI",19.2
"475","2022-04-26 05:00:00","W","GWI",19.07
"476","2022-04-26 06:00:00","W","GWI",18.74
"477","2022-04-26 07:00:00","W","GWI",19.62
"478","2022-04-26 08:00:00","W","GWI",21.5
"479","2022-04-26 09:00:00","W","GWI",23.24
"480","2022-04-26 10:00:00","W","GWI",25.05
"481","2022-04-26 11:00:00","W","GWI",26.74
"482","2022-04-26 12:00:00","W","GWI",28.21
"483","2022-04-26 13:00:00","W","GWI",29.42
"484","2022-04-26 14:00:00","W","GWI",29.64
"485","2022-04-26 15:00:00","W","GWI",26.11
"486","2022-04-26 16:00:00","W","GWI",20.46
"487","2022-04-26 17:00:00","W","GWI",18.62
"488","2022-04-26 18:00:00","W","GWI",15.4
"489","2022-04-26 19:00:00","W","GWI",15.1
"490","2022-04-26 20:00:00","W","GWI",15.48
"491","2022-04-26 21:00:00","W","GWI",15.59
"492","2022-04-26 22:00:00","W","GWI",15.56
"493","2022-04-26 23:00:00","W","GWI",15.27
"494","2022-04-27 00:00:00","W","GWI",14.99
"495","2022-04-27 01:00:00","W","GWI",14.94
"496","2022-04-27 02:00:00","W","GWI",14.68
"497","2022-04-27 03:00:00","W","GWI",14.34
"498","2022-04-27 04:00:00","W","GWI",13.83
"499","2022-04-27 05:00:00","W","GWI",12.87
"500","2022-04-27 06:00:00","W","GWI",11.84
"501","2022-04-27 07:00:00","W","GWI",11.17
"502","2022-04-27 08:00:00","W","GWI",11.42
"503","2022-04-27 09:00:00","W","GWI",12.29
"504","2022-04-27 10:00:00","W","GWI",13.64
"505","2022-04-27 11:00:00","W","GWI",14.4
"506","2022-04-27 12:00:00","W","GWI",15.15
"507","2022-04-27 13:00:00","W","GWI",15.96
"508","2022-04-27 14:00:00","W","GWI",17
"509","2022-04-27 15:00:00","W","GWI",17.2
"510","2022-04-27 16:00:00","W","GWI",18
"511","2022-04-27 17:00:00","W","GWI",18.5
"512","2022-04-27 18:00:00","W","GWI",18.65
"513","2022-04-27 19:00:00","W","GWI",16.55
"514","2022-04-27 20:00:00","W","GWI",14.85
"515","2022-04-27 21:00:00","W","GWI",14.66
"516","2022-04-27 22:00:00","W","GWI",14.39
"517","2022-04-27 23:00:00","W","GWI",13.25
"518","2022-04-28 00:00:00","W","GWI",11.86
"519","2022-04-28 01:00:00","W","GWI",10.85
"520","2022-04-28 02:00:00","W","GWI",9.66
"521","2022-04-28 03:00:00","W","GWI",8.7
"522","2022-04-28 04:00:00","W","GWI",7.9
"523","2022-04-28 05:00:00","W","GWI",6.988
"524","2022-04-28 06:00:00","W","GWI",6.133
"525","2022-04-28 07:00:00","W","GWI",6.362
"526","2022-04-28 08:00:00","W","GWI",6.727
"527","2022-04-28 09:00:00","W","GWI",8.08
"528","2022-04-28 10:00:00","W","GWI",9.69
"529","2022-04-28 11:00:00","W","GWI",10.75
"530","2022-04-28 12:00:00","W","GWI",11.73
"531","2022-04-28 13:00:00","W","GWI",13.17
"532","2022-04-28 14:00:00","W","GWI",14.16
"533","2022-04-28 15:00:00","W","GWI",14.95
"534","2022-04-28 16:00:00","W","GWI",15.43
"535","2022-04-28 17:00:00","W","GWI",15.35
"536","2022-04-28 18:00:00","W","GWI",15.14
