Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	3.210 	0.0084 	6.93 	0.0111 	0.08 
3	Lab Blank	Unknown	3.207 	0.0154 	6.85 	0.0204 	0.12 
4	Lab Blank	Unknown	3.207 	0.0162 	7.07 	0.0214 	0.12 
5	Lab Blank	Unknown	3.207 	0.0192 	14.60 	0.0253 	0.16 
6	Standard 1	Calibration Standard	3.210 	5.1132 	92.48 	6.7527 	46.95 
7	Standard 2	Calibration Standard	3.210 	10.1678 	92.82 	13.4281 	92.17 
8	Standard 3	Calibration Standard	3.207 	20.0642 	92.53 	26.4976 	179.96 
9	Standard 4	Calibration Standard	3.190 	98.6573 	92.47 	130.2908 	848.31 
10	Standard 5	Calibration Standard	3.180 	196.9329 	92.62 	260.0775 	1649.85 
11	Lab Blank	Unknown	3.210 	0.0219 	16.75 	0.0289 	0.20 
12	Lab Blank	Unknown	3.207 	0.0139 	6.09 	0.0184 	0.10 
13	1_202207_GCrew_UP_LysB_10cm	Unknown	3.183 	12.7223 	6.60 	0.3360 	1.28 
14	2_202207_GCrew_UP_LysC_10cm	Unknown	3.213 	4.8228 	2.54 	0.1274 	1.10 
15	3_202207_GCrew_UP_LysA_20cm	Unknown	3.213 	1.2245 	0.63 	0.0323 	0.32 
16	4_202207_GCrew_UP_LysB_20cm	Unknown	3.213 	11.9770 	6.27 	0.3163 	1.11 
17	5_202207_GCrew_UP_LysC_20cm	Unknown	3.210 	2.7997 	1.49 	0.0739 	0.67 
18	6_202207_GCrew_UP_LysB_45cm	Unknown	3.213 	6.8084 	3.30 	0.1798 	1.52 
19	7_202207_GCrew_UP_LysC_45cm	Unknown	3.210 	29.1268 	13.94 	0.7693 	3.66 
