Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Standard 1	Unknown	4.400 	0.5687 	6.39 	0.4728 	2.96 
4	Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.397 	0.5680 	6.40 	0.4722 	2.98 
6	Standard 2	Calibration Standard	4.400 	1.1543 	6.46 	0.9595 	5.88 
7	Standard 3	Calibration Standard	4.393 	2.2856 	6.65 	1.9000 	11.34 
8	Standard 4	Calibration Standard	4.367 	10.3782 	6.79 	8.6272 	47.81 
9	Standard 5	Calibration Standard	4.333 	19.8378 	6.82 	16.4908 	85.22 
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	Standard 1	Check Standard	4.407 	0.5679 	6.39 	0.4721 	2.99 
13	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
14	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
15	1_202210_Gcrew_UP_LysA_20cm	Unknown	4.433 	4.1491 	1.39 	0.0690 	0.23 
16	2_202210_Gcrew_UP_LysB_10cm	Unknown	4.420 	5.1171 	1.73 	0.0851 	0.28 
17	3_202210_GCrew_UP_LysB_20cm	Unknown	4.433 	3.4629 	1.18 	0.0576 	0.21 
18	4_202210_GCrew_UP_LysB_45cm	Unknown	4.423 	7.4954 	1.81 	0.1246 	0.43 
19	5_202210_GCrew_UP_LysC_20cm	Unknown	4.687 	15.0061 	4.55 	0.2495 	0.24 
