Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	3.270 	0.0241 	100.00 	0.0271 	0.19 
2	Lab Blank	Unknown	3.270 	0.0251 	100.00 	0.0282 	0.20 
3	Standard 1	Unknown	3.273 	5.7878 	93.58 	6.5054 	43.94 
4	Blank	Unknown	3.270 	0.0260 	100.00 	0.0292 	0.21 
5	Standard 1	Calibration Standard	3.273 	5.7959 	93.56 	6.5145 	44.12 
6	Standard 2	Calibration Standard	3.273 	12.0880 	93.22 	13.5866 	90.14 
7	Standard 3	Calibration Standard	3.267 	23.1481 	92.94 	26.0179 	170.93 
8	Standard 4	Calibration Standard	3.257 	88.5575 	92.54 	99.5366 	638.33 
9	Standard 5	Calibration Standard	3.250 	201.5488 	92.51 	226.5362 	1466.24 
10	Lab Blank	Unknown	3.270 	0.0398 	100.00 	0.0447 	0.32 
11	Lab Blank	Unknown	3.270 	0.0282 	100.00 	0.0317 	0.22 
12	1_202211_MSM_UP_LysA_10cm	Unknown	3.260 	3270.8644 	88.43 	73.5275 	462.92 
13	2_202211_MSM_UP_LysA_20cm	Unknown	3.270 	2342.0044 	83.74 	52.6472 	331.31 
14	3_202211_MSM_UP_LysB_10cm	Unknown	3.290 	654.6429 	73.99 	14.7161 	90.53 
15	4_202211_MSM_UP_LysB_20cm	Unknown	3.280 	997.4385 	79.54 	22.4220 	139.28 
16	5_202211_MSM_UP_LysB_45cm	Unknown	3.280 	3075.0677 	81.38 	69.1261 	433.32 
17	6_202211_MSM_UP_LysC_10cm	Unknown	3.283 	1094.3512 	81.23 	24.6005 	159.74 
18	7_202211_MSM_UP_LysC_20cm	Unknown	3.283 	1848.6897 	82.23 	41.5577 	262.92 
