Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	3.237 	0.0092 	25.58 	0.0117 	0.03 
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
6	Standard 1	Calibration Standard	n.a.	n.a.	n.a.	n.a.	n.a.
7	Standard 2	Calibration Standard	3.230 	9.7094 	91.96 	12.3959 	86.97 
8	Standard 3	Calibration Standard	3.227 	19.7675 	93.06 	25.2371 	170.10 
9	Standard 4	Calibration Standard	3.210 	100.1090 	93.10 	127.8088 	800.81 
10	Standard 5	Calibration Standard	3.203 	199.9016 	93.04 	255.2135 	1590.75 
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
13	1_MSM_UP_LysA_10cm	Unknown	3.230 	1568.6751 	85.89 	23.5520 	155.26 
14	2_MSM_UP_LysB_10cm	Unknown	3.233 	1069.0949 	79.86 	16.0513 	106.48 
15	3_MSM_UP_LysC_10cm	Unknown	3.230 	1527.3732 	85.27 	22.9319 	149.58 
16	3_MSM_UP_LysC_10cm_dup	Unknown	3.230 	1458.6148 	84.49 	21.8996 	143.37 
17	3_MSM_UP_LysC_10cm_spk	Unknown	3.230 	1440.0924 	79.36 	21.6215 	141.08 
18	4_MSM_UP_LysA_20cm	Unknown	3.230 	2031.2610 	86.97 	30.4972 	196.20 
19	5_MSM_UP_LysB_20cm	Unknown	3.230 	1237.6007 	82.18 	18.5813 	122.32 
