"","QAQC_flag","FE_2_Conc_Final","FE_3_Conc_Final","FE_tot_Conc_Final","ID_full","Run_notes"
"1","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",80.4876100543741,4.17623327685592,84.6638433312301,"Plate7_8_202509_SWH_UP_A_45","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"2","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",86.5715844789124,0,86.5715844789124,"Plate7_8_202509_SWH_UP_A_45","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"3","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",77.445622842105,0,77.445622842105,"Plate7_8_202509_SWH_UP_A_45","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"4","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",89.6135716911816,0,89.6135716911816,"Plate7_8_202509_SWH_UP_B_20","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"5","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",101.781520540258,0,101.781520540258,"Plate7_8_202509_SWH_UP_B_20","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"6","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",80.4876100543741,0,80.4876100543741,"Plate7_8_202509_SWH_UP_B_20","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"7","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",169.710712285449,0,169.710712285449,"Plate7_1_202509_SWH_SWAMP_C_20","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"8","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",160.861702262064,0,160.861702262064,"Plate7_1_202509_SWH_SWAMP_C_20","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"9","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",160.395964892412,0,160.395964892412,"Plate7_1_202509_SWH_SWAMP_C_20","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"10","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",10.5219041721839,0,10.5219041721839,"Plate7_8_202509_SWH_UP_B_10","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"11","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",4.43792974764558,0,4.43792974764558,"Plate7_8_202509_SWH_UP_B_10","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"12","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",10.5219041721839,0,10.5219041721839,"Plate7_8_202509_SWH_UP_B_10","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"13","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",57.9722498500358,36.7155037855929,94.6877536356287,"Plate7_1_202509_SWH_SWAMP_A_45","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"14","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",84.9465110088099,0,84.9465110088099,"Plate7_1_202509_SWH_SWAMP_A_45","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"15","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",89.1381473356767,14.5763419934492,103.714489329126,"Plate7_1_202509_SWH_SWAMP_A_45","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"16","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",57.5920014485021,0,57.5920014485021,"Plate7_1_202509_SWH_SWAMP_C_45","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"17","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",30.9746133411471,91.6463780306664,122.620991371813,"Plate7_1_202509_SWH_SWAMP_C_45","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
"18","FE_2_diff Std curve r2 low; Fe2 Chk Std 9 out of range; Fe3 Chk Std 60 out of range",27.932626128878,40.0909737153329,68.0235998442109,"Plate7_1_202509_SWH_SWAMP_C_45","The Fe2 diff std curve R squared is 0.9747518, which is  below the 0.985 cutoff, 
but Melanie suggested this is okay because this is the difference curve whihc is more sensitive. 
Removed 45 uM Fe_2 B standard because it was off. 
The check stds for FE3 60 uM were all bad, and other check standards were bad on some plates.
<60% of Spikes are within range. We tend to have issues with the spikes. "
