[Header]	
System	Smithsonian TCTN	
S/W Version	1.00	
User	sjw	
Date/Time	5/15/2024 1:53:23 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	NPOC/TN	DI	Untitled					-0.06371	0.00266	mg/L	0	12/30/2023 11:03:30 AM	
Unknown	NPOC/TN	DI	Untitled					-0.1051	-0.00426	mg/L	0	12/30/2023 11:24:38 AM	
Unknown	NPOC/TN	Chk_Std_1mgCN	Untitled					0.9003	0.8728	mg/L	1	12/30/2023 11:53:00 AM	
Unknown	NPOC/TN	DI	Untitled					-0.00388	-0.00596	mg/L	0	12/30/2023 12:12:38 PM	
Unknown	NPOC/TN	DI	Untitled					-0.09884	0.00395	mg/L	0	12/30/2023 12:33:11 PM	
Standard	NPOC	CalCurve_C	Untitled					100.0		mg/L	2, 3, 4, 5, 6, 7, 8, 9	12/30/2023 2:54:18 PM	
Unknown	NPOC/TN	DI	Untitled					0.1826	-0.00301	mg/L	0	12/30/2023 3:12:53 PM	
Standard	TN	CalCurve_N	Untitled						3.000	mg/L	10, 11, 12, 13, 14, 15, 16	12/30/2023 5:22:22 PM	
Unknown	NPOC/TN	DI	Untitled					0.1366	0.3507	mg/L	0	12/30/2023 5:48:13 PM	
Unknown	NPOC/TN	Chk_Std_1mgCN	Untitled					1.290	-0.7115	mg/L	17	12/30/2023 6:16:32 PM	
Unknown	NPOC/TN	DI	Untitled					0.1540	-0.8819	mg/L	0	12/30/2023 6:29:30 PM	
Unknown	NPOC/TN	1_202311_MSM_UP_LysB_10cm	Untitled					25.71	4.083	mg/L	18	12/30/2023 6:56:36 PM	
Unknown	NPOC/TN	2_202311_MSM_UP_LysC_10cm	Untitled					28.38	3.735	mg/L	19	12/30/2023 7:15:08 PM	
Unknown	NPOC/TN	3_202311_MSM_UP_LysC_20cm	Untitled					30.02	4.056	mg/L	20	12/30/2023 7:42:51 PM	
Unknown	NPOC/TN	4_202311_MSM_UP_LysC_45cm	Untitled					24.95	9.567	mg/L	21	12/30/2023 8:09:28 PM	
Unknown	NPOC/TN	5_202311_MSM_TR_LysA_10cm	Untitled					20.19	5.890	mg/L	22	12/30/2023 8:27:25 PM	
Unknown	NPOC/TN	6_202311_MSM_TR_LysA_20cm	Untitled					17.89	16.70	mg/L	23	12/30/2023 8:51:46 PM	
Unknown	NPOC/TN	7_202311_MSM_TR_LysA_45cm	Untitled					15.79	6.624	mg/L	24	12/30/2023 9:19:55 PM	
Unknown	NPOC/TN	8_202311_MSM_TR_LysB_10cm	Untitled					25.95	13.00	mg/L	25	12/30/2023 9:45:26 PM	
Unknown	NPOC/TN	9_202311_MSM_TR_LysB_20cm	Untitled					0.000	0.000	mg/L	26		
Unknown	NPOC/TN	10_202311_MSM_TR_LysB_45cm	Untitled					21.92	-0.8606	mg/L	27	12/31/2023 11:43:51 AM	
Unknown	NPOC/TN	11_202311_MSM_TR_LysC_10cm	Untitled					21.07	13.20	mg/L	28	12/31/2023 12:11:41 PM	
Unknown	NPOC/TN	11_202311_MSM_TR_LysC_10cm_dup	Untitled					18.30	13.69	mg/L	29	12/31/2023 12:35:11 PM	
Unknown	NPOC/TN	Chk_Std_1mgCN	Untitled					1.290	5.454	mg/L	30	12/31/2023 1:02:45 PM	
Unknown	NPOC/TN	DI	Untitled					0.1366	-0.8544	mg/L	0	12/31/2023 1:25:44 PM	
Unknown	NPOC/TN	12_202311_MSM_TR_LysC_20cm	Untitled					18.51	21.08	mg/L	31	12/31/2023 1:50:56 PM	
Unknown	NPOC/TN	13_202311_MSM_TR_LysC_45cm	Untitled					15.38	10.54	mg/L	32	12/31/2023 2:29:23 PM	
Unknown	NPOC/TN	14_202311_MSM_WC_LysA_10cm	Untitled					37.19	2.347	mg/L	33	12/31/2023 2:57:29 PM	
Unknown	NPOC/TN	15_202311_MSM_WC_LysA_20cm	Untitled					51.73	5.201	mg/L	34	12/31/2023 3:16:36 PM	
