"","intercept","r2","analyte","curve","run_date","slope"
"1",0.781319569553847,0.99982644008342,"C","NPOC (mg/L)",2024-05-31,3.73538246156958
"2",2.27594022524703,0.194189785053408,"C","NPOC (mg/L)",2024-06-03,1.94401194671274
"3",0.14219953604568,0.999542349593645,"N","TN (mg/L)",2024-05-31,9.50117872947894
"4",-1.2548449023258,0.999140316426813,"C","NPOC (mg/L)",2024-06-29,3.75680091637028
"5",-1.24993728932637,0.999216284817748,"C","NPOC (mg/L)",2024-06-30,3.7702332588828
"6",-0.811370949321912,0.994251768317831,"N","TN (mg/L)",2024-06-29,9.13317801570307
"7",0.261101891506069,0.999161820623617,"N","TN (mg/L)",2024-06-30,8.20185082084225
"8",0.525871649840104,0.999692562949114,"C","NPOC (mg/L)",2024-07-31,3.78056265098558
"9",-0.585683055806897,0.999730487777905,"C","NPOC (mg/L)",2024-08-03,4.46497145820063
"10",-0.0484668451106324,0.998928480401606,"N","TN (mg/L)",2024-07-31,9.53610463954318
"11",0.16308447537473,0.997928783202393,"N","TN (mg/L)",2024-08-03,9.29003697359029
"12",-0.509978172417253,0.999770270118076,"C","NPOC (mg/L)",2024-08-24,5.8000130847032
"13",-0.292251029055459,0.999773256586845,"C","NPOC (mg/L)",2024-08-29,5.46733291012329
"14",0.556972341184867,0.998052153484585,"N","TN (mg/L)",2024-08-24,8.1908857958601
"15",0.159644396859387,0.997555429053937,"N","TN (mg/L)",2024-08-29,8.24644568165596
"16",-27.0178873355732,0.795202413188048,"C","NPOC (mg/L)",2024-10-07,6.14262541724646
"17",3.90424266224881,0.999681662836293,"C","NPOC (mg/L)",2024-10-10,5.73331869655988
"18",0.102454032833692,0.997087066636119,"N","TN (mg/L)",2024-10-10,11.1002618129907
"19",0.785168330184915,0.999577919902414,"C","NPOC (mg/L)",2024-10-28,3.81815004743146
"20",0.0943843326195601,0.996207495710191,"N","TN (mg/L)",2024-10-28,10.9023073518915
"21",1.89791827300291,0.999804085876364,"C","NPOC (mg/L)",2024-11-26,3.84335086064629
"22",2.45713155508658,0.999898381431328,"C","NPOC (mg/L)",2024-11-29,4.23832297860436
"23",0.780766666666667,0.994419488762262,"N","TN (mg/L)",2024-11-26,9.1156
"24",-0.85329457364341,0.996954741350104,"N","TN (mg/L)",2024-11-27,11.552015503876
"25",0.236439828693795,0.997018083376634,"N","TN (mg/L)",2024-11-29,10.9820311206281
