"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","ic_mgL","ic_uM","ic_flag","Analysis_rundate","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","GCW","UP","B",20,"GCW_202208_UP_LysB_20cm",2022,8,15,NA,NA,4.962,413.121305469986,"","9/8/2022 1:37:11 PM",NA,NA
"2","COMPASS: Synoptic","CB","GWI","UP","A",20,"GWI_202208_UP_LysA_20cm",2022,8,18,NA,NA,17.43,1451.16976105237,"","9/8/2022 7:20:01 PM",NA,NA
"3","COMPASS: Synoptic","CB","GWI","UP","A",45,"GWI_202208_UP_LysA_45cm",2022,8,18,NA,NA,23.82,1983.1820830905,"","9/8/2022 7:36:31 PM",NA,NA
"4","COMPASS: Synoptic","CB","GWI","UP","B",10,"GWI_202208_UP_LysB_10cm",2022,8,18,NA,NA,7.018,584.297727083507,"","9/8/2022 7:48:38 PM",NA,NA
"5","COMPASS: Synoptic","CB","GWI","UP","B",20,"GWI_202208_UP_LysB_20cm",2022,8,18,NA,NA,16.3,1357.08933477646,"","9/8/2022 8:04:31 PM",NA,NA
"6","COMPASS: Synoptic","CB","GWI","UP","B",45,"GWI_202208_UP_LysB_45cm",2022,8,18,NA,NA,26.69,2222.12971442844,"","9/8/2022 8:18:20 PM",NA,NA
"7","COMPASS: Synoptic","CB","GWI","UP","C",10,"GWI_202208_UP_LysC_10cm",2022,8,18,NA,NA,17.91,1491.13312796603,"","9/8/2022 8:37:00 PM",NA,NA
"8","COMPASS: Synoptic","CB","GWI","UP","C",20,"GWI_202208_UP_LysC_20cm",2022,8,18,NA,NA,22.78,1896.5947881109,"","9/8/2022 8:50:49 PM",NA,NA
"9","COMPASS: Synoptic","CB","MSM","UP","A",20,"MSM_202208_UP_LysA_20cm",2022,8,31,NA,NA,30.74,2559.32062276247,"","9/9/2022 2:31:08 AM",NA,NA
"10","COMPASS: Synoptic","CB","MSM","UP","B",10,"MSM_202208_UP_LysB_10cm",2022,8,31,NA,NA,25.3,2106.40246440763,"","9/9/2022 2:45:09 AM",NA,NA
"11","COMPASS: Synoptic","CB","MSM","UP","B",20,"MSM_202208_UP_LysB_20cm",2022,8,31,NA,NA,26.92,2241.27882774124,"","9/9/2022 3:02:23 AM",NA,NA
"12","COMPASS: Synoptic","CB","MSM","UP","C",10,"MSM_202208_UP_LysC_10cm",2022,8,31,NA,NA,32.42,2699.19240696029,"","9/9/2022 3:16:28 AM",NA,NA
"13","COMPASS: Synoptic","CB","MSM","UP","C",20,"MSM_202208_UP_LysC_20cm",2022,8,31,NA,NA,38.29,3187.91108150862,"","9/9/2022 3:30:45 AM",NA,NA
"14","COMPASS: Synoptic","CB","GCW","TR","A",20,"GCW_202208_TR_LysA_20cm",2022,8,15,NA,NA,42.06,3501.79002580967,"","9/8/2022 1:52:30 PM",NA,NA
"15","COMPASS: Synoptic","CB","GCW","TR","C",20,"GCW_202208_TR_LysC_20cm",2022,8,15,NA,NA,92.35,7688.78528015985,"","9/8/2022 2:09:52 PM",NA,NA
"16","COMPASS: Synoptic","CB","GWI","TR","A",10,"GWI_202208_TR_LysA_10cm",2022,8,18,NA,NA,42.45,3534.26026142703,"","9/8/2022 9:05:23 PM",NA,NA
"17","COMPASS: Synoptic","CB","GWI","TR","A",20,"GWI_202208_TR_LysA_20cm",2022,8,18,NA,NA,80.66,6715.51078178337,"","9/8/2022 9:27:21 PM",NA,NA
"18","COMPASS: Synoptic","CB","GWI","TR","B",10,"GWI_202208_TR_LysB_10cm",2022,8,18,NA,NA,25.67,2137.20755973691,"","9/8/2022 9:42:24 PM",NA,NA
"19","COMPASS: Synoptic","CB","GWI","TR","B",20,"GWI_202208_TR_LysB_20cm",2022,8,18,NA,NA,67.63,5630.67188410624,"","9/8/2022 10:02:46 PM",NA,NA
"20","COMPASS: Synoptic","CB","GWI","TR","B",45,"GWI_202208_TR_LysB_45cm",2022,8,18,NA,NA,62.54,5206.89368079261,"","9/8/2022 10:25:42 PM",NA,NA
"21","COMPASS: Synoptic","CB","GWI","TR","C",20,"GWI_202208_TR_LysC_20cm",2022,8,18,NA,NA,37.87,3152.94313545916,"","9/8/2022 11:34:11 PM",NA,NA
"22","COMPASS: Synoptic","CB","MSM","TR","A",10,"MSM_202208_TR_LysA_10cm",2022,8,31,NA,NA,18.3,1523.60336358338,"","9/9/2022 4:19:24 AM",NA,NA
"23","COMPASS: Synoptic","CB","MSM","TR","A",20,"MSM_202208_TR_LysA_20cm",2022,8,31,NA,NA,42.4,3530.09741070685,"","9/9/2022 4:34:01 AM",NA,NA
"24","COMPASS: Synoptic","CB","MSM","TR","B",10,"MSM_202208_TR_LysB_10cm",2022,8,31,NA,NA,27.29,2272.08392307052,"","9/9/2022 4:51:10 AM",NA,NA
"25","COMPASS: Synoptic","CB","MSM","TR","B",20,"MSM_202208_TR_LysB_20cm",2022,8,31,NA,NA,57.36,4775.62234618267,"","9/9/2022 5:14:26 AM",NA,NA
"26","COMPASS: Synoptic","CB","MSM","TR","B",45,"MSM_202208_TR_LysB_45cm",2022,8,31,NA,NA,74.84,6230.95495795521,"","9/9/2022 5:40:21 AM",NA,NA
"27","COMPASS: Synoptic","CB","MSM","TR","C",10,"MSM_202208_TR_LysC_10cm",2022,8,31,NA,NA,17.09,1422.86237615519,"","9/9/2022 5:53:39 AM",NA,NA
"28","COMPASS: Synoptic","CB","MSM","TR","C",20,"MSM_202208_TR_LysC_20cm",2022,8,31,NA,NA,39.06,3252.01898259928,"","9/9/2022 6:08:13 AM",NA,NA
"29","COMPASS: Synoptic","CB","MSM","TR","C",45,"MSM_202208_TR_LysC_45cm",2022,8,31,NA,NA,26.4,2197.98518025144,"","9/9/2022 6:22:12 AM",NA,NA
"30","COMPASS: Synoptic","CB","GCW","WC","A",10,"GCW_202208_WC_LysA_10cm",2022,8,15,NA,NA,90.1,7501.45699775206,"","9/8/2022 5:05:21 PM",NA,NA
"31","COMPASS: Synoptic","CB","GCW","WC","A",20,"GCW_202208_WC_LysA_20cm",2022,8,15,NA,NA,140.3,11680.9591208059,"","9/8/2022 5:35:59 PM",NA,NA
"32","COMPASS: Synoptic","CB","GCW","WC","A",45,"GCW_202208_WC_LysA_45cm",2022,8,15,NA,NA,192.8,16051.9523769878,"","9/8/2022 5:54:19 PM",NA,NA
"33","COMPASS: Synoptic","CB","GCW","SW","A",0,"GCW_202208_SW_A",2022,8,15,NA,NA,18.19,1514.445091999,"","9/8/2022 6:38:58 PM",NA,NA
"34","COMPASS: Synoptic","CB","GCW","SW","B",0,"GCW_202208_SW_B",2022,8,15,NA,NA,18.03,1501.12396969445,"","9/8/2022 6:52:46 PM",NA,NA
"35","COMPASS: Synoptic","CB","GCW","SW","C",0,"GCW_202208_SW_C",2022,8,15,NA,NA,18,1498.62625926234,"","9/8/2022 7:06:25 PM",NA,NA
"36","COMPASS: Synoptic","CB","GWI","SW","A",0,"GWI_202208_SW_A",2022,8,18,NA,NA,21.12,1758.38814420115,"","9/9/2022 1:45:54 AM",NA,NA
"37","COMPASS: Synoptic","CB","GWI","SW","B",0,"GWI_202208_SW_B",2022,8,18,NA,NA,20.44,1701.77337440679,"","9/9/2022 1:59:52 AM",NA,NA
"38","COMPASS: Synoptic","CB","GWI","SW","C",0,"GWI_202208_SW_C",2022,8,18,NA,NA,20.27,1687.61968195821,"","9/9/2022 2:13:42 AM",NA,NA
"39","COMPASS: Synoptic","CB","MSM","SW","A",0,"MSM_202208_SW_A",2022,8,31,NA,NA,21.15,1760.88585463325,"","9/9/2022 9:12:28 AM",NA,NA
"40","COMPASS: Synoptic","CB","MSM","SW","B",0,"MSM_202208_SW_B",2022,8,31,NA,NA,20.71,1724.25276829573,"","9/9/2022 9:26:21 AM",NA,NA
"41","COMPASS: Synoptic","CB","MSM","SW","C",0,"MSM_202208_SW_C",2022,8,31,NA,NA,20.54,1710.09907584714,"","9/9/2022 9:40:14 AM",NA,NA
"42","COMPASS: Synoptic","CB","MSM","UP","A",20,"MSM_202209_UP_LysA_20cm",2022,9,18,NA,NA,21.77,1812.5052035634,NA,"9/20/2022 6:16:02 PM",NA,NA
"43","COMPASS: Synoptic","CB","MSM","UP","B",10,"MSM_202209_UP_LysB_10cm",2022,9,18,NA,NA,19.17,1596.0369661144,NA,"9/20/2022 6:30:09 PM",NA,NA
"44","COMPASS: Synoptic","CB","MSM","UP","C",10,"MSM_202209_UP_LysC_10cm",2022,9,18,NA,NA,21.61,1799.18408125885,NA,"9/20/2022 6:44:16 PM",NA,NA
"45","COMPASS: Synoptic","CB","MSM","UP","C",20,"MSM_202209_UP_LysC_20cm",2022,9,18,NA,NA,34.39,2863.20872533511,NA,"9/20/2022 6:58:51 PM",NA,NA
"46","COMPASS: Synoptic","CB","MSM","TR","A",10,"MSM_202209_TR_LysA_10cm",2022,9,18,NA,NA,62.6,5211.88910165682,NA,"9/20/2022 7:20:49 PM",NA,NA
"47","COMPASS: Synoptic","CB","MSM","TR","A",20,"MSM_202209_TR_LysA_20cm",2022,9,18,NA,NA,39.6,3296.97777037715,NA,"9/20/2022 7:40:07 PM",NA,NA
"48","COMPASS: Synoptic","CB","MSM","TR","B",10,"MSM_202209_TR_LysB_10cm",2022,9,18,NA,NA,42.04,3500.12488552161,NA,"9/20/2022 7:55:08 PM",NA,NA
"49","COMPASS: Synoptic","CB","MSM","TR","B",20,"MSM_202209_TR_LysB_20cm",2022,9,18,NA,NA,42.05,3500.95745566564,NA,"9/20/2022 8:10:17 PM",NA,NA
