Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.49	0.4031	6.22	0.3536	2.46
6	Standard 2	Calibration Standard	4.483	0.8919	6.59	0.7824	5.34
7	Standard 3	Calibration Standard	4.48	1.8735	6.75	1.6435	10.97
8	Standard 4	Calibration Standard	4.437	9.9194	6.89	8.7014	54.36
9	Standard 5	Calibration Standard	4.397	20.0608	6.92	17.5975	101.25
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	1_GCW_202507_UP_LysA_20cm	Unknown	4.48	0.4165	0.09	0.0073	0.04
13	2_GCW_202507_UP_LysB_10cm	Unknown	4.49	2.7658	0.6	0.0485	0.29
14	3_GCW_202507_UP_LysB_20cm	Unknown	4.49	1.6748	0.36	0.0294	0.19
15	5_GCW_202507_TR_LysA_20cm	Unknown	4.483	23.6017	4.16	0.4141	2.82
16	6_GCW_202507_TR_LysA_45cm	Unknown	4.487	6.1443	0.82	0.1078	0.72
17	7_GCW_202507_TR_LysB_10cm	Unknown	4.483	41.7017	5.81	0.7316	4.96
18	8_GCW_202507_TR_LysB_20cm	Unknown	4.483	39.7572	6.25	0.6975	4.73
19	9_GCW_202507_TR_LysB_45cm	Unknown	4.3	8.5992	1.43	0.1509	0
20	10_GCW_202507_TR_LysC_10cm	Unknown	4.483	35.1292	4.9	0.6163	4.18
