Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.28	5.1202	92.99	6.1214	61.63
6	Standard 2	Calibration Standard	3.28	10.0486	93.21	12.0135	119.72
7	Standard 3	Calibration Standard	3.277	19.992	93.13	23.9013	235.91
8	Standard 4	Calibration Standard	3.26	100.532	93.05	120.1902	1142.75
9	Standard 5	Calibration Standard	3.257	199.7294	93.03	238.7846	2166.04
10	Lab Blank	Unknown	3.283	0.0186	100	0.0222	0.19
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	1_GCW_202509_TR_LysB_45cm	Unknown	3.28	353.8576	51.4	8.461	86.9
13	2_GCW_202509_TR_LysB_20cm	Unknown	3.28	693.382	66.88	16.5793	168.13
14	3_GCW_202509_TR_LysB_10cm	Unknown	3.27	2711.1142	82.44	64.825	636.67
15	4_GCW_202509_TR_LysA_45cm	Unknown	3.283	189.8518	35.63	4.5395	47.29
16	5_GCW_202509_TR_LysA_20cm	Unknown	3.28	231.6573	40.49	5.5391	57.53
17	6_GCW_202509_WC_LysA_20cm	Unknown	3.267	5812.039	90.76	69.4853	678.53
18	7_GCW_202509_WC_LysA_10cm	Unknown	3.263	6043.0791	92.12	72.2475	705.86
19	8_GCW_202509_TR_LysC_45cm	Unknown	3.28	774.5324	68.43	18.5197	187.63
20	9_GCW_202509_TR_LysC_20cm	Unknown	3.273	1271.4205	74.55	30.4007	300.66
