Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.277	5.1027	92.76	6.1159	60.43
6	Standard 2	Calibration Standard	3.273	9.8236	93.28	11.7744	115.79
7	Standard 3	Calibration Standard	3.273	19.7096	93.16	23.6235	230.17
8	Standard 4	Calibration Standard	3.257	99.9939	93.08	119.8504	1125.06
9	Standard 5	Calibration Standard	3.26	200.0384	93.08	239.7616	2149.5
10	Lab Blank	Unknown	3.28	0.0188	100	0.0225	0.19
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	1_SWH_202511_UP_LysA_10cm	Unknown	3.28	63.4854	16.52	1.5218	15.75
13	2_SWH_202511_UP_LysA_20cm	Unknown	3.277	16.7962	4.81	0.4026	4.24
14	3_SWH_202511_UP_LysA_45cm	Unknown	3.283	11.0936	2.84	0.2659	2.81
15	4_SWH_202511_UP_LysB_10cm	Unknown	3.28	167.8123	34.11	4.0227	41.09
16	5_SWH_202511_UP_LysB_20cm	Unknown	3.28	80.2279	19.39	1.9232	19.9
17	6_SWH_202511_UP_LysB_45cm	Unknown	3.28	19.1515	5.2	0.4591	4.83
18	7_SWH_202511_UP_LysC_10cm	Unknown	3.277	586.1864	61.32	14.0518	140.54
19	8_SWH_202511_UP_LysC_20cm	Unknown	3.28	172.1407	33.48	4.1265	42.18
20	9_SWH_202511_UP_LysC_45cm	Unknown	3.277	28.4106	7.9	0.681	7.11
