"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","NOx_Conc_mgL","NOx_Conc_uM","NOx_Conc_Flag","NOx_QAQC_Flag","NH3_Conc_mgL","NH3_Conc_uM","NH3_Conc_Flag","NH3_QAQC_Flag","PO4_Conc_mgL","PO4_Conc_uM","PO4_Conc_Flag","PO4_QAQC_Flag","Analysis_rundate","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","GCW","SW","A",0,"GCW_202405_SW_A",2024,5,23,NA,NA,0.013321,0.9510448571041,"bdl","NOx blanks out of range",0.062276,4.446157910143,"Within_Range",NA,0.037678,1.2164489415267,"Within_Range",NA,"5/12/2025","Some sample IDs are missing from metadata: 
  MSM_202405_UP_LysA_10cm
  MSM_202405_UP_LysA_20cm
  MSM_202405_WC_LysC_20cm
  GWI_202405_TR_LysC_45cm. 
  It looks like NH3 was only ran for GCW, MSM, and SWH. 
  It looks like PO4 was only ran for GCW and MSM. 
  Mean NOx Reduction Efficiency is less than 95% (94.18327%). 
  Most of the NOx blanks are above the lower 25% quartile of samples. 
  3 NOx dups and one NH3 dup have high CVs, but more than 60% have low CVs. 
  2 NOx spikes have high CVs, but more than 60% have low CVs.",NA
"2","COMPASS: Synoptic","CB","GCW","SW","B",0,"GCW_202405_SW_B",2024,5,23,NA,NA,0.017195,1.22762677861309,"bdl","NOx blanks out of range",0.058668,4.18856690012637,"Within_Range",NA,0.051697,1.66905783030166,"Within_Range",NA,"5/12/2025","Some sample IDs are missing from metadata: 
  MSM_202405_UP_LysA_10cm
  MSM_202405_UP_LysA_20cm
  MSM_202405_WC_LysC_20cm
  GWI_202405_TR_LysC_45cm. 
  It looks like NH3 was only ran for GCW, MSM, and SWH. 
  It looks like PO4 was only ran for GCW and MSM. 
  Mean NOx Reduction Efficiency is less than 95% (94.18327%). 
  Most of the NOx blanks are above the lower 25% quartile of samples. 
  3 NOx dups and one NH3 dup have high CVs, but more than 60% have low CVs. 
  2 NOx spikes have high CVs, but more than 60% have low CVs.",NA
"3","COMPASS: Synoptic","CB","GCW","SW","C",0,"GCW_202405_SW_C",2024,5,23,NA,NA,0.033271,2.37536321903089,"Within_Range","NOx blanks out of range",0.072053,5.14418099909329,"Within_Range",NA,0.046873,1.51331310675145,"Within_Range",NA,"5/12/2025","Some sample IDs are missing from metadata: 
  MSM_202405_UP_LysA_10cm
  MSM_202405_UP_LysA_20cm
  MSM_202405_WC_LysC_20cm
  GWI_202405_TR_LysC_45cm. 
  It looks like NH3 was only ran for GCW, MSM, and SWH. 
  It looks like PO4 was only ran for GCW and MSM. 
  Mean NOx Reduction Efficiency is less than 95% (94.18327%). 
  Most of the NOx blanks are above the lower 25% quartile of samples. 
  3 NOx dups and one NH3 dup have high CVs, but more than 60% have low CVs. 
  2 NOx spikes have high CVs, but more than 60% have low CVs.",NA
"4","COMPASS: Synoptic","CB","GCW","TR","A",20,"GCW_202405_TR_LysA_20cm",2024,5,23,NA,NA,0.014281,1.01958348504644,"bdl","NOx blanks out of range",0.300635,21.4636566785895,"Within_Range",NA,0.004993,0.16120095453694,"Within_Range",NA,"5/12/2025","Some sample IDs are missing from metadata: 
  MSM_202405_UP_LysA_10cm
  MSM_202405_UP_LysA_20cm
  MSM_202405_WC_LysC_20cm
  GWI_202405_TR_LysC_45cm. 
  It looks like NH3 was only ran for GCW, MSM, and SWH. 
  It looks like PO4 was only ran for GCW and MSM. 
  Mean NOx Reduction Efficiency is less than 95% (94.18327%). 
  Most of the NOx blanks are above the lower 25% quartile of samples. 
  3 NOx dups and one NH3 dup have high CVs, but more than 60% have low CVs. 
  2 NOx spikes have high CVs, but more than 60% have low CVs.",NA
"5","COMPASS: Synoptic","CB","GCW","TR","A",45,"GCW_202405_TR_LysA_45cm",2024,5,23,NA,NA,0.023094,1.64878236843796,"bdl","NOx blanks out of range",0.18828,13.4421384051918,"Within_Range",NA,0.003744,0.120876501859864,"Within_Range",NA,"5/12/2025","Some sample IDs are missing from metadata: 
  MSM_202405_UP_LysA_10cm
  MSM_202405_UP_LysA_20cm
  MSM_202405_WC_LysC_20cm
  GWI_202405_TR_LysC_45cm. 
  It looks like NH3 was only ran for GCW, MSM, and SWH. 
  It looks like PO4 was only ran for GCW and MSM. 
  Mean NOx Reduction Efficiency is less than 95% (94.18327%). 
  Most of the NOx blanks are above the lower 25% quartile of samples. 
  3 NOx dups and one NH3 dup have high CVs, but more than 60% have low CVs. 
  2 NOx spikes have high CVs, but more than 60% have low CVs.",NA
"6","COMPASS: Synoptic","CB","GCW","TR","B",10,"GCW_202405_TR_LysB_10cm",2024,5,23,NA,NA,0.016481,1.17665117408098,"bdl","NOx blanks out of range",0.129936,9.27670329199597,"Within_Range",NA,0.010518,0.339577736795421,"Within_Range",NA,"5/12/2025","Some sample IDs are missing from metadata: 
  MSM_202405_UP_LysA_10cm
  MSM_202405_UP_LysA_20cm
  MSM_202405_WC_LysC_20cm
  GWI_202405_TR_LysC_45cm. 
  It looks like NH3 was only ran for GCW, MSM, and SWH. 
  It looks like PO4 was only ran for GCW and MSM. 
  Mean NOx Reduction Efficiency is less than 95% (94.18327%). 
  Most of the NOx blanks are above the lower 25% quartile of samples. 
  3 NOx dups and one NH3 dup have high CVs, but more than 60% have low CVs. 
  2 NOx spikes have high CVs, but more than 60% have low CVs.",NA
"7","COMPASS: Synoptic","CB","GCW","TR","B",20,"GCW_202405_TR_LysB_20cm",2024,5,23,NA,NA,0.026606,1.89951951566036,"Within_Range","NOx blanks out of range",0.464146,33.1374270884648,"Within_Range",NA,0.020121,0.64961434132541,"Within_Range",NA,"5/12/2025","Some sample IDs are missing from metadata: 
  MSM_202405_UP_LysA_10cm
  MSM_202405_UP_LysA_20cm
  MSM_202405_WC_LysC_20cm
  GWI_202405_TR_LysC_45cm. 
  It looks like NH3 was only ran for GCW, MSM, and SWH. 
  It looks like PO4 was only ran for GCW and MSM. 
  Mean NOx Reduction Efficiency is less than 95% (94.18327%). 
  Most of the NOx blanks are above the lower 25% quartile of samples. 
  3 NOx dups and one NH3 dup have high CVs, but more than 60% have low CVs. 
  2 NOx spikes have high CVs, but more than 60% have low CVs.",NA
"8","COMPASS: Synoptic","CB","GCW","TR","B",45,"GCW_202405_TR_LysB_45cm",2024,5,23,NA,NA,0.023599,1.6848365425118,"bdl","NOx blanks out of range",0.205353,14.6610550665039,"Within_Range",NA,0.017225,0.556115850570557,"Within_Range",NA,"5/12/2025","Some sample IDs are missing from metadata: 
  MSM_202405_UP_LysA_10cm
  MSM_202405_UP_LysA_20cm
  MSM_202405_WC_LysC_20cm
  GWI_202405_TR_LysC_45cm. 
  It looks like NH3 was only ran for GCW, MSM, and SWH. 
  It looks like PO4 was only ran for GCW and MSM. 
  Mean NOx Reduction Efficiency is less than 95% (94.18327%). 
  Most of the NOx blanks are above the lower 25% quartile of samples. 
  3 NOx dups and one NH3 dup have high CVs, but more than 60% have low CVs. 
  2 NOx spikes have high CVs, but more than 60% have low CVs.",NA
"9","COMPASS: Synoptic","CB","GCW","TR","C",10,"GCW_202405_TR_LysC_10cm",2024,5,23,NA,NA,0.023409,1.67127160573154,"bdl","NOx blanks out of range",0.106272,7.58722611321725,"Within_Range",NA,0.004378,0.141345439407715,"Within_Range",NA,"5/12/2025","Some sample IDs are missing from metadata: 
  MSM_202405_UP_LysA_10cm
  MSM_202405_UP_LysA_20cm
  MSM_202405_WC_LysC_20cm
  GWI_202405_TR_LysC_45cm. 
  It looks like NH3 was only ran for GCW, MSM, and SWH. 
  It looks like PO4 was only ran for GCW and MSM. 
  Mean NOx Reduction Efficiency is less than 95% (94.18327%). 
  Most of the NOx blanks are above the lower 25% quartile of samples. 
  3 NOx dups and one NH3 dup have high CVs, but more than 60% have low CVs. 
  2 NOx spikes have high CVs, but more than 60% have low CVs.",NA
"10","COMPASS: Synoptic","CB","GCW","TR","C",20,"GCW_202405_TR_LysC_20cm",2024,5,23,NA,NA,0.02225,1.58852549137199,"bdl","NOx blanks out of range",0.373811,26.6880135934945,"Within_Range",NA,0.006326,0.204237380012153,"Within_Range",NA,"5/12/2025","Some sample IDs are missing from metadata: 
  MSM_202405_UP_LysA_10cm
  MSM_202405_UP_LysA_20cm
  MSM_202405_WC_LysC_20cm
  GWI_202405_TR_LysC_45cm. 
  It looks like NH3 was only ran for GCW, MSM, and SWH. 
  It looks like PO4 was only ran for GCW and MSM. 
  Mean NOx Reduction Efficiency is less than 95% (94.18327%). 
  Most of the NOx blanks are above the lower 25% quartile of samples. 
  3 NOx dups and one NH3 dup have high CVs, but more than 60% have low CVs. 
  2 NOx spikes have high CVs, but more than 60% have low CVs.",NA
