[Header]	
System	Smithsonian TCTN	
S/W Version	1.00	
User	SJW	
Date/Time	11/8/2022 1:52:20 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	IC	Cond_Blank1	Untitled			0.2920				mg/L	0	9/20/2022 1:17:08 PM	
Unknown	IC	Cond_Blank2	Untitled			1.476				mg/L	0	9/20/2022 1:30:24 PM	
Unknown	IC	Cond_Blank3	Untitled			1.462				mg/L	0	9/20/2022 1:43:50 PM	
Unknown	IC	Blank1	Untitled			1.343				mg/L	1	9/20/2022 1:56:49 PM	
Unknown	IC	Chk_80mgL_1	Untitled			79.13				mg/L	2	9/20/2022 2:22:29 PM	
Standard	IC	DIC_CalCurve	Untitled			200.0				mg/L	2, 4, 5, 6, 7, 8, 9, 10, 11, 12	9/20/2022 5:07:52 PM	
Unknown	IC	Blank2	Untitled			0.8062				mg/L	13	9/20/2022 5:23:34 PM	
Unknown	IC	Chk_80mgL_2	Untitled			80.53				mg/L	14	9/20/2022 5:45:30 PM	
Unknown	IC	Cond_Blank4	Untitled			0.5873				mg/L	0	9/20/2022 5:58:14 PM	
Unknown	IC	MSM_202209_UP_LysA_20cm	Untitled			21.77				mg/L	15	9/20/2022 6:16:02 PM	
Unknown	IC	MSM_202209_UP_LysB_10cm	Untitled			19.17				mg/L	16	9/20/2022 6:30:09 PM	
Unknown	IC	MSM_202209_UP_LysC_10cm	Untitled			21.61				mg/L	17	9/20/2022 6:44:16 PM	
Unknown	IC	MSM_202209_UP_LysC_20cm	Untitled			34.39				mg/L	18	9/20/2022 6:58:51 PM	
Unknown	IC	MSM_202209_TR_LysA_10cm	Untitled			62.60				mg/L	19	9/20/2022 7:20:49 PM	
Unknown	IC	MSM_202209_TR_LysA_20cm	Untitled			39.60				mg/L	20	9/20/2022 7:40:07 PM	
Unknown	IC	MSM_202209_TR_LysB_10cm	Untitled			42.04				mg/L	21	9/20/2022 7:55:08 PM	
Unknown	IC	MSM_202209_TR_LysB_20cm	Untitled			42.05				mg/L	22	9/20/2022 8:10:17 PM	
Unknown	IC	MSM_202209_TR_LysC_10cm	Untitled			49.45				mg/L	23	9/20/2022 8:33:49 PM	
Unknown	IC	MSM_202209_TR_LysC_20cm	Untitled			51.11				mg/L	24	9/20/2022 8:53:49 PM	
Unknown	IC	MSM_202209_TR_LysC_45cm	Untitled			69.57				mg/L	25	9/20/2022 9:20:09 PM	
Unknown	IC	Cond_Blank5	Untitled			0.8584				mg/L	0	9/20/2022 9:35:14 PM	
Unknown	IC	Chk_80mgL_3	Untitled			80.63				mg/L	26	9/20/2022 9:57:10 PM	
Unknown	IC	Blank3	Untitled			0.5494				mg/L	27	9/20/2022 10:11:24 PM	
