"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","GCW","TR","A",20,"GCW_202407_TR_LYSA_20CM",2024,7,16,"","",0.0689519650655022,"Within_Range","SO4 checks perc diff out of range",0.176005641748942,"Within_Range","",0.0113005958,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"2","COMPASS: Synoptic","CB","GCW","TR","A",45,"GCW_202407_TR_LYSA_45CM",2024,7,16,"","",0.15117903930131,"Within_Range","SO4 checks perc diff out of range",0.277743300423131,"Within_Range","",0.017817722,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"3","COMPASS: Synoptic","CB","GCW","TR","B",10,"GCW_202407_TR_LYSB_10CM",2024,7,16,"","",1.12554273237679,"Within_Range","SO4 checks perc diff out of range",0.902107193229901,"Within_Range","",0.0578133179,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"4","COMPASS: Synoptic","CB","GCW","TR","B",20,"GCW_202407_TR_LYSB_20CM",2024,7,16,"","",0.167635683094198,"Within_Range","SO4 checks perc diff out of range",0.180002820874471,"Within_Range","",0.0115566477,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"5","COMPASS: Synoptic","CB","GCW","TR","B",45,"GCW_202407_TR_LYSB_45CM",2024,7,16,"","",0.074544603867748,"Within_Range","SO4 checks perc diff out of range",0.379283497884344,"Within_Range","",0.0243221992,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"6","COMPASS: Synoptic","CB","GCW","TR","C",20,"GCW_202407_TR_LYSC_20CM",2024,7,16,"","",0.240670617592015,"Within_Range","SO4 checks perc diff out of range",0.470462623413258,"Within_Range","",0.0301629653,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"7","COMPASS: Synoptic","CB","GCW","TR","C",45,"GCW_202407_TR_LYSC_45CM",2024,7,16,"","",0.0713661883967561,"Within_Range","SO4 checks perc diff out of range",2.81116784203103,"Within_Range","",0.1801042113,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"8","COMPASS: Synoptic","CB","GCW","WC","A",10,"GCW_202407_WC_LYSA_10CM",2024,7,16,"","",21.187956955708,"Within_Range","SO4 checks perc diff out of range",158.439630465444,"Within_Range","",10.1493756143,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"9","COMPASS: Synoptic","CB","GCW","WC","A",20,"GCW_202407_WC_LYSA_20CM",2024,7,16,"","",16.3387211478478,"Within_Range","SO4 checks perc diff out of range",151.056064880113,"Within_Range","",9.6763980625,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"10","COMPASS: Synoptic","CB","GCW","WC","A",45,"GCW_202407_WC_LYSA_45CM",2024,7,16,"","",4.00416406737367,"Within_Range","SO4 checks perc diff out of range",162.739613540197,"Within_Range","",10.4248245751,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"11","COMPASS: Synoptic","CB","GCW","WC","B",10,"GCW_202407_WC_LYSB_10CM",2024,7,16,"","",11.4694291952589,"Within_Range","SO4 checks perc diff out of range",114.309102961918,"Within_Range","",7.3224556639,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"12","COMPASS: Synoptic","CB","GCW","WC","B",20,"GCW_202407_WC_LYSB_20CM",2024,7,16,"","",6.10234560199626,"Within_Range","SO4 checks perc diff out of range",120.545658674189,"Within_Range","",7.7219578852,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"13","COMPASS: Synoptic","CB","GCW","WC","B",45,"GCW_202407_WC_LYSB_45CM",2024,7,16,"","",5.69855895196507,"Within_Range","SO4 checks perc diff out of range",158.698256699577,"Within_Range","",10.1659427324,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"14","COMPASS: Synoptic","CB","GCW","WC","C",10,"GCW_202407_WC_LYSC_10CM",2024,7,16,"","",19.5060885839052,"Within_Range","SO4 checks perc diff out of range",154.462753173484,"Within_Range","",9.8946242122,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"15","COMPASS: Synoptic","CB","GCW","WC","C",20,"GCW_202407_WC_LYSC_20CM",2024,7,16,"","",11.3675795383656,"Within_Range","SO4 checks perc diff out of range",115.774973201693,"Within_Range","",7.4163565996,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"16","COMPASS: Synoptic","CB","GCW","WC","C",45,"GCW_202407_WC_LYSC_45CM",2024,7,16,"","",11.0825452276981,"Within_Range","SO4 checks perc diff out of range",140.772527503526,"Within_Range","",9.0176536827,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"17","COMPASS: Synoptic","CB","GCW","SW","A",0,"GCW_202407_SW_A",2024,7,16,"","",18.7547223955084,"Within_Range","SO4 checks perc diff out of range",130.245864598025,"Within_Range","",8.3433351313,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"18","COMPASS: Synoptic","CB","GCW","SW","B",0,"GCW_202407_SW_B",2024,7,16,"","",19.0792389270119,"Within_Range","SO4 checks perc diff out of range",131.945029619182,"Within_Range","",8.4521804991,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"19","COMPASS: Synoptic","CB","GCW","SW","C",0,"GCW_202407_SW_C",2024,7,16,"","",19.3460511540861,"Within_Range","SO4 checks perc diff out of range",133.50722425952,"Within_Range","",8.5522517977,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"20","COMPASS: Synoptic","CB","MSM","UP","A",20,"MSM_202407_UP_LYSA_20CM",2024,7,18,"","",5.04070492825951,"Within_Range","SO4 checks perc diff out of range",55.3356502115656,"Within_Range","",3.5447253816,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"21","COMPASS: Synoptic","CB","MSM","UP","A",45,"MSM_202407_UP_LYSA_45CM",2024,7,18,"","",4.21765751715533,"Within_Range","SO4 checks perc diff out of range",52.1667108603667,"Within_Range","",3.3417289893,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"22","COMPASS: Synoptic","CB","MSM","UP","B",10,"MSM_202407_UP_LYSB_10CM",2024,7,18,"","",2.1734466625078,"Within_Range","SO4 checks perc diff out of range",20.2424710860367,"Within_Range","",1.2967212492,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"23","COMPASS: Synoptic","CB","MSM","UP","B",45,"MSM_202407_UP_LYSB_45CM",2024,7,18,"","",4.92843418590143,"Within_Range","SO4 checks perc diff out of range",47.6805133991537,"Within_Range","",3.0543514794,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"24","COMPASS: Synoptic","CB","MSM","UP","C",10,"MSM_202407_UP_LYSC_10CM",2024,7,18,"","",3.43441048034934,"Within_Range","SO4 checks perc diff out of range",24.1344203102962,"Within_Range","",1.5460323164,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"25","COMPASS: Synoptic","CB","MSM","UP","C",20,"MSM_202407_UP_LYSC_20CM",2024,7,18,"","",3.50862445414847,"Within_Range","SO4 checks perc diff out of range",26.9982961918195,"Within_Range","",1.7294869072,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"26","COMPASS: Synoptic","CB","MSM","UP","C",45,"MSM_202407_UP_LYSC_45CM",2024,7,18,"","",4.89705864004991,"Within_Range","SO4 checks perc diff out of range",44.656928067701,"Within_Range","",2.8606661967,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
