"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","SWH","SWAMP","A",10,"SWH_202406_UP_LYSA_10CM",2024,6,26,"","",0.0997816593886463,"Within_Range","SO4 checks perc diff out of range; SO4 dups cv out of range; SO4 dups perc diff out of range",0.190008462623413,"Within_Range","",0.0121975906,"2024-08-07","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS, 
  specifically check standards 1 and 2 were lower than expected; 
  <80% (2/4) of Sulfate Duplicates have a CV <10% - REASSESS, 
  although one of the dups had a CV of 15 which was not too much higher than the cutoff of 10; 
  <80% (3/4) of SO4 spikes have a recovery between the high and low cutoff - REASSESS; 
  The two samples from the FTS were adl; 
  One blank was high
  Some sample IDs are missing from metadata: 
  FTS_1630_20230816 
  FTS_1730_20230816
  ",""
"2","COMPASS: Synoptic","CB","SWH","SWAMP","A",20,"SWH_202406_UP_LYSA_20CM",2024,6,26,"","",0.272420461634435,"Within_Range","SO4 checks perc diff out of range; SO4 dups cv out of range; SO4 dups perc diff out of range",0.183303244005642,"Within_Range","",0.0117680667,"2024-08-07","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS, 
  specifically check standards 1 and 2 were lower than expected; 
  <80% (2/4) of Sulfate Duplicates have a CV <10% - REASSESS, 
  although one of the dups had a CV of 15 which was not too much higher than the cutoff of 10; 
  <80% (3/4) of SO4 spikes have a recovery between the high and low cutoff - REASSESS; 
  The two samples from the FTS were adl; 
  One blank was high
  Some sample IDs are missing from metadata: 
  FTS_1630_20230816 
  FTS_1730_20230816
  ",""
"3","COMPASS: Synoptic","CB","SWH","SWAMP","A",45,"SWH_202406_UP_LYSA_45CM",2024,6,26,"","",0.0852058640049906,"Within_Range","SO4 checks perc diff out of range; SO4 dups cv out of range; SO4 dups perc diff out of range",0.140550070521862,"Within_Range","",0.0090293775,"2024-08-07","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS, 
  specifically check standards 1 and 2 were lower than expected; 
  <80% (2/4) of Sulfate Duplicates have a CV <10% - REASSESS, 
  although one of the dups had a CV of 15 which was not too much higher than the cutoff of 10; 
  <80% (3/4) of SO4 spikes have a recovery between the high and low cutoff - REASSESS; 
  The two samples from the FTS were adl; 
  One blank was high
  Some sample IDs are missing from metadata: 
  FTS_1630_20230816 
  FTS_1730_20230816
  ",""
"4","COMPASS: Synoptic","CB","SWH","SWAMP","B",10,"SWH_202406_UP_LYSB_10CM",2024,6,26,"","",0.0952900810979414,"Within_Range","SO4 checks perc diff out of range; SO4 dups cv out of range; SO4 dups perc diff out of range",0.239700987306065,"Within_Range","",0.0153808018,"2024-08-07","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS, 
  specifically check standards 1 and 2 were lower than expected; 
  <80% (2/4) of Sulfate Duplicates have a CV <10% - REASSESS, 
  although one of the dups had a CV of 15 which was not too much higher than the cutoff of 10; 
  <80% (3/4) of SO4 spikes have a recovery between the high and low cutoff - REASSESS; 
  The two samples from the FTS were adl; 
  One blank was high
  Some sample IDs are missing from metadata: 
  FTS_1630_20230816 
  FTS_1730_20230816
  ",""
"5","COMPASS: Synoptic","CB","SWH","SWAMP","B",20,"SWH_202406_UP_LYSB_20CM",2024,6,26,"","",0.18406425452277,"Within_Range","SO4 checks perc diff out of range; SO4 dups cv out of range; SO4 dups perc diff out of range",0.131478138222849,"Within_Range","",0.0084482463,"2024-08-07","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS, 
  specifically check standards 1 and 2 were lower than expected; 
  <80% (2/4) of Sulfate Duplicates have a CV <10% - REASSESS, 
  although one of the dups had a CV of 15 which was not too much higher than the cutoff of 10; 
  <80% (3/4) of SO4 spikes have a recovery between the high and low cutoff - REASSESS; 
  The two samples from the FTS were adl; 
  One blank was high
  Some sample IDs are missing from metadata: 
  FTS_1630_20230816 
  FTS_1730_20230816
  ",""
"6","COMPASS: Synoptic","CB","SWH","SWAMP","B",45,"SWH_202406_UP_LYSB_45CM",2024,6,26,"","",0.0635402370555209,"Within_Range","SO4 checks perc diff out of range; SO4 dups cv out of range; SO4 dups perc diff out of range",0.155300423131171,"Within_Range","",0.0099742578,"2024-08-07","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS, 
  specifically check standards 1 and 2 were lower than expected; 
  <80% (2/4) of Sulfate Duplicates have a CV <10% - REASSESS, 
  although one of the dups had a CV of 15 which was not too much higher than the cutoff of 10; 
  <80% (3/4) of SO4 spikes have a recovery between the high and low cutoff - REASSESS; 
  The two samples from the FTS were adl; 
  One blank was high
  Some sample IDs are missing from metadata: 
  FTS_1630_20230816 
  FTS_1730_20230816
  ",""
"7","COMPASS: Synoptic","CB","SWH","SWAMP","C",10,"SWH_202406_UP_LYSC_10CM",2024,6,26,"","",0.211774797255147,"Within_Range","SO4 checks perc diff out of range; SO4 dups cv out of range; SO4 dups perc diff out of range",0.175080394922426,"Within_Range","",0.0112413262,"2024-08-07","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS, 
  specifically check standards 1 and 2 were lower than expected; 
  <80% (2/4) of Sulfate Duplicates have a CV <10% - REASSESS, 
  although one of the dups had a CV of 15 which was not too much higher than the cutoff of 10; 
  <80% (3/4) of SO4 spikes have a recovery between the high and low cutoff - REASSESS; 
  The two samples from the FTS were adl; 
  One blank was high
  Some sample IDs are missing from metadata: 
  FTS_1630_20230816 
  FTS_1730_20230816
  ",""
"8","COMPASS: Synoptic","CB","SWH","SWAMP","C",20,"SWH_202406_UP_LYSC_20CM",2024,6,26,"","",0.0945196506550218,"Within_Range","SO4 checks perc diff out of range; SO4 dups cv out of range; SO4 dups perc diff out of range",0.155097320169252,"Within_Range","",0.0099612474,"2024-08-07","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS, 
  specifically check standards 1 and 2 were lower than expected; 
  <80% (2/4) of Sulfate Duplicates have a CV <10% - REASSESS, 
  although one of the dups had a CV of 15 which was not too much higher than the cutoff of 10; 
  <80% (3/4) of SO4 spikes have a recovery between the high and low cutoff - REASSESS; 
  The two samples from the FTS were adl; 
  One blank was high
  Some sample IDs are missing from metadata: 
  FTS_1630_20230816 
  FTS_1730_20230816
  ",""
"9","COMPASS: Synoptic","CB","SWH","SWAMP","C",45,"SWH_202406_UP_LYSC_45CM",2024,6,26,"","",0.0553493449781659,"Within_Range","SO4 checks perc diff out of range; SO4 dups cv out of range; SO4 dups perc diff out of range",0.145743300423131,"Within_Range","",0.0093620462,"2024-08-07","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS, 
  specifically check standards 1 and 2 were lower than expected; 
  <80% (2/4) of Sulfate Duplicates have a CV <10% - REASSESS, 
  although one of the dups had a CV of 15 which was not too much higher than the cutoff of 10; 
  <80% (3/4) of SO4 spikes have a recovery between the high and low cutoff - REASSESS; 
  The two samples from the FTS were adl; 
  One blank was high
  Some sample IDs are missing from metadata: 
  FTS_1630_20230816 
  FTS_1730_20230816
  ",""
"10","COMPASS: Synoptic","CB","SWH","SWAMP","A",10,"SWH_202406_SWAMP_LYSA_10CM",2024,6,26,"","",0.0900187149095446,"Within_Range","SO4 checks perc diff out of range; SO4 dups cv out of range; SO4 dups perc diff out of range",0.155915373765867,"Within_Range","",0.0100136504,"2024-08-07","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS, 
  specifically check standards 1 and 2 were lower than expected; 
  <80% (2/4) of Sulfate Duplicates have a CV <10% - REASSESS, 
  although one of the dups had a CV of 15 which was not too much higher than the cutoff of 10; 
  <80% (3/4) of SO4 spikes have a recovery between the high and low cutoff - REASSESS; 
  The two samples from the FTS were adl; 
  One blank was high
  Some sample IDs are missing from metadata: 
  FTS_1630_20230816 
  FTS_1730_20230816
  ",""
