Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	3.323	0.0143	61.65	0.017	0.13
5	Standard 1	Calibration Standard	3.32	5.0544	92.88	6.0197	60.69
6	Standard 2	Calibration Standard	3.317	10.1852	92.78	12.1304	121.35
7	Standard 3	Calibration Standard	3.313	19.8495	92.87	23.6403	233.22
8	Standard 4	Calibration Standard	3.293	102.1863	92.85	121.7015	1154.01
9	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Standard 5	Calibration Standard	3.293	198.9113	92.74	236.8987	2174.87
12	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
13	1_MSM_202409_UP_LysB_45cm	Unknown	3.31	2096.488	80.15	49.9374	476.52
14	2_MSM_202409_TR_LysA_10cm	Unknown	3.3	8760.0321	87.37	208.6599	1959.24
15	3_MSM_202409_TR_LysA_20cm	Unknown	3.297	5576.1291	86.67	132.8208	1262.64
16	4_MSM_202409_TR_LysA_45cm	Unknown	3.297	4883.0726	86.44	116.3125	1106.26
17	5_MSM_202409_TR_LysB_10cm	Unknown	3.297	7871.7468	86.92	187.5013	1771.93
18	6_MSM_202409_TR_LysB_20cm	Unknown	3.297	5895.3789	88.32	140.4252	1334.35
19	7_MSM_202409_TR_LysB_45cm	Unknown	3.297	5637.3906	89.23	134.28	1273.99
20	8_MSM_202409_TR_LysC_10cm	Unknown	3.3	9276.7225	87.48	220.9672	2061.34
