Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
6	Standard 1	Calibration Standard	4.667	0.2806	4.58	0.2425	2.06
7	Standard 2	Calibration Standard	4.647	0.7858	6.01	0.6789	5.34
8	Standard 3	Calibration Standard	4.64	1.8341	6.84	1.5846	11.2
9	Standard 4	Calibration Standard	4.59	10.1706	7.25	8.7875	55.15
10	Standard 5	Calibration Standard	4.55	19.9475	7.25	17.2347	97.51
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
13	1_GWI_202411_UP_LysA_20cm	Unknown	4.613	565.4046	7.73	4.8851	32.02
14	2_GWI_202411_UP_LysA_45cm	Unknown	4.593	943.8581	7.68	8.155	51.4
15	3_GWI_202411_UP_LysB_10cm	Unknown	4.607	705.8326	7.6	6.0984	39.47
16	4_GWI_202411_UP_LysB_20cm	Unknown	4.607	616.0324	7.57	5.3226	34.76
17	5_GWI_202411_UP_LysB_45cm	Unknown	4.603	700.0831	7.95	6.0488	39.11
18	6_GWI_202411_UP_LysC_20cm	Unknown	4.597	835.1933	7.41	7.2161	46.04
19	7_GWI_202411_TR_LysA_10cm	Unknown	4.567	1552.1425	8.85	13.4106	79.27
20	8_GWI_202411_TR_LysA_20cm	Unknown	4.587	1023.2611	6.37	8.841	55.26
