Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Unknown	4.68	0.2523	3.99	0.2189	2.03
6	Standard 2	Unknown	4.657	0.8088	5.85	0.7016	5.55
7	Standard 3	Calibration Standard	4.65	1.8104	6.67	1.5706	11.32
8	Standard 4	Calibration Standard	4.6	10.1452	7.11	8.8013	55.63
9	Standard 5	Calibration Standard	4.56	19.8938	7.16	17.2585	97.02
10	Standard 1	Unknown	4.673	0.303	4.65	0.2629	2.23
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
13	Standard 1	Calibration Standard	4.683	0.2821	4.46	0.2447	1.93
14	Standard 2	Calibration Standard	4.657	0.7895	5.8	0.6849	5.52
15	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
16	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
17	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
18	1_SWH_202408_UP_LYSA_10cm	Unknown	4.657	2.864	0.52	0.0497	0.35
19	2_SWH_202408_UP_LYSA_20cm	Unknown	4.66	6.0852	1.13	0.1056	0.57
20	3_SWH_202408_UP_LYSA_45cm	Unknown	4.657	2.498	0.46	0.0433	0.29
21	4_SWH_202408_UP_LYSB_10cm	Unknown	4.657	2.6254	0.55	0.0456	0.32
