Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.65	0.5005	7.12	0.4612	3.27
6	Standard 2	Calibration Standard	4.647	1.004	7.08	0.9252	6.62
7	Standard 3	Calibration Standard	4.637	1.9571	7.09	1.8036	12.93
8	Standard 4	Calibration Standard	4.587	10.1297	7.12	9.3351	60.93
9	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Standard 5	Calibration Standard	4.547	19.9392	7.19	18.3753	106.15
12	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
13	1_MSM_202409_UP_LysB_45cm	Unknown	4.627	193.8698	5.74	3.5733	25
14	2_MSM_202409_TR_LysA_10cm	Unknown	4.537	1178.3199	9.09	21.7179	121.8
15	3_MSM_202409_TR_LysA_20cm	Unknown	4.573	665.1574	8	12.2597	76.32
16	4_MSM_202409_TR_LysA_45cm	Unknown	4.587	564.0824	7.73	10.3968	66.18
17	5_MSM_202409_TR_LysB_10cm	Unknown	4.54	1086.7584	9.29	20.0304	113.71
18	6_MSM_202409_TR_LysB_20cm	Unknown	4.583	558.9277	6.48	10.3018	65.64
19	7_MSM_202409_TR_LysB_45cm	Unknown	4.597	435.6498	5.34	8.0296	52.3
20	8_MSM_202409_TR_LysC_10cm	Unknown	4.533	1244.6733	9.08	22.9409	125.9
