Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	7.253	0.3598	5.27	0.5701	2.57
6	Standard 2	Calibration Standard	7.21	0.8303	5.82	1.3155	6.95
7	Standard 3	Calibration Standard	7.197	1.7579	6.16	2.7853	14.19
8	Standard 4	Calibration Standard	7.137	9.9981	6.96	15.8413	67.49
9	Standard 5	Calibration Standard	7.14	20.0372	7.02	31.7476	121.03
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	1_GCW_202407_TR_LysA_20cm	Unknown	7.23	2.2106	0.46	0.0701	0.19
13	2_GCW_202407_TR_LysA_45cm	Unknown	7.26	4.8468	1.34	0.1536	0.38
14	3_GCW_202407_TR_LysB_10cm	Unknown	7.253	36.0849	7.65	1.1435	6.1
15	4_GCW_202407_TR_LysB_20cm	Unknown	7.247	5.3744	1.04	0.1703	0.52
16	5_GCW_202407_TR_LysB_45cm	Unknown	7.237	2.3899	0.47	0.0757	0.21
17	6_GCW_202407_TR_LysC_20cm	Unknown	7.33	7.7159	1.45	0.2445	1.01
18	7_GCW_202407_TR_LysC_45cm	Unknown	7.247	2.288	0.39	0.0725	0.26
19	8_GCW_202407_WC_LysA_10cm	Unknown	7.19	679.2859	7.83	10.7629	47.6
20	9_GCW_202407_WC_LysA_20cm	Unknown	7.163	523.8194	6.43	8.2996	37.59
