Year,Month,Day,Site,Transect Location,Lysimeter,Depth_cm,Time (24hr),Time Zone_EDT/EST,    DIC     (if >50mL),SO4,FE,DOC,NUTR,GHG Shake,Notes,GHG Fill,Temp_c,pH,Conductivity_uScm,DO_mgL,Field Notes
2026,5,14,MSM,Upland,B,45,14:10,EDT,,x,,,x,,,,,,,,
2026,5,14,MSM,Upland,C,10,14:15,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Upland,C,20,14:20,EDT,,x,x,x,x,,,,,,,,
2026,5,14,MSM,Upland,C,45,14:27,EDT,,x,,,x,,cloudy,,,,,,
2026,5,14,MSM,Transition,A,10,12:51,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Transition,A,20,12:58,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Transition,A,45,13:05,EDT,,x,x,,,,,,,,,,
2026,5,14,MSM,Transition,B,10,12:51,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Transition,B,20,12:55,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Transition,B,45,12:58,EDT,,x,x,x,x,,,,,,,,
2026,5,14,MSM,Transition,C,10,13:09,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Transition,C,20,13:16,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Transition,C,45,13:22,EDT,,x,x,x,x,,,,,,,,
2026,5,14,MSM,Wetland,A,10,11:50,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Wetland,A,20,11:55,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Wetland,A,45,12:00,EDT,,x,x,,,,,,,,,,
2026,5,14,MSM,Wetland,B,10,12:15,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Wetland,B,20,12:22,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Wetland,B,45,,,,,,,,,no water ,,,,,,
2026,5,14,MSM,Wetland,C,10,12:01,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Wetland,C,20,12:08,EDT,x,x,x,x,x,,,,,,,,
2026,5,14,MSM,Wetland,C,45,12:36,EDT,,,,,x,,,,,,,,
2026,5,14,MSM,Surface Water,A,0,10:30,EDT,x,x,x,x,x,x,,,,,,,
2026,5,14,MSM,Surface Water,B,0,10:30,EDT,x,x,x,x,x,x,,,,,,,
2026,5,14,MSM,Surface Water,C,0,10:30,EDT,x,x,x,x,x,x,,,,,,,
2026,5,20,GWI,Upland,A,10,13:00,EDT,,x,x,,x,,,,,,,,
2026,5,20,GWI,Upland,A,20,13:05,EDT,,x,x,x,x,,,,,,,,
2026,5,20,GWI,Upland,A,45,13:07,EDT,x,x,x,x,x,,,,,,,,
2026,5,20,GWI,Upland,B,10,13:11,EDT,,x,x,x,x,,,,,,,,
2026,5,20,GWI,Upland,B,20,13:14,EDT,x,x,x,x,x,,,,,,,,
2026,5,20,GWI,Upland,B,45,13:17,EDT,x,x,x,x,x,,,,,,,,
2026,5,20,GWI,Upland,C,10,13:22,EDT,,,,,,,no water,,,,,,
2026,5,20,GWI,Upland,C,20,13:22,EDT,,,,,,,no water,,,,,,
2026,5,20,GWI,Upland,C,45,13:22,EDT,,x,,,x,,,,,,,,
2026,5,20,GWI,Transition,A,10,13:53,EDT,x,x,x,x,x,,,,,,,,
2026,5,20,GWI,Transition,A,20,13:56,EDT,x,x,x,x,x,,,,,,,,
2026,5,20,GWI,Transition,A,45,,,,,,,,,no water,,,,,,
2026,5,20,GWI,Transition,B,10,14:02,EDT,,x,x,x,x,,,,,,,,
2026,5,20,GWI,Transition,B,20,14:03,EDT,,x,x,x,x,,,,,,,,
2026,5,20,GWI,Transition,B,45,14:04,EDT,,x,x,x,x,,,,,,,,
2026,5,20,GWI,Transition,C,10,14:10,EDT,,x,x,,,,,,,,,,
2026,5,20,GWI,Transition,C,20,14:12,EDT,,x,x,x,x,,,,,,,,
2026,5,20,GWI,Transition,C,45,14:15,EDT,,x,,,,,,,,,,,
2026,5,20,GWI,Wetland,A,10,14:38,EDT,x,x,x,x,x,,,,,,,,
2026,5,20,GWI,Wetland,A,20,14:42,EDT,,x,x,x,x,,,,,,,,
2026,5,20,GWI,Wetland,A,45,14:46,EDT,x,x,x,x,x,,,,,,,,
2026,5,20,GWI,Wetland,B,10,14:50,EDT,x,x,x,x,x,,,,,,,,
2026,5,20,GWI,Wetland,B,20,14:54,EDT,x,x,x,x,x,,,,,,,,
2026,5,20,GWI,Wetland,B,45,14:56,EDT,,x,x,,x,,,,,,,,
2026,5,20,GWI,Wetland,C,10,15:02,EDT,x,x,x,x,x,,,,,,,,
2026,5,20,GWI,Wetland,C,20,15:05,EDT,,x,x,x,x,,,,,,,,
2026,5,20,GWI,Wetland,C,45,15:07,EDT,,x,x,,,,,,,,,,
2026,5,20,GWI,Surface Water,A,0,15:58,EDT,x,x,x,x,x,x,,,,,,,
2026,5,20,GWI,Surface Water,B,0,16:50,EDT,x,x,x,x,x,x,,,,,,,
2026,5,20,GWI,Surface Water,C,0,16:52,EDT,x,x,x,x,x,x,,,,,,,
2026,5,19,SWH,Upland,A,10,12:40,EDT,,x,x,x,x,,,,,,,,
2026,5,19,SWH,Upland,A,20,12:47,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,Upland,A,45,12:51,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,Upland,B,10,12:55,EDT,,x,x,,,,,,,,,,
2026,5,19,SWH,Upland,B,20,12:57,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,Upland,B,45,13:00,EDT,,x,x,x,x,,,,,,,,
2026,5,19,SWH,Upland,C,10,13:05,EDT,,x,,,x,,,,,,,,
2026,5,19,SWH,Upland,C,20,13:08,EDT,,x,x,x,x,,,,,,,,
2026,5,19,SWH,Upland,C,45,13:11,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,SWAMP,A,10,14:26,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,SWAMP,A,20,14:30,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,SWAMP,A,45,14:33,EDT,,x,x,x,x,,,,,,,,
2026,5,19,SWH,SWAMP,B,10,14:00,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,SWAMP,B,20,14:10,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,SWAMP,B,45,14:12,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,SWAMP,C,10,13:43,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,SWAMP,C,20,13:49,EDT,x,x,x,x,x,,,,,,,,
2026,5,19,SWH,SWAMP,C,45,13:52,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Transition,A,10,11:08,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Transition,A,20,11:15,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Transition,A,45,11:19,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Transition,B,10,11:26,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Transition,B,20,11:28,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Transition,B,45,11:30,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Transition,C,10,11:34,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Transition,C,20,11:39,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Transition,C,45,11:45,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Wetland,A,10,12:29,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Wetland,A,20,12:32,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Wetland,A,45,12:35,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Wetland,B,10,12:38,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Wetland,B,20,12:41,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Wetland,B,45,12:43,EDT,,x,x,x,x,,,,,,,,
2026,5,21,SWH,Wetland,C,10,12:45,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Wetland,C,20,12:47,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Wetland,C,45,12:49,EDT,x,x,x,x,x,,,,,,,,
2026,5,21,SWH,Surface Water,A,0,12:50,EDT,x,x,x,x,x,x,,,,,,,
2026,5,21,SWH,Surface Water,B,0,12:50,EDT,x,x,x,x,x,x,,,,,,,
2026,5,21,SWH,Surface Water,C,0,12:50,EDT,x,x,x,x,x,x,,,,,,,
2026,7,21,GCW,Upland,A,10,,,,,,,,,No water,,,,,,
2026,7,21,GCW,Upland,A,20,,,,,,,,,No water,,,,,,
2026,7,21,GCW,Upland,A,45,,,,,,,,,No water,,,,,,
2026,7,21,GCW,Upland,B,10,,,,,,,,,No water,,,,,,
2026,7,21,GCW,Upland,B,20,,,,,,,,,No water,,,,,,
2026,7,21,GCW,Upland,B,45,,,,,,,,,No water,,,,,,
2026,7,21,GCW,Upland,C,10,,,,,,,,,No water,,,,,,
2026,7,21,GCW,Upland,C,20,,,,,,,,,No water,,,,,,
2026,7,21,GCW,Upland,C,45,,,,,,,,,No water,,,,,,
2026,7,21,GCW,Transition,A,10,1155,EDT,,x,x,,,,,,,,,,
2026,7,21,GCW,Transition,A,20,1155,EDT,,x,x,x,x,,,,,,,,
2026,7,21,GCW,Transition,A,45,1155,EDT,,,,,,,,,,,,,
2026,7,21,GCW,Transition,B,10,1200,EDT,,x,x,x,x,,,,,,,,
2026,7,21,GCW,Transition,B,20,1200,EDT,,x,,,,,,,,,,,
2026,7,21,GCW,Transition,B,45,1200,EDT,,x,,,x,,Black granuals in water,,,,,,
2026,7,21,GCW,Transition,C,10,1206,EDT,,,,,x,,,,,,,,
2026,7,21,GCW,Transition,C,20,1206,EDT,,x,x,x,x,,,,,,,,
2026,7,21,GCW,Transition,C,45,1206,EDT,,x,,,,,,,,,,,
2026,7,21,GCW,Wetland,A,10,1010,EDT,x,x,x,x,x,,,,,,,,
2026,7,21,GCW,Wetland,A,20,1010,EDT,x,x,x,x,x,,,,,,,,
2026,7,21,GCW,Wetland,A,45,1010,EDT,x,x,x,x,x,,,,,,,,
2026,7,21,GCW,Wetland,B,10,1020,EDT,x,x,x,x,x,,,,,,,,
2026,7,21,GCW,Wetland,B,20,1020,EDT,x,x,x,x,x,,DIC bottle broke post-sampling,,,,,,
2026,7,21,GCW,Wetland,B,45,1020,EDT,x,x,x,x,x,,,,,,,,
2026,7,21,GCW,Wetland,C,10,1029,EDT,x,x,x,x,x,,,,,,,,
2026,7,21,GCW,Wetland,C,20,1029,EDT,x,x,x,x,x,,,,,,,,
2026,7,21,GCW,Wetland,C,45,1029,EDT,x,x,x,x,x,,,,,,,,
2026,7,21,GCW,Surface Water,A,0,935,EDT,x,x,x,x,x,20,,,,,,,
2026,7,21,GCW,Surface Water,B,0,935,EDT,x,x,x,x,x,20,,,,,,,
2026,7,21,GCW,Surface Water,C,0,935,EDT,x,x,x,x,x,20,,,,,,,
2026,7,23,MSM,Upland,A,10,1338,EDT,x,x,x,x,x,,,,,,,,
2026,7,23,MSM,Upland,A,20,1340,EDT,,x,x,x,x,,,,,,,,
2026,7,23,MSM,Upland,A,45,1342,EDT,,x,x,,x,,,,,,,,
2026,7,23,MSM,Upland,B,10,1345,EDT,x,x,x,x,x,,,,,,,,
2026,7,23,MSM,Upland,B,20,1346,EDT,,x,,,x,,,,,,,,
2026,7,23,MSM,Upland,B,45,1347,EDT,,x,x,,x,,,,,,,,
2026,7,23,MSM,Upland,C,10,1349,EDT,x,x,x,x,x,,,,,,,,
2026,7,23,MSM,Upland,C,20,1351,EDT,x,x,x,x,x,,,,,,,,
2026,7,23,MSM,Upland,C,45,1352,EDT,,x,x,,x,,Needs replaced whole thing cloudy,,,,,,
2026,7,23,MSM,Transition,A,10,1244,EDT,x,x,x,x,x,,,,,,,,
2026,7,23,MSM,Transition,A,20,1246,EDT,x,x,x,x,x,,dup DIC,,,,,,
2026,7,23,MSM,Transition,A,45,1247,EDT,,x,,,x,,,,,,,,
2026,7,23,MSM,Transition,B,10,1251,EDT,x,x,x,x,x,,dup DIC,,,,,,
2026,7,23,MSM,Transition,B,20,1252,EDT,,x,x,x,x,,,,,,,,
2026,7,23,MSM,Transition,B,45,1254,EDT,,x,x,x,x,,,,,,,,
2026,7,23,MSM,Transition,C,10,1256,EDT,x,x,x,x,x,,,,,,,,
2026,7,23,MSM,Transition,C,20,1258,EDT,x,x,x,x,x,,,,,,,,
2026,7,23,MSM,Transition,C,45,1301,EDT,,x,x,x,,,,,,,,,
2026,7,23,MSM,Wetland,A,10,1158,EDT,x,x,x,x,x,,dup DIC,,,,,,
2026,7,23,MSM,Wetland,A,20,1201,EDT,x,x,x,x,x,,,,,,,,
2026,7,23,MSM,Wetland,A,45,1204,EDT,,x,x,,,,,,,,,,
2026,7,23,MSM,Wetland,B,10,1205,EDT,x,x,x,x,x,,dup DIC,,,,,,
2026,7,23,MSM,Wetland,B,20,1208,EDT,x,x,x,x,x,,,,,,,,
2026,7,23,MSM,Wetland,B,45,1210,EDT,,,,,,,No water - wrong tube end (nipple),,,,,,
2026,7,23,MSM,Wetland,C,10,1212,EDT,x,x,x,x,x,,,,,,,,
2026,7,23,MSM,Wetland,C,20,1214,EDT,,x,x,x,x,,,,,,,,
2026,7,23,MSM,Wetland,C,45,1216,EDT,,,x,,,,"Wrong tube end, white not clear, not best connection",,,,,,
2026,7,23,MSM,Surface Water,A,0,1445,EDT,x,x,x,x,x,x,,,,,,,
2026,7,23,MSM,Surface Water,B,0,1445,EDT,x,x,x,x,x,x,,,,,,,
2026,7,23,MSM,Surface Water,C,0,1445,EDT,x,x,x,x,x,x,,,,,,,
2026,7,15,GWI,Upland,A,10,1239,EDT,,x,x,x,x,,,,,,,,
2026,7,15,GWI,Upland,A,20,1241,EDT,,x,x,x,x,,,,,,,,
2026,7,15,GWI,Upland,A,45,1244,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Upland,B,10,1248,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Upland,B,20,1249,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Upland,B,45,1250,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Upland,C,10,,EDT,,,,,,,No water,,,,,,
2026,7,15,GWI,Upland,C,20,1256,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Upland,C,45,1257,EDT,,x,x,,x,,,,,,,,
2026,7,15,GWI,Transition,A,10,1208,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Transition,A,20,1210,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Transition,A,45,,EDT,,,,,,,"No water, still good just dry",,,,,,
2026,7,15,GWI,Transition,B,10,1211,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Transition,B,20,1212,EDT,,x,x,x,x,,,,,,,,
2026,7,15,GWI,Transition,B,45,1213,EDT,,x,x,x,x,,,,,,,,
2026,7,15,GWI,Transition,C,10,1221,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Transition,C,20,1223,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Transition,C,45,1219,EDT,,x,,,,,,,,,,,
2026,7,15,GWI,Wetland,A,10,1129,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Wetland,A,20,1131,EDT,,x,x,x,x,,,,,,,,
2026,7,15,GWI,Wetland,A,45,1132,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Wetland,B,10,1123,EDT,x,x,x,x,x,,dup DIC,,,,,,
2026,7,15,GWI,Wetland,B,20,1125,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Wetland,B,45,1127,EDT,,x,x,x,x,,,,,,,,
2026,7,15,GWI,Wetland,C,10,1117,EDT,x,x,x,x,x,,,,,,,,
2026,7,15,GWI,Wetland,C,20,1119,EDT,,x,x,x,x,,,,,,,,
2026,7,15,GWI,Wetland,C,45,1120,EDT,,,,,x,,,,,,,,
2026,7,15,GWI,Surface Water,A,0,1030,EDT,x,x,x,x,x,20,"filtered at 1050, collected at 1030",,,,,,
2026,7,15,GWI,Surface Water,B,0,1030,EDT,x,x,x,x,x,20,,,,,,,
2026,7,15,GWI,Surface Water,C,0,1030,EDT,x,x,x,x,x,20,,,,,,,
2026,7,13,SWH,Transition,A,10,1427,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Transition,A,20,1429,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Transition,A,45,1431,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Transition,B,10,1433,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Transition,B,20,1435,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Transition,B,45,1440,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Transition,C,10,1445,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Transition,C,20,1450,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Transition,C,45,1453,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,SWAMP,A,10,1255,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,SWAMP,A,20,1257,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,SWAMP,A,45,1300,EDT,,x,x,,x,,,,,,,,
2026,7,13,SWH,SWAMP,B,10,1303,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,SWAMP,B,20,1305,EDT,,x,x,x,x,,,,,,,,
2026,7,13,SWH,SWAMP,B,45,1306,EDT,,x,x,x,x,,,,,,,,
2026,7,13,SWH,SWAMP,C,10,1310,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,SWAMP,C,20,1313,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,SWAMP,C,45,1316,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Upland,A,10,1332,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Upland,A,20,1335,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Upland,A,45,1337,EDT,x,x,,x,x,,Bug in syringe,,,,,,
2026,7,13,SWH,Upland,B,10,1338,EDT,,x,,,x,,,,,,,,
2026,7,13,SWH,Upland,B,20,1343,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Upland,B,45,1345,EDT,,x,x,x,x,,,,,,,,
2026,7,13,SWH,Upland,C,10,1346,EDT,,,,,x,,,,,,,,
2026,7,13,SWH,Upland,C,20,1349,EDT,,x,x,x,x,,,,,,,,
2026,7,13,SWH,Upland,C,45,1352,EDT,,x,x,x,x,,,,,,,,
2026,7,13,SWH,Wetland,A,10,,EDT,,,,,,,"Broken, new end gone",,,,,,
2026,7,13,SWH,Wetland,A,20,1520,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Wetland,A,45,1523,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Wetland,B,10,1527,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Wetland,B,20,1529,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Wetland,B,45,1531,EDT,x,x,x,x,,,,,,,,,
2026,7,13,SWH,Wetland,C,10,1534,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Wetland,C,20,1537,EDT,x,x,x,x,x,,,,,,,,
2026,7,13,SWH,Wetland,C,45,,EDT,,,,,,,"Broken, new end gone",,,,,,
2026,7,13,SWH,Surface Water,A,0,1610,EDT,x,x,x,x,x,20,,,,,,,
2026,7,13,SWH,Surface Water,B,0,1612,EDT,x,x,x,x,x,20,,,,,,,
2026,7,13,SWH,Surface Water,C,0,1615,EDT,x,x,x,x,x,20,,,,,,,
2026,9,,GCW,Upland,A,10,,,,,,,,,,,,,,,
2026,9,,GCW,Upland,A,20,,,,,,,,,,,,,,,
2026,9,,GCW,Upland,A,45,,,,,,,,,,,,,,,
2026,9,,GCW,Upland,B,10,,,,,,,,,,,,,,,
2026,9,,GCW,Upland,B,20,,,,,,,,,,,,,,,
2026,9,,GCW,Upland,B,45,,,,,,,,,,,,,,,
2026,9,,GCW,Upland,C,10,,,,,,,,,,,,,,,
2026,9,,GCW,Upland,C,20,,,,,,,,,,,,,,,
2026,9,,GCW,Upland,C,45,,,,,,,,,,,,,,,
2026,9,,GCW,Transition,A,10,,,,,,,,,,,,,,,
2026,9,,GCW,Transition,A,20,,,,,,,,,,,,,,,
2026,9,,GCW,Transition,A,45,,,,,,,,,,,,,,,
2026,9,,GCW,Transition,B,10,,,,,,,,,,,,,,,
2026,9,,GCW,Transition,B,20,,,,,,,,,,,,,,,
2026,9,,GCW,Transition,B,45,,,,,,,,,,,,,,,
2026,9,,GCW,Transition,C,10,,,,,,,,,,,,,,,
2026,9,,GCW,Transition,C,20,,,,,,,,,,,,,,,
2026,9,,GCW,Transition,C,45,,,,,,,,,,,,,,,
2026,9,,GCW,Wetland,A,10,,,,,,,,,,,,,,,
2026,9,,GCW,Wetland,A,20,,,,,,,,,,,,,,,
2026,9,,GCW,Wetland,A,45,,,,,,,,,,,,,,,
2026,9,,GCW,Wetland,B,10,,,,,,,,,,,,,,,
2026,9,,GCW,Wetland,B,20,,,,,,,,,,,,,,,
2026,9,,GCW,Wetland,B,45,,,,,,,,,,,,,,,
2026,9,,GCW,Wetland,C,10,,,,,,,,,,,,,,,
2026,9,,GCW,Wetland,C,20,,,,,,,,,,,,,,,
2026,9,,GCW,Wetland,C,45,,,,,,,,,,,,,,,
2026,9,,GCW,Surface Water,A,0,,,,,,,,,,,,,,,
2026,9,,GCW,Surface Water,B,0,,,,,,,,,,,,,,,
2026,9,,GCW,Surface Water,C,0,,,,,,,,,,,,,,,
2026,9,,MSM,Upland,A,10,,,,,,,,,,,,,,,
2026,9,,MSM,Upland,A,20,,,,,,,,,,,,,,,
2026,9,,MSM,Upland,A,45,,,,,,,,,,,,,,,
2026,9,,MSM,Upland,B,10,,,,,,,,,,,,,,,
2026,9,,MSM,Upland,B,20,,,,,,,,,,,,,,,
2026,9,,MSM,Upland,B,45,,,,,,,,,,,,,,,
2026,9,,MSM,Upland,C,10,,,,,,,,,,,,,,,
2026,9,,MSM,Upland,C,20,,,,,,,,,,,,,,,
2026,9,,MSM,Upland,C,45,,,,,,,,,,,,,,,
2026,9,,MSM,Transition,A,10,,,,,,,,,,,,,,,
2026,9,,MSM,Transition,A,20,,,,,,,,,,,,,,,
2026,9,,MSM,Transition,A,45,,,,,,,,,,,,,,,
2026,9,,MSM,Transition,B,10,,,,,,,,,,,,,,,
2026,9,,MSM,Transition,B,20,,,,,,,,,,,,,,,
2026,9,,MSM,Transition,B,45,,,,,,,,,,,,,,,
2026,9,,MSM,Transition,C,10,,,,,,,,,,,,,,,
2026,9,,MSM,Transition,C,20,,,,,,,,,,,,,,,
2026,9,,MSM,Transition,C,45,,,,,,,,,,,,,,,
2026,9,,MSM,Wetland,A,10,,,,,,,,,,,,,,,
2026,9,,MSM,Wetland,A,20,,,,,,,,,,,,,,,
2026,9,,MSM,Wetland,A,45,,,,,,,,,,,,,,,
2026,9,,MSM,Wetland,B,10,,,,,,,,,,,,,,,
2026,9,,MSM,Wetland,B,20,,,,,,,,,,,,,,,
2026,9,,MSM,Wetland,B,45,,,,,,,,,,,,,,,
2026,9,,MSM,Wetland,C,10,,,,,,,,,,,,,,,
2026,9,,MSM,Wetland,C,20,,,,,,,,,,,,,,,
2026,9,,MSM,Wetland,C,45,,,,,,,,,,,,,,,
2026,9,,MSM,Surface Water,A,0,,,,,,,,,,,,,,,
2026,9,,MSM,Surface Water,B,0,,,,,,,,,,,,,,,
2026,9,,MSM,Surface Water,C,0,,,,,,,,,,,,,,,
2026,9,,GWI,Upland,A,10,,,,,,,,,,,,,,,
2026,9,,GWI,Upland,A,20,,,,,,,,,,,,,,,
2026,9,,GWI,Upland,A,45,,,,,,,,,,,,,,,
2026,9,,GWI,Upland,B,10,,,,,,,,,,,,,,,
2026,9,,GWI,Upland,B,20,,,,,,,,,,,,,,,
2026,9,,GWI,Upland,B,45,,,,,,,,,,,,,,,
2026,9,,GWI,Upland,C,10,,,,,,,,,,,,,,,
2026,9,,GWI,Upland,C,20,,,,,,,,,,,,,,,
2026,9,,GWI,Upland,C,45,,,,,,,,,,,,,,,
2026,9,,GWI,Transition,A,10,,,,,,,,,,,,,,,
