"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","MSM","UP","A",20,"202305_MSM_UP_LysA_20cm",2023,5,19,NA,NA,58.74,4890.51702605945,"NPOC checks out of range",3.33,237.743365674998,"value above cal curve","6/3/2023 8:10:25 AM","Standard Curve was assessed manually on the instrument.
    One duplicate out of range. A few samples above standard curve top standard.",""
"2","COMPASS: Synoptic","CB","MSM","UP","B",10,"202305_MSM_UP_LysB_10cm",2023,5,19,NA,NA,78.95,6573.14128715344,"NPOC checks out of range",1.586,113.231524913077,"","6/3/2023 8:37:43 AM","Standard Curve was assessed manually on the instrument.
    One duplicate out of range. A few samples above standard curve top standard.",""
"3","COMPASS: Synoptic","CB","MSM","UP","B",20,"202305_MSM_UP_LysB_20cm",2023,5,19,NA,NA,71.11,5920.40629423029,"NPOC checks out of range",1.958,139.790243240735,"","6/3/2023 9:04:39 AM","Standard Curve was assessed manually on the instrument.
    One duplicate out of range. A few samples above standard curve top standard.",""
"4","COMPASS: Synoptic","CB","MSM","UP","C",10,"202305_MSM_UP_LysC_10cm",2023,5,19,NA,NA,88.78,7391.55773873949,"NPOC checks out of range",2.395,170.989597835322,"","6/3/2023 9:31:29 AM","Standard Curve was assessed manually on the instrument.
    One duplicate out of range. A few samples above standard curve top standard.",""
"5","COMPASS: Synoptic","CB","MSM","UP","C",20,"202305_MSM_UP_LysC_20cm",2023,5,19,NA,NA,87.99,7325.78469736075,"NPOC checks out of range",3.892,277.867020782911,"value above cal curve","6/3/2023 9:50:38 AM","Standard Curve was assessed manually on the instrument.
    One duplicate out of range. A few samples above standard curve top standard.",""
"6","COMPASS: Synoptic","CB","GWI","UP","A",20,"202305_GWI_UP_LysA_20cm",2023,5,23,NA,NA,28.82,2399.46715510782,"NPOC checks out of range",0.8315,59.364447014643,"","6/3/2023 7:11:59 PM","Standard Curve was assessed manually on the instrument.
    One duplicate out of range. A few samples above standard curve top standard.",""
"7","COMPASS: Synoptic","CB","GWI","UP","A",45,"202305_GWI_UP_LysA_45cm",2023,5,23,NA,NA,18.19,1514.445091999,"NPOC checks out of range",0.6729,48.0412945233353,"","6/3/2023 7:38:37 PM","Standard Curve was assessed manually on the instrument.
    One duplicate out of range. A few samples above standard curve top standard.",""
"8","COMPASS: Synoptic","CB","GWI","UP","B",10,"202305_GWI_UP_LysB_10cm",2023,5,23,NA,NA,28.99,2413.62084755641,"NPOC checks out of range",0.7714,55.073643327836,"","6/3/2023 8:05:28 PM","Standard Curve was assessed manually on the instrument.
    One duplicate out of range. A few samples above standard curve top standard.",""
"9","COMPASS: Synoptic","CB","GWI","UP","B",20,"202305_GWI_UP_LysB_20cm",2023,5,23,NA,NA,39.43,3282.82407792857,"NPOC checks out of range",1.032,73.6790250380175,"","6/3/2023 8:32:10 PM","Standard Curve was assessed manually on the instrument.
    One duplicate out of range. A few samples above standard curve top standard.",""
"10","COMPASS: Synoptic","CB","GWI","UP","B",45,"202305_GWI_UP_LysB_45cm",2023,5,23,NA,NA,46.58,3878.11173091333,"NPOC checks out of range",1.188,84.8165520786481,"","6/3/2023 8:59:01 PM","Standard Curve was assessed manually on the instrument.
    One duplicate out of range. A few samples above standard curve top standard.",""
