Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
No.	Selected Peak:		min	µg/mL	%	µS*min	µS
			CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.3	4.518	93.78	5.3356	47.42
6	Standard 2	Calibration Standard	3.3	9.3943	93.41	11.0943	97.72
7	Standard 3	Calibration Standard	3.297	19.2356	93.25	22.7166	197.81
8	Standard 4	Calibration Standard	3.277	99.4976	93.11	117.5033	986.68
9	Standard 5	Calibration Standard	3.277	200.37	93.07	236.6301	1925.61
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
12	1_GCW_202507_UP_LysA_20cm	Unknown	3.29	2.3068	0.67	0.0545	0.53
13	2_GCW_202507_UP_LysB_10cm	Unknown	3.307	0.5784	0.17	0.0137	0.17
14	3_GCW_202507_UP_LysB_20cm	Unknown	3.307	0.4902	0.14	0.0116	0.15
15	5_GCW_202507_TR_LysA_20cm	Unknown	3.3	23.7154	5.63	0.5601	5.19
16	6_GCW_202507_TR_LysA_45cm	Unknown	3.3	230.4893	41.34	5.444	49.19
17	7_GCW_202507_TR_LysB_10cm	Unknown	3.303	169.7557	31.85	4.0095	36.39
18	8_GCW_202507_TR_LysB_20cm	Unknown	3.303	116.6307	24.67	2.7547	25.05
19	9_GCW_202507_TR_LysB_45cm	Unknown	3.303	97.7144	21.91	2.3079	21.04
20	10_GCW_202507_TR_LysC_10cm	Unknown	3.303	170.2301	31.98	4.0207	36.53
