"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","ic_mgL","ic_uM","ic_flag","Analysis_rundate","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","SWH","UP","A",10,"202405_SWH_UP_LysA_10cm",2024,5,15,NA,NA,10.45,870.035800516193,"","5/28/2024 10:04:26 PM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"2","COMPASS: Synoptic","CB","SWH","UP","A",20,"202405_SWH_UP_LysA_20cm",2024,5,15,NA,NA,8.737,727.416534843061,"","5/28/2024 10:15:28 PM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"3","COMPASS: Synoptic","CB","SWH","UP","A",45,"202405_SWH_UP_LysA_45cm",2024,5,15,NA,NA,17.74,1476.97943551744,"","5/28/2024 10:27:09 PM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"4","COMPASS: Synoptic","CB","SWH","UP","B",10,"202405_SWH_UP_LysB_10cm",2024,5,15,NA,NA,11.27,938.306552327034,"","5/28/2024 10:38:17 PM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"5","COMPASS: Synoptic","CB","SWH","UP","B",20,"202405_SWH_UP_LysB_20cm",2024,5,15,NA,NA,26.53,2208.80859212389,"","5/28/2024 10:53:06 PM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"6","COMPASS: Synoptic","CB","SWH","UP","C",10,"202405_SWH_UP_LysC_10cm",2024,5,15,NA,NA,9.696,807.260011655982,"","5/28/2024 11:03:56 PM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"7","COMPASS: Synoptic","CB","SWH","UP","C",20,"202405_SWH_UP_LysC_20cm",2024,5,15,NA,NA,28.62,2382.81575222713,"","5/28/2024 11:15:44 PM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"8","COMPASS: Synoptic","CB","SWH","UP","C",45,"202405_SWH_UP_LysC_45cm",2024,5,15,NA,NA,39.26,3268.67038547998,"","5/28/2024 11:28:36 PM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"9","COMPASS: Synoptic","CB","GWI","UP","A",20,"202405_GWI_UP_LysA_20cm",2024,5,16,NA,NA,24.16,2011.48946798768,"","5/29/2024 5:45:14 AM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"10","COMPASS: Synoptic","CB","GWI","UP","A",45,"202405_GWI_UP_LysA_45cm",2024,5,16,NA,NA,16,1332.11223045542,"","5/29/2024 5:56:37 AM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"11","COMPASS: Synoptic","CB","GWI","UP","B",10,"202405_GWI_UP_LysB_10cm",2024,5,16,NA,NA,8.189,681.791690949963,"","5/29/2024 6:07:27 AM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"12","COMPASS: Synoptic","CB","GWI","UP","B",20,"202405_GWI_UP_LysB_20cm",2024,5,16,NA,NA,15.16,1262.17633835651,"","5/29/2024 6:18:46 AM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"13","COMPASS: Synoptic","CB","GWI","UP","B",45,"202405_GWI_UP_LysB_45cm",2024,5,16,NA,NA,28.49,2371.99234035467,"","5/29/2024 6:33:28 AM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"14","COMPASS: Synoptic","CB","GWI","UP","C",20,"202405_GWI_UP_LysC_20cm",2024,5,16,NA,NA,23.55,1960.70268920157,"","5/29/2024 6:48:11 AM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"15","COMPASS: Synoptic","CB","MSM","UP","C",10,"202405_MSM_UP_LysC_10cm",2024,5,21,NA,NA,20.31,1690.94996253434,"","5/29/2024 11:08:56 AM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
"16","COMPASS: Synoptic","CB","MSM","UP","C",20,"202405_MSM_UP_LysC_20cm",2024,5,21,NA,NA,28.78,2396.13687453168,"","5/29/2024 11:24:01 AM","This month MSM UP Lysimeter A and C samples were swapped, 
  this is fixed in this code. ",NA
